station_code,tier_cm,started_at,ended_at,duration_minutes,n_readings,peak_depth_cm,n_excursions_merged,year
FL.BKN.02,5.0,2022-09-21 22:25:00,2022-09-21 22:40:00,20,4,5.8,1,2022
FL.SMI.01,5.0,2022-09-22 02:10:00,2022-09-22 02:50:00,45,9,23.0,1,2022
FL.CTC.06,5.0,2022-09-22 02:30:00,2022-09-22 02:45:00,20,4,6.5,1,2022
FL.DDG.01,5.0,2022-09-22 02:50:00,2022-09-22 03:15:00,30,6,17.7,1,2022
FL.DDG.02,5.0,2022-09-22 02:50:00,2022-09-22 03:50:00,65,13,12.2,1,2022
FL.DDG.06,5.0,2022-09-22 02:50:00,2022-09-22 03:55:00,70,14,20.8,1,2022
FL.HKG.01,5.0,2022-09-22 02:50:00,2022-09-22 04:25:00,100,20,20.5,1,2022
FL.CTC.02,5.0,2022-09-22 02:55:00,2022-09-22 03:10:00,20,4,8.3,1,2022
FL.RTW.08,5.0,2022-09-22 02:55:00,2022-09-22 03:50:00,60,12,26.1,1,2022
FL.RTW.09,5.0,2022-09-22 02:55:00,2022-09-22 04:45:00,115,23,28.5,1,2022
FL.DDG.08,5.0,2022-09-22 03:00:00,2022-09-22 03:10:00,15,3,7.8,1,2022
FL.PTW.04,5.0,2022-09-22 03:00:00,2022-09-22 03:40:00,45,9,9.6,1,2022
FL.SLG.01,5.0,2022-09-22 03:00:00,2022-09-22 04:10:00,75,15,15.2,1,2022
FL.WTN.01,5.0,2022-09-22 03:00:00,2022-09-22 05:00:00,125,25,15.3,1,2022
FL.RTW.02,5.0,2022-09-22 03:05:00,2022-09-22 03:25:00,25,5,7.5,1,2022
FL.RTW.04,5.0,2022-09-22 03:05:00,2022-09-22 04:50:00,110,22,11.5,1,2022
FL.RTW.10,5.0,2022-09-22 03:05:00,2022-09-22 03:40:00,40,8,27.0,1,2022
FL.STN.02,5.0,2022-09-22 03:05:00,2022-09-22 03:50:00,50,10,13.4,1,2022
FL.STN.04,5.0,2022-09-22 03:05:00,2022-09-22 04:20:00,80,16,15.3,1,2022
FL.PTW.01,5.0,2022-09-22 03:10:00,2022-09-22 03:55:00,50,10,6.3,1,2022
FL.PTW.02,5.0,2022-09-22 03:10:00,2022-09-22 04:05:00,60,12,12.0,1,2022
FL.PTW.05,5.0,2022-09-22 03:10:00,2022-09-22 03:40:00,35,7,17.2,1,2022
FL.STN.03,5.0,2022-09-22 03:10:00,2022-09-22 03:50:00,45,9,10.2,1,2022
FL.BRK.02,5.0,2022-09-22 03:15:00,2022-09-22 03:50:00,40,8,12.1,1,2022
FL.RTW.05,5.0,2022-09-22 03:15:00,2022-09-22 04:15:00,65,13,15.1,1,2022
FL.STN.01,5.0,2022-09-22 03:15:00,2022-09-22 03:20:00,10,2,7.0,1,2022
FL.BRK.01,5.0,2022-09-22 03:55:00,2022-09-22 04:20:00,30,6,11.4,1,2022
FL.BKE.01,5.0,2022-09-22 04:45:00,2022-09-22 05:55:00,75,15,19.6,1,2022
FL.BKE.02,5.0,2022-09-22 04:50:00,2022-09-22 05:45:00,60,12,11.2,1,2022
FL.RTW.09,5.0,2022-09-22 20:05:00,2022-09-22 22:20:00,140,28,27.4,1,2022
FL.SMI.01,5.0,2022-09-22 20:35:00,2022-09-22 21:15:00,45,7,12.3,2,2022
FL.RTW.01,5.0,2022-09-22 20:45:00,2022-09-22 20:50:00,10,2,5.8,1,2022
FL.RTW.04,5.0,2022-09-22 20:45:00,2022-09-22 22:25:00,105,21,10.5,1,2022
FL.CTC.02,5.0,2022-09-22 20:50:00,2022-09-22 21:10:00,25,5,7.9,1,2022
FL.RTW.10,5.0,2022-09-22 20:55:00,2022-09-22 21:40:00,50,10,22.2,1,2022
FL.STN.04,5.0,2022-09-22 20:55:00,2022-09-22 22:20:00,90,18,15.8,1,2022
FL.RTW.05,5.0,2022-09-22 21:30:00,2022-09-22 21:40:00,15,3,8.2,1,2022
FL.BKP.02,5.0,2022-09-22 21:40:00,2022-09-22 21:55:00,20,4,8.8,1,2022
FL.BKN.02,5.0,2022-09-23 19:20:00,2022-09-23 19:40:00,25,5,7.8,1,2022
FL.CTC.06,5.0,2022-09-23 22:00:00,2022-09-23 22:35:00,40,6,5.5,2,2022
FL.WTL.02,5.0,2022-09-23 23:05:00,2022-09-24 00:25:00,85,17,9.2,1,2022
FL.RTW.08,5.0,2022-09-23 23:10:00,2022-09-23 23:35:00,30,6,19.5,1,2022
FL.RTW.10,5.0,2022-09-23 23:15:00,2022-09-23 23:35:00,25,5,18.4,1,2022
FL.CTC.02,5.0,2022-09-23 23:25:00,2022-09-23 23:40:00,20,4,8.2,1,2022
FL.DDG.06,5.0,2022-09-23 23:35:00,2022-09-23 23:55:00,25,5,9.8,1,2022
FL.KTY.04,5.0,2022-09-23 23:35:00,2022-09-24 01:25:00,115,16,11.7,2,2022
FL.DDG.07,5.0,2022-09-24 00:00:00,2022-09-24 01:45:00,110,22,17.3,1,2022
FL.CTC.06,5.0,2022-09-24 11:35:00,2022-09-24 11:40:00,10,2,5.2,1,2022
FL.DDG.01,5.0,2022-09-24 12:45:00,2022-09-24 12:55:00,15,3,8.8,1,2022
FL.HKG.01,5.0,2022-09-24 12:45:00,2022-09-24 13:15:00,35,7,9.0,1,2022
FL.DDG.06,5.0,2022-09-24 12:50:00,2022-09-24 13:25:00,40,8,8.2,1,2022
FL.RTW.08,5.0,2022-09-24 23:35:00,2022-09-25 00:35:00,65,13,21.8,1,2022
FL.RTW.09,5.0,2022-09-24 23:35:00,2022-09-25 00:55:00,85,17,25.6,1,2022
FL.DDG.07,5.0,2022-09-24 23:40:00,2022-09-25 04:35:00,300,60,46.1,1,2022
FL.RTW.10,5.0,2022-09-24 23:40:00,2022-09-25 01:00:00,85,17,35.6,1,2022
FL.DDG.02,5.0,2022-09-24 23:45:00,2022-09-25 00:40:00,60,12,10.9,1,2022
FL.DDG.06,5.0,2022-09-24 23:45:00,2022-09-25 00:50:00,70,14,16.2,1,2022
FL.DDG.08,5.0,2022-09-24 23:45:00,2022-09-25 01:15:00,95,19,19.3,1,2022
FL.PTW.01,5.0,2022-09-24 23:45:00,2022-09-25 00:25:00,45,9,6.3,1,2022
FL.PTW.02,5.0,2022-09-24 23:45:00,2022-09-25 00:15:00,35,7,11.6,1,2022
FL.RTW.04,5.0,2022-09-24 23:45:00,2022-09-25 01:30:00,110,22,13.8,1,2022
FL.RTW.05,5.0,2022-09-24 23:55:00,2022-09-25 00:25:00,35,7,11.1,1,2022
FL.CTC.02,5.0,2022-09-25 00:00:00,2022-09-25 00:20:00,25,5,9.1,1,2022
FL.LSI.03,5.0,2022-09-25 00:25:00,2022-09-25 00:40:00,20,4,5.6,1,2022
FL.PWT.02,5.0,2022-09-26 03:25:00,2022-09-26 04:15:00,55,11,21.9,1,2022
FL.BKM.01,5.0,2022-09-26 04:00:00,2022-09-26 05:35:00,100,20,24.4,1,2022
FL.BKM.02,5.0,2022-09-27 12:35:00,2022-09-27 13:00:00,30,6,24.8,1,2022
FL.BKM.01,5.0,2022-09-27 12:45:00,2022-09-27 13:00:00,20,4,11.6,1,2022
FL.PWT.02,5.0,2022-09-27 17:30:00,2022-09-27 17:40:00,15,3,7.7,1,2022
FL.SMI.01,5.0,2022-09-29 03:20:00,2022-09-29 03:35:00,20,4,7.4,1,2022
FL.BKP.01,5.0,2022-09-29 08:05:00,2022-09-29 09:00:00,60,12,6.9,1,2022
FL.CTC.06,5.0,2022-10-01 23:35:00,2022-10-02 00:15:00,45,7,5.8,2,2022
FL.CTC.07,5.0,2022-10-02 00:15:00,2022-10-02 00:25:00,15,3,10.8,1,2022
FL.BNA.04,5.0,2022-10-02 00:20:00,2022-10-02 00:35:00,20,4,6.6,1,2022
FL.CTC.03,5.0,2022-10-02 00:25:00,2022-10-02 00:55:00,35,7,13.1,1,2022
FL.PWT.02,5.0,2022-10-02 00:40:00,2022-10-02 01:25:00,50,10,18.7,1,2022
FL.BNA.04,5.0,2022-10-03 13:30:00,2022-10-03 15:15:00,110,20,12.8,2,2022
FL.BNA.03,5.0,2022-10-03 13:40:00,2022-10-03 18:35:00,300,60,50.9,1,2022
FL.KTY.05,5.0,2022-10-03 14:10:00,2022-10-03 17:45:00,220,34,16.5,2,2022
FL.PWT.02,5.0,2022-10-03 14:15:00,2022-10-04 05:40:00,930,186,32.7,1,2022
FL.CTC.06,5.0,2022-10-03 14:25:00,2022-10-03 15:35:00,75,8,6.6,2,2022
FL.CTC.02,5.0,2022-10-03 14:30:00,2022-10-03 14:55:00,30,6,8.7,1,2022
FL.CTC.07,5.0,2022-10-03 14:30:00,2022-10-03 18:45:00,260,52,51.4,1,2022
FL.BSU.01,5.0,2022-10-03 14:35:00,2022-10-03 16:10:00,100,20,11.3,1,2022
FL.CTC.04,5.0,2022-10-03 14:40:00,2022-10-03 18:30:00,235,47,31.1,1,2022
FL.LSI.03,5.0,2022-10-03 14:40:00,2022-10-04 00:00:00,565,113,28.1,1,2022
FL.LSI.04,5.0,2022-10-03 14:45:00,2022-10-03 23:20:00,520,104,36.1,1,2022
FL.BBN.01,5.0,2022-10-03 14:55:00,2022-10-03 15:30:00,40,8,15.5,1,2022
FL.LSI.05,5.0,2022-10-03 14:55:00,2022-10-03 22:15:00,445,89,26.4,1,2022
FL.RTW.09,5.0,2022-10-03 14:55:00,2022-10-03 15:30:00,40,8,11.0,1,2022
FL.BBN.02,5.0,2022-10-03 15:00:00,2022-10-03 15:45:00,50,10,15.1,1,2022
FL.BKE.01,5.0,2022-10-03 15:15:00,2022-10-03 15:55:00,45,9,13.8,1,2022
FL.BKN.02,5.0,2022-10-03 15:15:00,2022-10-03 17:05:00,115,21,7.1,3,2022
FL.BKE.02,5.0,2022-10-03 15:20:00,2022-10-03 15:40:00,25,5,8.6,1,2022
FL.BKN.01,5.0,2022-10-03 15:20:00,2022-10-03 15:30:00,15,3,5.7,1,2022
FL.CTC.01,5.0,2022-10-03 15:25:00,2022-10-03 20:55:00,335,67,31.6,1,2022
FL.BNA.02,5.0,2022-10-03 15:30:00,2022-10-03 18:15:00,170,32,9.8,3,2022
FL.CTC.03,5.0,2022-10-03 15:30:00,2022-10-03 16:30:00,65,13,28.7,1,2022
FL.LSI.02,5.0,2022-10-03 15:30:00,2022-10-03 18:20:00,175,25,16.1,2,2022
FL.KTY.02,5.0,2022-10-03 16:00:00,2022-10-03 18:10:00,135,27,15.2,1,2022
FL.KTY.04,5.0,2022-10-03 16:15:00,2022-10-03 19:05:00,175,34,13.5,2,2022
FL.KTY.03,5.0,2022-10-03 16:20:00,2022-10-03 17:25:00,70,13,14.0,2,2022
FL.KTY.01,5.0,2022-10-03 16:30:00,2022-10-03 17:10:00,45,9,9.5,1,2022
FL.STN.04,5.0,2022-10-03 16:30:00,2022-10-03 16:55:00,30,6,10.0,1,2022
FL.LSI.02,5.0,2022-10-03 19:45:00,2022-10-03 22:40:00,180,33,7.4,4,2022
FL.LSI.03,5.0,2022-10-04 03:55:00,2022-10-04 06:00:00,130,26,16.5,1,2022
FL.PPS.01,5.0,2022-10-07 15:50:00,2022-10-07 16:45:00,60,11,12.5,2,2022
FL.RTW.09,5.0,2022-10-07 16:00:00,2022-10-07 17:25:00,90,18,17.9,1,2022
FL.KTY.05,5.0,2022-10-07 16:10:00,2022-10-07 19:20:00,195,37,17.1,2,2022
FL.SPW.01,5.0,2022-10-07 16:10:00,2022-10-07 17:30:00,85,17,15.8,1,2022
FL.BKN.02,5.0,2022-10-07 16:15:00,2022-10-07 19:40:00,210,41,14.3,2,2022
FL.KTY.01,5.0,2022-10-07 16:15:00,2022-10-07 18:15:00,125,25,21.5,1,2022
FL.KTY.03,5.0,2022-10-07 16:15:00,2022-10-07 18:35:00,145,29,18.8,1,2022
FL.KTY.04,5.0,2022-10-07 16:15:00,2022-10-07 19:50:00,220,44,17.7,1,2022
FL.RTW.04,5.0,2022-10-07 16:15:00,2022-10-07 17:35:00,85,17,8.3,1,2022
FL.SPW.02,5.0,2022-10-07 16:15:00,2022-10-07 16:55:00,45,9,8.3,1,2022
FL.STN.04,5.0,2022-10-07 16:15:00,2022-10-07 18:15:00,125,25,21.4,1,2022
FL.BKN.01,5.0,2022-10-07 16:20:00,2022-10-07 17:15:00,60,12,11.8,1,2022
FL.KTY.02,5.0,2022-10-07 16:20:00,2022-10-07 19:25:00,190,38,15.6,1,2022
FL.RTW.05,5.0,2022-10-07 16:20:00,2022-10-07 16:45:00,30,6,9.4,1,2022
FL.BRK.02,5.0,2022-10-07 16:25:00,2022-10-07 17:00:00,40,8,9.9,1,2022
FL.PTW.01,5.0,2022-10-07 16:25:00,2022-10-07 16:40:00,20,4,6.0,1,2022
FL.BRK.01,5.0,2022-10-07 16:30:00,2022-10-07 16:40:00,15,3,9.1,1,2022
FL.PWT.02,5.0,2022-10-07 16:45:00,2022-10-07 20:10:00,210,39,11.1,4,2022
FL.BBN.01,5.0,2022-10-09 18:35:00,2022-10-09 18:45:00,15,3,8.7,1,2022
FL.JTG.01,5.0,2022-10-09 18:35:00,2022-10-09 19:55:00,85,17,11.1,1,2022
FL.PWT.02,5.0,2022-10-09 18:35:00,2022-10-10 04:45:00,615,123,25.5,1,2022
FL.BBN.02,5.0,2022-10-09 18:40:00,2022-10-09 18:55:00,20,4,7.4,1,2022
FL.KTY.04,5.0,2022-10-09 18:40:00,2022-10-09 22:55:00,260,52,23.5,1,2022
FL.STN.03,5.0,2022-10-09 18:40:00,2022-10-09 21:40:00,185,37,40.4,1,2022
FL.PWT.01,5.0,2022-10-09 18:45:00,2022-10-09 19:00:00,20,4,7.9,1,2022
FL.SLG.01,5.0,2022-10-09 18:45:00,2022-10-09 19:20:00,40,8,9.3,1,2022
FL.STN.02,5.0,2022-10-09 18:45:00,2022-10-09 20:35:00,115,23,25.6,1,2022
FL.WTN.01,5.0,2022-10-09 18:45:00,2022-10-09 19:45:00,65,13,15.3,1,2022
FL.BRK.01,5.0,2022-10-09 18:50:00,2022-10-09 20:10:00,85,17,26.9,1,2022
FL.HKG.01,5.0,2022-10-09 18:50:00,2022-10-09 19:05:00,20,4,7.0,1,2022
FL.KTY.01,5.0,2022-10-09 18:50:00,2022-10-09 20:15:00,90,18,20.0,1,2022
FL.KTY.02,5.0,2022-10-09 18:50:00,2022-10-09 20:45:00,120,24,14.6,1,2022
FL.KTY.05,5.0,2022-10-09 18:50:00,2022-10-09 21:00:00,135,27,19.8,1,2022
FL.SLG.03,5.0,2022-10-09 18:50:00,2022-10-09 19:30:00,45,9,17.1,1,2022
FL.STN.04,5.0,2022-10-09 18:50:00,2022-10-09 20:50:00,125,25,28.1,1,2022
FL.BNA.04,5.0,2022-10-09 18:55:00,2022-10-09 19:05:00,15,3,5.8,1,2022
FL.KSN.01,5.0,2022-10-09 18:55:00,2022-10-09 19:25:00,35,7,8.2,1,2022
FL.KTY.03,5.0,2022-10-09 18:55:00,2022-10-09 20:20:00,90,18,19.8,1,2022
FL.SPW.01,5.0,2022-10-09 18:55:00,2022-10-09 19:30:00,40,8,13.8,1,2022
FL.STN.01,5.0,2022-10-09 18:55:00,2022-10-09 19:55:00,65,13,17.9,1,2022
FL.BKE.02,5.0,2022-10-09 19:00:00,2022-10-09 20:25:00,90,18,8.9,1,2022
FL.BRK.02,5.0,2022-10-09 19:00:00,2022-10-09 19:30:00,35,7,11.0,1,2022
FL.BKE.01,5.0,2022-10-09 19:05:00,2022-10-09 19:55:00,55,11,14.1,1,2022
FL.RTW.09,5.0,2022-10-09 19:05:00,2022-10-09 19:20:00,20,4,10.2,1,2022
FL.BKN.02,5.0,2022-10-09 19:15:00,2022-10-09 19:45:00,35,7,9.9,1,2022
FL.CTC.06,5.0,2022-10-10 03:35:00,2022-10-10 03:45:00,15,3,5.9,1,2022
FL.SLG.03,5.0,2022-10-11 01:05:00,2022-10-11 02:05:00,65,13,20.0,1,2022
FL.HKG.01,5.0,2022-10-11 01:10:00,2022-10-11 02:50:00,105,21,17.7,1,2022
FL.WTN.01,5.0,2022-10-11 01:10:00,2022-10-11 03:30:00,145,29,18.7,1,2022
FL.RTW.09,5.0,2022-10-11 01:15:00,2022-10-11 02:20:00,70,14,16.5,1,2022
FL.PWT.02,5.0,2022-10-11 01:20:00,2022-10-11 04:05:00,170,34,11.9,1,2022
FL.RTW.08,5.0,2022-10-11 01:20:00,2022-10-11 02:05:00,50,10,18.9,1,2022
FL.WTN.02,5.0,2022-10-11 01:20:00,2022-10-11 02:05:00,50,10,10.3,1,2022
FL.KTY.02,5.0,2022-10-11 01:25:00,2022-10-11 02:35:00,75,15,10.5,1,2022
FL.RTW.02,5.0,2022-10-11 01:25:00,2022-10-11 01:55:00,35,7,9.4,1,2022
FL.RTW.04,5.0,2022-10-11 01:30:00,2022-10-11 02:25:00,60,12,8.6,1,2022
FL.RTW.10,5.0,2022-10-11 01:30:00,2022-10-11 01:50:00,25,5,13.4,1,2022
FL.SMI.01,5.0,2022-10-22 21:45:00,2022-10-22 22:45:00,65,13,20.8,1,2022
FL.PWT.02,5.0,2022-10-23 00:00:00,2022-10-23 01:15:00,80,12,17.5,2,2022
FL.BRK.02,5.0,2022-10-23 00:05:00,2022-10-23 01:40:00,100,17,6.4,2,2022
FL.BNA.04,5.0,2022-10-23 00:20:00,2022-10-23 01:25:00,70,14,20.4,1,2022
FL.BNA.01,5.0,2022-10-23 01:00:00,2022-10-23 01:20:00,25,4,7.5,2,2022
FL.BRK.02,5.0,2022-10-24 10:40:00,2022-10-24 10:50:00,15,3,5.6,1,2022
FL.BRK.02,5.0,2022-10-27 03:20:00,2022-10-27 03:35:00,20,4,5.7,1,2022
FL.BKM.02,5.0,2022-11-11 12:15:00,2022-11-11 14:00:00,110,22,6.3,1,2022
FL.CTC.06,5.0,2022-11-14 17:30:00,2022-11-14 17:40:00,15,3,5.7,1,2022
FL.BRK.02,5.0,2022-11-15 20:25:00,2022-11-15 21:10:00,50,10,7.4,1,2022
FL.RTW.08,5.0,2022-11-15 20:35:00,2022-11-15 21:00:00,30,6,11.0,1,2022
FL.RTW.09,5.0,2022-11-15 20:40:00,2022-11-15 21:00:00,25,5,10.4,1,2022
FL.BRK.02,5.0,2022-11-16 10:45:00,2022-11-16 10:50:00,10,2,5.5,1,2022
FL.BBN.01,5.0,2022-11-16 14:50:00,2022-11-16 15:15:00,30,6,10.2,1,2022
FL.HKG.01,5.0,2022-11-17 15:55:00,2022-11-17 16:05:00,15,3,7.9,1,2022
FL.BRK.02,5.0,2022-11-17 16:45:00,2022-11-17 17:00:00,20,4,6.0,1,2022
FL.BRK.02,5.0,2022-11-19 16:15:00,2022-11-19 16:25:00,15,3,5.5,1,2022
FL.BBN.01,5.0,2022-11-19 16:30:00,2022-11-19 16:55:00,30,4,9.8,2,2022
FL.BBN.02,5.0,2022-11-19 16:30:00,2022-11-19 17:10:00,45,8,10.1,2,2022
FL.CTC.06,5.0,2022-11-23 19:50:00,2022-11-23 20:25:00,40,8,6.7,1,2022
FL.SLG.01,5.0,2022-11-23 19:55:00,2022-11-23 20:10:00,20,4,6.0,1,2022
FL.SMI.01,5.0,2022-11-23 20:10:00,2022-11-23 20:15:00,10,2,11.8,1,2022
FL.BKA.01,5.0,2022-11-23 20:15:00,2022-11-23 20:30:00,20,4,6.2,1,2022
FL.DDG.01,5.0,2022-11-23 20:15:00,2022-11-23 20:20:00,10,2,5.5,1,2022
FL.LSI.04,5.0,2022-11-23 20:15:00,2022-11-23 20:30:00,20,4,10.7,1,2022
FL.BRK.02,5.0,2022-11-23 20:25:00,2022-11-23 21:40:00,80,16,5.9,1,2022
FL.BKN.02,5.0,2022-11-23 20:35:00,2022-11-23 21:10:00,40,8,7.1,1,2022
FL.DDG.01,5.0,2022-11-24 18:35:00,2022-11-24 18:40:00,10,2,9.9,1,2022
FL.DDG.02,5.0,2022-11-24 18:40:00,2022-11-24 18:55:00,20,4,8.4,1,2022
FL.DDG.06,5.0,2022-11-24 18:40:00,2022-11-24 19:40:00,65,13,14.3,1,2022
FL.CTC.02,5.0,2022-11-24 18:45:00,2022-11-24 19:00:00,20,4,8.9,1,2022
FL.BRK.02,5.0,2022-11-24 20:30:00,2022-11-24 21:40:00,75,15,6.8,1,2022
FL.JTG.01,5.0,2022-11-24 21:10:00,2022-11-24 21:40:00,35,7,9.6,1,2022
FL.BRK.02,5.0,2022-11-25 00:00:00,2022-11-25 00:05:00,10,2,5.1,1,2022
FL.BKN.02,5.0,2022-11-25 15:50:00,2022-11-25 16:00:00,15,3,6.8,1,2022
FL.CTC.02,5.0,2022-11-25 20:00:00,2022-11-25 20:05:00,10,2,7.5,1,2022
FL.CTC.06,5.0,2022-11-25 20:00:00,2022-11-25 20:05:00,10,2,5.1,1,2022
FL.BRK.02,5.0,2022-11-25 20:25:00,2022-11-25 22:20:00,120,24,5.4,1,2022
FL.BRK.02,5.0,2022-11-26 00:30:00,2022-11-26 01:30:00,65,13,5.2,1,2022
FL.BRK.02,5.0,2022-11-28 10:35:00,2022-11-28 10:40:00,10,2,5.7,1,2022
FL.BRK.02,5.0,2022-11-28 12:45:00,2022-11-28 13:20:00,40,8,6.7,1,2022
FL.CTC.06,5.0,2022-11-28 13:40:00,2022-11-28 13:45:00,10,2,5.2,1,2022
FL.CTC.06,5.0,2022-11-29 20:25:00,2022-11-29 20:30:00,10,2,5.5,1,2022
FL.BRK.02,5.0,2022-11-29 20:35:00,2022-11-29 21:05:00,35,7,6.1,1,2022
FL.BRK.02,5.0,2022-12-02 01:40:00,2022-12-02 02:20:00,45,9,6.9,1,2022
FL.BKN.02,5.0,2022-12-02 02:10:00,2022-12-02 02:30:00,25,5,7.0,1,2022
FL.BRK.02,5.0,2022-12-15 22:35:00,2022-12-15 22:50:00,20,4,6.0,1,2022
FL.MBR.01,5.0,2023-01-10 14:05:00,2023-01-10 14:25:00,25,4,40.7,2,2023
FL.DDG.02,5.0,2023-02-05 15:25:00,2023-02-05 15:30:00,10,2,5.7,1,2023
FL.PWT.02,5.0,2023-02-15 08:15:00,2023-02-15 09:25:00,75,15,23.7,1,2023
FL.BNA.04,5.0,2023-02-15 08:20:00,2023-02-15 09:15:00,60,12,13.3,1,2023
FL.BRK.02,5.0,2023-02-15 08:20:00,2023-02-15 09:05:00,50,5,5.8,2,2023
FL.SLG.01,5.0,2023-02-15 08:20:00,2023-02-15 09:00:00,45,9,7.9,1,2023
FL.SLG.03,5.0,2023-02-15 08:20:00,2023-02-15 09:15:00,60,12,15.5,1,2023
FL.PPS.01,5.0,2023-02-15 08:35:00,2023-02-15 08:40:00,10,2,5.1,1,2023
FL.RTW.09,5.0,2023-02-15 08:35:00,2023-02-15 09:40:00,70,14,17.2,1,2023
FL.RTW.10,5.0,2023-02-15 08:35:00,2023-02-15 09:10:00,40,8,19.0,1,2023
FL.DST.06,5.0,2023-02-15 08:40:00,2023-02-15 09:15:00,40,8,7.1,1,2023
FL.BNA.03,5.0,2023-02-15 08:45:00,2023-02-15 08:50:00,10,2,8.6,1,2023
FL.RTW.04,5.0,2023-02-15 08:45:00,2023-02-15 09:05:00,25,5,6.6,1,2023
FL.SPW.01,5.0,2023-02-15 08:45:00,2023-02-15 08:55:00,15,3,6.2,1,2023
FL.DDG.07,5.0,2023-02-15 09:25:00,2023-02-15 09:35:00,15,3,6.0,1,2023
FL.DST.03,5.0,2023-02-15 13:55:00,2023-02-15 15:55:00,125,24,6.7,2,2023
FL.BKP.01,5.0,2023-02-15 16:05:00,2023-02-15 16:35:00,35,7,5.1,1,2023
FL.BRK.02,5.0,2023-02-16 03:10:00,2023-02-16 03:20:00,15,3,5.5,1,2023
FL.PYT.02,5.0,2023-03-21 21:40:00,2023-03-21 21:45:00,10,2,7.2,1,2023
FL.CTC.06,5.0,2023-03-28 07:20:00,2023-03-28 08:05:00,50,4,6.6,2,2023
FL.CTC.06,5.0,2023-03-29 09:00:00,2023-03-29 09:05:00,10,2,5.5,1,2023
FL.LSI.04,5.0,2023-03-31 05:55:00,2023-03-31 06:55:00,65,13,7.1,1,2023
FL.PYT.02,5.0,2023-04-06 12:40:00,2023-04-06 12:45:00,10,2,5.9,1,2023
FL.CTC.06,5.0,2023-04-20 08:10:00,2023-04-20 08:30:00,25,5,7.9,1,2023
FL.BSU.01,5.0,2023-04-28 14:55:00,2023-04-28 15:00:00,10,2,5.6,1,2023
FL.DDG.07,5.0,2023-04-30 08:15:00,2023-04-30 09:40:00,90,18,23.4,1,2023
FL.RTW.10,5.0,2023-04-30 08:15:00,2023-04-30 08:45:00,35,7,16.3,1,2023
FL.DDG.01,5.0,2023-04-30 08:25:00,2023-04-30 09:00:00,40,8,27.0,1,2023
FL.DDG.05,5.0,2023-04-30 08:25:00,2023-04-30 08:45:00,25,5,10.9,1,2023
FL.DDG.02,5.0,2023-04-30 08:35:00,2023-04-30 09:15:00,45,9,13.9,1,2023
FL.LSI.04,5.0,2023-04-30 09:00:00,2023-04-30 09:45:00,50,10,15.9,1,2023
FL.PWT.02,5.0,2023-04-30 09:05:00,2023-04-30 10:20:00,80,16,20.4,1,2023
FL.LSI.04,5.0,2023-05-10 19:15:00,2023-05-10 19:20:00,10,2,7.6,1,2023
FL.DST.06,5.0,2023-05-11 11:50:00,2023-05-11 12:10:00,25,5,7.3,1,2023
FL.RTW.10,5.0,2023-05-11 11:50:00,2023-05-11 12:45:00,60,12,20.7,1,2023
FL.RTW.09,5.0,2023-05-11 11:55:00,2023-05-11 12:45:00,55,11,12.1,1,2023
FL.PPS.01,5.0,2023-05-12 22:30:00,2023-05-12 22:35:00,10,2,5.3,1,2023
FL.SPW.02,5.0,2023-05-12 22:35:00,2023-05-12 23:05:00,35,7,9.2,1,2023
FL.SPW.01,5.0,2023-05-12 22:40:00,2023-05-12 22:55:00,20,4,10.7,1,2023
FL.BRK.01,5.0,2023-05-12 22:45:00,2023-05-12 22:55:00,15,3,9.0,1,2023
FL.LSI.04,5.0,2023-05-12 22:50:00,2023-05-12 23:20:00,35,7,11.8,1,2023
FL.DST.06,5.0,2023-05-12 23:00:00,2023-05-12 23:05:00,10,2,6.3,1,2023
FL.PTW.02,5.0,2023-05-16 11:10:00,2023-05-16 11:15:00,10,2,8.3,1,2023
FL.DST.08,5.0,2023-05-28 11:40:00,2023-05-28 16:25:00,290,58,12.9,1,2023
FL.SLG.01,5.0,2023-05-29 16:50:00,2023-05-29 17:15:00,30,6,5.8,1,2023
FL.BRK.01,5.0,2023-05-29 17:10:00,2023-05-29 19:15:00,130,25,14.4,2,2023
FL.STN.04,5.0,2023-05-29 17:15:00,2023-05-29 17:50:00,40,8,14.3,1,2023
FL.KTY.05,5.0,2023-05-29 17:20:00,2023-05-29 17:55:00,40,7,13.0,2,2023
FL.KTY.01,5.0,2023-05-29 17:25:00,2023-05-29 17:55:00,35,7,9.3,1,2023
FL.KTY.02,5.0,2023-05-29 17:25:00,2023-05-29 17:50:00,30,6,7.0,1,2023
FL.BSU.01,5.0,2023-05-30 18:40:00,2023-05-30 19:15:00,40,8,10.2,1,2023
FL.PYT.02,5.0,2023-05-30 18:40:00,2023-05-31 11:25:00,1010,202,9.5,1,2023
FL.PYT.06,5.0,2023-05-30 18:45:00,2023-05-30 20:45:00,125,25,25.2,1,2023
FL.PYT.05,5.0,2023-05-30 18:50:00,2023-05-30 20:30:00,105,21,17.5,1,2023
FL.PYT.07,5.0,2023-05-30 18:50:00,2023-05-30 19:05:00,20,4,9.7,1,2023
FL.PYT.04,5.0,2023-05-30 18:55:00,2023-05-30 19:50:00,60,10,10.0,2,2023
FL.DDG.06,5.0,2023-05-30 19:20:00,2023-05-30 21:20:00,125,25,31.1,1,2023
FL.DDG.07,5.0,2023-05-30 19:30:00,2023-05-30 20:55:00,90,18,12.0,1,2023
