station_code,tier_cm,started_at,ended_at,duration_minutes,n_readings,peak_depth_cm,n_excursions_merged,year
FL.HKG.01,5.0,2020-11-21 12:35:00,2020-11-21 14:45:00,135,27,22.5,1,2020
FL.DDG.05,5.0,2020-11-21 12:45:00,2020-11-21 14:00:00,80,16,15.4,1,2020
FL.SLG.02,5.0,2020-11-21 12:45:00,2020-11-21 13:15:00,35,7,7.9,1,2020
FL.STN.02,5.0,2020-11-23 17:25:00,2020-11-23 18:00:00,40,8,19.8,1,2020
FL.STN.03,5.0,2020-11-23 17:25:00,2020-11-23 17:50:00,30,6,12.7,1,2020
FL.BKL.01,5.0,2020-12-14 13:25:00,2020-12-14 13:30:00,10,2,7.7,1,2020
FL.RTW.01,5.0,2021-01-19 11:10:00,2021-01-19 11:35:00,30,6,8.8,1,2021
FL.STN.02,5.0,2021-02-09 12:30:00,2021-02-09 16:10:00,225,45,44.9,1,2021
FL.BKL.01,5.0,2021-02-09 12:35:00,2021-02-09 13:35:00,65,13,16.0,1,2021
FL.SLG.03,5.0,2021-02-09 12:45:00,2021-02-09 14:05:00,85,17,24.5,1,2021
FL.KTY.05,5.0,2021-02-09 13:05:00,2021-02-09 14:05:00,65,13,12.0,1,2021
FL.PTW.04,5.0,2021-02-09 13:05:00,2021-02-09 13:20:00,20,4,7.7,1,2021
FL.KTY.02,5.0,2021-02-09 13:15:00,2021-02-09 14:10:00,60,11,11.9,2,2021
FL.RTW.01,5.0,2021-02-09 13:25:00,2021-02-09 13:35:00,15,3,7.3,1,2021
FL.DDG.02,5.0,2021-02-09 13:35:00,2021-02-09 14:00:00,30,6,11.7,1,2021
FL.DDG.05,5.0,2021-02-09 13:35:00,2021-02-09 13:45:00,15,3,6.7,1,2021
FL.DDG.01,5.0,2021-02-09 13:40:00,2021-02-09 13:45:00,10,2,9.0,1,2021
FL.PWT.02,5.0,2021-02-10 01:25:00,2021-02-10 04:20:00,180,36,26.6,1,2021
FL.CTC.02,5.0,2021-02-10 10:55:00,2021-02-10 11:05:00,15,3,18.2,1,2021
FL.SPW.02,5.0,2021-02-11 04:00:00,2021-02-11 05:15:00,80,16,8.5,1,2021
FL.CTC.06,5.0,2021-02-14 12:30:00,2021-02-14 13:50:00,85,9,5.1,3,2021
FL.LSI.02,5.0,2021-02-14 12:30:00,2021-02-14 13:50:00,85,9,5.1,3,2021
FL.CTC.06,5.0,2021-02-15 13:05:00,2021-02-15 13:10:00,10,2,5.0,1,2021
FL.LSI.02,5.0,2021-02-15 13:05:00,2021-02-15 13:10:00,10,2,5.0,1,2021
FL.CTC.06,5.0,2021-02-15 14:55:00,2021-02-15 15:05:00,15,3,5.1,1,2021
FL.CTC.06,5.0,2021-02-16 12:00:00,2021-02-16 13:50:00,115,18,5.2,2,2021
FL.DST.05,5.0,2021-02-16 12:20:00,2021-02-16 12:25:00,10,2,14.6,1,2021
FL.CTC.06,5.0,2021-02-17 11:55:00,2021-02-17 14:05:00,135,22,5.2,3,2021
FL.DDG.08,5.0,2021-02-17 13:30:00,2021-02-17 13:35:00,10,2,15.5,1,2021
FL.DDG.07,5.0,2021-02-17 16:35:00,2021-02-17 16:40:00,10,2,14.2,1,2021
FL.SLG.02,5.0,2021-02-19 16:10:00,2021-02-19 16:25:00,20,4,13.5,1,2021
FL.CTC.06,5.0,2021-02-22 12:00:00,2021-02-22 16:05:00,250,44,5.3,4,2021
FL.LSI.02,5.0,2021-02-22 12:00:00,2021-02-22 16:05:00,250,44,5.3,4,2021
FL.CTC.06,5.0,2021-02-23 10:35:00,2021-02-23 15:45:00,315,63,5.7,1,2021
FL.LSI.02,5.0,2021-02-23 10:35:00,2021-02-23 15:45:00,315,63,5.7,1,2021
FL.KTY.05,5.0,2021-02-23 11:55:00,2021-02-23 12:00:00,10,2,13.6,1,2021
FL.KTY.01,5.0,2021-02-23 13:25:00,2021-02-23 13:30:00,10,2,16.1,1,2021
FL.CTC.06,5.0,2021-02-24 10:25:00,2021-02-24 12:45:00,145,29,5.5,1,2021
FL.CTC.06,5.0,2021-02-25 10:20:00,2021-02-25 12:35:00,140,24,6.3,2,2021
FL.BNA.01,5.0,2021-02-27 11:15:00,2021-02-27 11:35:00,25,5,15.1,1,2021
FL.PYT.01,5.0,2021-03-02 11:50:00,2021-03-02 11:55:00,10,2,12.0,1,2021
FL.PYT.02,5.0,2021-03-02 12:20:00,2021-03-02 12:25:00,10,2,9.9,1,2021
FL.KTY.01,5.0,2021-03-05 12:25:00,2021-03-05 12:30:00,10,2,11.4,1,2021
FL.SPW.02,5.0,2021-03-06 12:25:00,2021-03-06 12:35:00,15,3,10.1,1,2021
FL.PPS.01,5.0,2021-03-06 14:45:00,2021-03-06 14:50:00,10,2,5.5,1,2021
FL.KTY.04,5.0,2021-03-08 13:10:00,2021-03-08 13:20:00,15,3,17.8,1,2021
FL.BNA.02,5.0,2021-03-08 15:00:00,2021-03-08 15:05:00,10,2,10.8,1,2021
FL.STN.02,5.0,2021-03-09 12:35:00,2021-03-09 12:40:00,10,2,10.8,1,2021
FL.PTW.02,5.0,2021-03-09 13:40:00,2021-03-09 13:50:00,15,3,11.4,1,2021
FL.PTW.01,5.0,2021-03-09 14:15:00,2021-03-09 14:35:00,25,5,12.3,1,2021
FL.BKP.02,5.0,2021-03-09 14:30:00,2021-03-09 15:10:00,45,9,7.7,1,2021
FL.SLG.03,5.0,2021-03-09 14:30:00,2021-03-09 15:10:00,45,9,16.0,1,2021
FL.PTW.01,5.0,2021-03-10 15:45:00,2021-03-10 16:15:00,35,7,11.4,1,2021
FL.DST.02,5.0,2021-03-12 10:35:00,2021-03-12 10:45:00,15,3,11.0,1,2021
FL.DST.07,5.0,2021-03-13 00:40:00,2021-03-13 00:45:00,10,2,11.6,1,2021
FL.CTC.05,5.0,2021-03-16 10:50:00,2021-03-16 10:55:00,10,2,5.9,1,2021
FL.WTL.02,5.0,2021-03-16 10:50:00,2021-03-16 10:55:00,10,2,5.9,1,2021
FL.BKE.02,5.0,2021-03-17 11:20:00,2021-03-17 11:30:00,15,3,11.5,1,2021
FL.KTY.03,5.0,2021-03-17 11:55:00,2021-03-17 12:00:00,10,2,12.9,1,2021
FL.KSN.01,5.0,2021-03-22 11:20:00,2021-03-22 11:25:00,10,2,8.8,1,2021
FL.SMI.01,5.0,2021-03-24 13:05:00,2021-03-24 13:20:00,20,4,13.3,1,2021
FL.BKM.01,5.0,2021-03-26 15:35:00,2021-03-29 10:05:00,3995,798,11.5,2,2021
FL.CTC.07,5.0,2021-03-29 12:15:00,2021-03-29 12:25:00,15,3,8.3,1,2021
FL.PYT.05,5.0,2021-04-02 12:05:00,2021-04-02 12:10:00,10,2,10.3,1,2021
FL.LSI.04,5.0,2021-04-04 13:25:00,2021-04-04 13:35:00,15,3,6.9,1,2021
FL.PWT.02,5.0,2021-04-08 12:10:00,2021-04-08 12:45:00,40,8,15.3,1,2021
FL.PWT.02,5.0,2021-04-12 12:20:00,2021-04-12 12:40:00,25,5,9.6,1,2021
FL.HKG.01,5.0,2021-04-12 12:40:00,2021-04-12 13:10:00,35,7,7.6,1,2021
FL.RTW.01,5.0,2021-04-12 12:50:00,2021-04-12 13:45:00,60,12,24.9,1,2021
FL.RTW.10,5.0,2021-04-12 12:55:00,2021-04-12 13:30:00,40,8,24.0,1,2021
FL.STN.02,5.0,2021-04-15 11:05:00,2021-04-15 11:25:00,25,5,8.6,1,2021
FL.PTW.02,5.0,2021-04-15 12:15:00,2021-04-15 12:30:00,20,4,7.9,1,2021
FL.BKP.02,5.0,2021-04-15 15:10:00,2021-04-15 16:45:00,100,20,15.1,1,2021
FL.SLG.03,5.0,2021-04-18 07:35:00,2021-04-18 08:15:00,45,9,15.0,1,2021
FL.BNA.03,5.0,2021-04-21 13:05:00,2021-04-21 13:20:00,20,4,7.1,1,2021
FL.BBN.02,5.0,2021-04-21 13:45:00,2021-04-21 13:55:00,15,3,6.4,1,2021
FL.WTL.03,5.0,2021-04-23 10:30:00,2021-04-23 10:45:00,20,4,6.8,1,2021
FL.SLG.03,5.0,2021-04-23 10:40:00,2021-04-23 10:50:00,15,3,8.6,1,2021
FL.PWT.02,5.0,2021-04-23 14:45:00,2021-04-23 14:50:00,10,2,8.6,1,2021
FL.BBN.02,5.0,2021-04-23 23:35:00,2021-04-24 01:35:00,125,25,12.0,1,2021
FL.BKP.02,5.0,2021-04-25 05:40:00,2021-04-25 07:55:00,140,28,18.1,1,2021
FL.PWT.02,5.0,2021-04-25 06:15:00,2021-04-25 07:20:00,70,14,19.3,1,2021
FL.BNA.03,5.0,2021-04-25 06:45:00,2021-04-25 07:00:00,20,4,5.9,1,2021
FL.RTW.01,5.0,2021-04-26 22:50:00,2021-04-26 23:20:00,35,7,13.4,1,2021
FL.RTW.10,5.0,2021-04-26 22:55:00,2021-04-26 23:00:00,10,2,7.2,1,2021
FL.BNA.03,5.0,2021-04-26 23:40:00,2021-04-27 00:30:00,55,11,7.7,1,2021
FL.SMI.01,5.0,2021-04-27 12:25:00,2021-04-27 13:45:00,85,17,14.3,1,2021
FL.PTW.04,5.0,2021-04-27 13:30:00,2021-04-27 14:10:00,45,9,11.2,1,2021
FL.BKP.02,5.0,2021-04-27 13:35:00,2021-04-27 14:20:00,50,10,12.7,1,2021
FL.DDG.01,5.0,2021-04-27 13:35:00,2021-04-27 14:35:00,65,13,20.6,1,2021
FL.HKG.01,5.0,2021-04-27 13:35:00,2021-04-27 15:20:00,110,22,19.6,1,2021
FL.STN.04,5.0,2021-04-27 13:40:00,2021-04-27 15:10:00,95,19,28.5,1,2021
FL.BNA.03,5.0,2021-04-27 13:45:00,2021-04-27 13:50:00,10,2,5.2,1,2021
FL.DDG.02,5.0,2021-04-27 13:45:00,2021-04-27 15:30:00,110,22,20.8,1,2021
FL.KTY.02,5.0,2021-04-27 13:45:00,2021-04-27 14:55:00,75,15,12.2,1,2021
FL.WTN.01,5.0,2021-04-27 13:45:00,2021-04-27 14:20:00,40,8,9.2,1,2021
FL.WTN.02,5.0,2021-04-27 13:45:00,2021-04-27 15:10:00,90,18,21.0,1,2021
FL.DDG.06,5.0,2021-04-27 13:50:00,2021-04-27 14:55:00,70,14,15.3,1,2021
FL.KTY.03,5.0,2021-04-27 13:50:00,2021-04-27 14:40:00,55,11,11.6,1,2021
FL.KTY.05,5.0,2021-04-27 13:50:00,2021-04-27 14:35:00,50,10,10.8,1,2021
FL.KTY.01,5.0,2021-04-27 14:05:00,2021-04-27 14:15:00,15,3,10.1,1,2021
FL.DDG.05,5.0,2021-04-27 14:10:00,2021-04-27 14:30:00,25,5,7.3,1,2021
FL.BNA.03,5.0,2021-04-27 14:55:00,2021-04-27 15:10:00,20,4,6.9,1,2021
FL.BKM.02,5.0,2021-04-28 10:50:00,2021-04-28 10:55:00,10,2,6.5,1,2021
FL.CTC.07,5.0,2021-04-29 11:20:00,2021-04-29 11:30:00,15,3,9.6,1,2021
FL.CTC.03,5.0,2021-04-29 11:55:00,2021-04-29 12:00:00,10,2,7.4,1,2021
FL.BNA.03,5.0,2021-04-30 14:10:00,2021-04-30 14:40:00,35,7,7.7,1,2021
FL.PWT.02,5.0,2021-04-30 14:40:00,2021-04-30 14:45:00,10,2,6.1,1,2021
FL.WTN.01,5.0,2021-05-03 11:25:00,2021-05-03 11:35:00,15,3,6.8,1,2021
FL.BNA.03,5.0,2021-05-03 13:15:00,2021-05-03 14:05:00,55,11,8.7,1,2021
FL.STN.02,5.0,2021-05-03 13:50:00,2021-05-03 14:40:00,55,11,23.6,1,2021
FL.STN.03,5.0,2021-05-03 13:50:00,2021-05-03 14:40:00,55,11,18.9,1,2021
FL.CTC.02,5.0,2021-05-03 13:55:00,2021-05-03 14:45:00,55,11,13.8,1,2021
FL.STN.01,5.0,2021-05-03 13:55:00,2021-05-03 14:45:00,55,11,13.8,1,2021
FL.STN.04,5.0,2021-05-03 13:55:00,2021-05-03 14:20:00,30,6,11.1,1,2021
FL.BBN.01,5.0,2021-05-03 14:00:00,2021-05-03 14:15:00,20,4,7.9,1,2021
FL.BBN.02,5.0,2021-05-03 14:00:00,2021-05-03 14:40:00,45,9,11.2,1,2021
FL.JTG.01,5.0,2021-05-03 14:05:00,2021-05-03 14:25:00,25,5,10.6,1,2021
FL.DDG.01,5.0,2021-05-03 14:20:00,2021-05-03 14:25:00,10,2,10.4,1,2021
FL.KTY.04,5.0,2021-05-06 00:20:00,2021-05-06 02:40:00,145,29,15.5,1,2021
FL.KTY.04,5.0,2021-05-06 21:35:00,2021-05-06 21:40:00,10,2,9.1,1,2021
FL.KTY.04,5.0,2021-05-06 22:50:00,2021-05-06 23:45:00,60,4,14.8,2,2021
FL.BNA.03,5.0,2021-05-09 17:45:00,2021-05-09 17:50:00,10,2,5.0,1,2021
FL.BKM.01,5.0,2021-05-12 12:55:00,2021-05-12 13:40:00,50,10,14.7,1,2021
FL.CTC.02,5.0,2021-05-14 10:25:00,2021-05-14 10:35:00,15,3,7.0,1,2021
FL.WTL.02,5.0,2021-05-18 14:35:00,2021-05-18 14:45:00,15,3,8.1,1,2021
FL.DDG.01,5.0,2021-05-19 18:00:00,2021-05-19 19:45:00,110,22,20.9,1,2021
FL.DDG.02,5.0,2021-05-19 18:15:00,2021-05-19 21:05:00,175,35,26.3,1,2021
FL.DDG.06,5.0,2021-05-19 18:15:00,2021-05-19 21:15:00,185,37,28.3,1,2021
FL.SLG.03,5.0,2021-05-19 18:25:00,2021-05-19 22:35:00,255,51,30.7,1,2021
FL.BKP.02,5.0,2021-05-19 18:40:00,2021-05-19 21:45:00,190,38,32.6,1,2021
FL.RTW.01,5.0,2021-05-19 18:45:00,2021-05-19 20:25:00,105,21,29.0,1,2021
FL.SPW.01,5.0,2021-05-19 18:45:00,2021-05-19 19:35:00,55,11,13.8,1,2021
FL.SPW.02,5.0,2021-05-19 18:45:00,2021-05-19 19:40:00,60,12,11.7,1,2021
FL.BNA.03,5.0,2021-05-19 18:50:00,2021-05-19 21:45:00,180,36,47.1,1,2021
FL.DST.06,5.0,2021-05-19 18:50:00,2021-05-19 19:20:00,35,7,9.8,1,2021
FL.PPS.01,5.0,2021-05-19 18:50:00,2021-05-19 19:35:00,50,10,14.9,1,2021
FL.PTW.01,5.0,2021-05-19 18:50:00,2021-05-19 20:20:00,95,19,21.9,1,2021
FL.PTW.04,5.0,2021-05-19 18:50:00,2021-05-19 19:45:00,60,12,10.3,1,2021
FL.RTW.05,5.0,2021-05-19 18:50:00,2021-05-19 20:05:00,80,16,17.1,1,2021
FL.RTW.10,5.0,2021-05-19 18:50:00,2021-05-19 20:05:00,80,16,26.5,1,2021
FL.STN.04,5.0,2021-05-19 19:00:00,2021-05-19 20:25:00,90,18,24.2,1,2021
FL.PTW.02,5.0,2021-05-19 19:05:00,2021-05-19 19:50:00,50,10,11.1,1,2021
FL.PWT.02,5.0,2021-05-19 19:05:00,2021-05-20 02:45:00,465,93,24.1,1,2021
FL.SLG.02,5.0,2021-05-19 19:10:00,2021-05-19 21:20:00,135,27,17.5,1,2021
FL.DDG.08,5.0,2021-05-19 19:15:00,2021-05-19 20:10:00,60,12,10.6,1,2021
FL.KTY.05,5.0,2021-05-19 19:15:00,2021-05-19 20:15:00,65,13,13.0,1,2021
FL.PYT.01,5.0,2021-05-19 19:15:00,2021-05-19 19:40:00,30,6,8.5,1,2021
FL.DDG.05,5.0,2021-05-19 19:20:00,2021-05-19 20:05:00,50,10,10.6,1,2021
FL.KTY.04,5.0,2021-05-19 19:20:00,2021-05-19 20:50:00,95,18,13.5,2,2021
FL.BNA.02,5.0,2021-05-19 19:25:00,2021-05-19 21:45:00,145,29,19.1,1,2021
FL.KTY.02,5.0,2021-05-19 19:25:00,2021-05-19 20:10:00,50,10,9.0,1,2021
FL.KTY.01,5.0,2021-05-19 19:30:00,2021-05-19 19:50:00,25,5,8.0,1,2021
FL.KTY.03,5.0,2021-05-19 19:30:00,2021-05-19 20:25:00,60,8,10.1,3,2021
FL.RTW.06,5.0,2021-05-19 19:45:00,2021-05-19 19:50:00,10,2,8.9,1,2021
FL.DDG.01,5.0,2021-05-19 20:50:00,2021-05-19 21:10:00,25,5,8.1,1,2021
FL.DDG.07,5.0,2021-05-19 20:50:00,2021-05-19 22:05:00,80,16,27.4,1,2021
FL.RTW.02,5.0,2021-05-20 11:40:00,2021-05-20 11:50:00,15,3,12.4,1,2021
FL.BSU.01,5.0,2021-05-20 12:50:00,2021-05-20 12:55:00,10,2,7.1,1,2021
FL.BSU.01,5.0,2021-05-23 14:00:00,2021-05-23 14:05:00,10,2,5.2,1,2021
FL.DDG.02,5.0,2021-05-25 13:10:00,2021-05-25 13:55:00,50,9,10.0,2,2021
FL.BSU.01,5.0,2021-05-25 14:05:00,2021-05-25 14:20:00,20,4,6.2,1,2021
FL.RTW.01,5.0,2021-05-29 00:05:00,2021-05-29 01:10:00,70,14,19.2,1,2021
FL.RTW.04,5.0,2021-05-29 00:05:00,2021-05-29 01:40:00,100,20,9.8,1,2021
FL.PYT.02,5.0,2021-05-29 00:20:00,2021-05-29 01:00:00,45,9,9.9,1,2021
FL.RTW.05,5.0,2021-05-29 00:20:00,2021-05-29 01:05:00,50,10,9.2,1,2021
FL.RTW.10,5.0,2021-05-29 00:20:00,2021-05-29 00:35:00,20,4,8.0,1,2021
FL.PYT.01,5.0,2021-05-29 00:30:00,2021-05-29 00:55:00,30,5,8.1,2,2021
FL.STN.04,5.0,2021-05-29 00:55:00,2021-05-29 01:15:00,25,5,9.2,1,2021
FL.BKP.02,5.0,2021-06-05 02:25:00,2021-06-05 02:55:00,35,7,11.5,1,2021
FL.BBN.01,5.0,2021-06-13 17:35:00,2021-06-13 18:25:00,55,11,15.0,1,2021
FL.BNA.03,5.0,2021-06-13 18:00:00,2021-06-13 18:10:00,15,3,6.4,1,2021
FL.BNA.03,5.0,2021-06-19 21:25:00,2021-06-19 21:35:00,15,3,7.0,1,2021
FL.BBN.01,5.0,2021-06-20 19:25:00,2021-06-20 20:25:00,65,9,9.8,2,2021
FL.BNA.03,5.0,2021-06-20 19:40:00,2021-06-20 20:15:00,40,8,5.9,1,2021
FL.JTG.01,5.0,2021-06-27 23:35:00,2021-06-28 00:10:00,40,8,10.3,1,2021
FL.KTY.04,5.0,2021-06-28 10:45:00,2021-06-28 10:50:00,10,2,7.3,1,2021
FL.KTY.05,5.0,2021-06-28 11:10:00,2021-06-28 11:30:00,25,5,7.9,1,2021
FL.BBN.01,5.0,2021-06-28 17:15:00,2021-06-28 17:35:00,25,5,8.4,1,2021
FL.BNA.03,5.0,2021-06-28 17:25:00,2021-06-28 17:55:00,35,7,10.2,1,2021
FL.PWT.02,5.0,2021-06-28 17:40:00,2021-06-28 19:15:00,100,20,19.5,1,2021
FL.BKP.02,5.0,2021-06-28 17:45:00,2021-06-28 18:00:00,20,4,6.5,1,2021
FL.BKN.02,5.0,2021-06-29 18:10:00,2021-06-29 18:15:00,10,2,5.8,1,2021
FL.DDG.02,5.0,2021-07-01 22:05:00,2021-07-02 01:00:00,180,36,32.5,1,2021
FL.DDG.06,5.0,2021-07-01 22:05:00,2021-07-02 02:20:00,260,52,47.6,1,2021
FL.BKE.01,5.0,2021-07-01 22:10:00,2021-07-01 23:20:00,75,15,17.1,1,2021
FL.BKN.01,5.0,2021-07-01 22:10:00,2021-07-02 00:00:00,115,23,21.6,1,2021
FL.DDG.01,5.0,2021-07-01 22:15:00,2021-07-01 23:35:00,85,17,25.5,1,2021
FL.CTC.02,5.0,2021-07-01 22:20:00,2021-07-01 23:30:00,75,15,20.9,1,2021
FL.PYT.02,5.0,2021-07-01 22:20:00,2021-07-01 23:50:00,95,13,24.1,2,2021
FL.PYT.04,5.0,2021-07-01 22:25:00,2021-07-01 23:35:00,75,15,16.1,1,2021
FL.PYT.05,5.0,2021-07-01 22:25:00,2021-07-01 23:25:00,65,13,18.0,1,2021
FL.DST.07,5.0,2021-07-01 22:30:00,2021-07-01 22:45:00,20,4,8.6,1,2021
FL.BSU.01,5.0,2021-07-01 22:35:00,2021-07-02 00:10:00,100,20,11.6,1,2021
FL.PYT.06,5.0,2021-07-01 22:35:00,2021-07-01 23:40:00,70,14,20.1,1,2021
FL.BKN.02,5.0,2021-07-01 22:40:00,2021-07-01 23:05:00,30,6,9.9,1,2021
FL.CTC.01,5.0,2021-07-01 22:40:00,2021-07-02 00:40:00,125,25,26.2,1,2021
FL.CTC.07,5.0,2021-07-01 22:45:00,2021-07-01 23:45:00,65,13,20.5,1,2021
FL.BNA.03,5.0,2021-07-01 22:55:00,2021-07-01 23:20:00,30,6,8.3,1,2021
FL.DDG.07,5.0,2021-07-01 23:00:00,2021-07-01 23:10:00,15,3,6.9,1,2021
FL.PWT.02,5.0,2021-07-01 23:00:00,2021-07-02 00:00:00,65,13,20.7,1,2021
FL.BKN.01,5.0,2021-07-02 17:45:00,2021-07-02 18:05:00,25,5,8.9,1,2021
FL.DDG.01,5.0,2021-07-02 17:50:00,2021-07-02 18:05:00,20,4,11.9,1,2021
FL.RTW.09,5.0,2021-07-02 17:50:00,2021-07-02 18:15:00,30,6,9.9,1,2021
FL.RTW.01,5.0,2021-07-02 17:55:00,2021-07-02 18:10:00,20,4,10.5,1,2021
FL.BKP.02,5.0,2021-07-02 18:00:00,2021-07-02 19:55:00,120,24,21.0,1,2021
FL.PTW.04,5.0,2021-07-09 12:25:00,2021-07-09 12:30:00,10,2,10.5,1,2021
FL.PWT.02,5.0,2021-07-09 12:40:00,2021-07-09 13:50:00,75,15,12.7,1,2021
FL.DDG.01,5.0,2021-07-09 13:20:00,2021-07-09 13:25:00,10,2,5.0,1,2021
FL.CTC.06,5.0,2021-07-09 13:25:00,2021-07-09 13:30:00,10,2,5.3,1,2021
FL.LSI.04,5.0,2021-07-09 14:35:00,2021-07-09 14:40:00,10,2,5.4,1,2021
FL.PWT.02,5.0,2021-07-09 20:15:00,2021-07-09 20:20:00,10,2,5.9,1,2021
FL.CTC.06,5.0,2021-07-10 14:00:00,2021-07-10 14:05:00,10,2,5.3,1,2021
FL.PWT.02,5.0,2021-07-10 21:15:00,2021-07-11 10:25:00,795,141,25.9,4,2021
FL.DDG.01,5.0,2021-07-10 23:05:00,2021-07-10 23:15:00,15,3,5.1,1,2021
FL.RTW.09,5.0,2021-07-10 23:05:00,2021-07-11 00:00:00,60,12,14.0,1,2021
FL.RTW.01,5.0,2021-07-10 23:15:00,2021-07-11 00:10:00,60,12,18.3,1,2021
FL.RTW.08,5.0,2021-07-10 23:20:00,2021-07-10 23:40:00,25,5,12.1,1,2021
FL.BNA.04,5.0,2021-07-10 23:25:00,2021-07-11 00:15:00,55,8,8.3,2,2021
FL.RTW.10,5.0,2021-07-10 23:25:00,2021-07-10 23:40:00,20,4,11.8,1,2021
FL.RTW.04,5.0,2021-07-10 23:30:00,2021-07-10 23:50:00,25,5,6.6,1,2021
FL.CTC.06,5.0,2021-07-10 23:35:00,2021-07-10 23:40:00,10,2,5.2,1,2021
FL.CTC.02,5.0,2021-07-10 23:40:00,2021-07-10 23:45:00,10,2,5.4,1,2021
FL.WTN.01,5.0,2021-07-10 23:45:00,2021-07-11 00:10:00,30,6,6.0,1,2021
FL.SLG.03,5.0,2021-07-11 00:10:00,2021-07-11 00:15:00,10,2,6.0,1,2021
FL.BNA.04,5.0,2021-07-11 01:45:00,2021-07-11 03:00:00,80,12,10.7,2,2021
FL.DDG.01,5.0,2021-07-12 04:20:00,2021-07-12 04:55:00,40,7,5.2,2,2021
FL.DDG.02,5.0,2021-07-12 04:30:00,2021-07-12 04:50:00,25,5,8.5,1,2021
FL.DDG.06,5.0,2021-07-12 04:35:00,2021-07-12 04:55:00,25,5,11.9,1,2021
FL.CTC.02,5.0,2021-07-12 04:45:00,2021-07-12 04:55:00,15,3,6.7,1,2021
FL.BKE.01,5.0,2021-07-13 10:00:00,2021-07-13 12:40:00,165,33,10.3,1,2021
FL.RTW.08,5.0,2021-07-13 17:00:00,2021-07-13 17:10:00,15,3,10.2,1,2021
FL.DDG.01,5.0,2021-07-13 17:05:00,2021-07-13 18:45:00,105,20,27.5,2,2021
FL.RTW.01,5.0,2021-07-13 17:10:00,2021-07-13 17:20:00,15,3,6.6,1,2021
FL.CTC.02,5.0,2021-07-13 17:30:00,2021-07-13 17:50:00,25,5,7.9,1,2021
FL.DDG.02,5.0,2021-07-13 17:30:00,2021-07-13 19:00:00,95,19,19.4,1,2021
FL.DDG.06,5.0,2021-07-13 17:30:00,2021-07-13 19:05:00,100,19,17.1,2,2021
FL.BKP.02,5.0,2021-07-13 17:35:00,2021-07-13 19:15:00,105,21,19.5,1,2021
FL.DDG.08,5.0,2021-07-13 17:45:00,2021-07-13 17:50:00,10,2,9.3,1,2021
FL.BKM.01,5.0,2021-07-13 18:00:00,2021-07-13 18:05:00,10,2,7.2,1,2021
FL.DDG.07,5.0,2021-07-13 18:00:00,2021-07-13 19:15:00,80,16,15.9,1,2021
FL.CTC.01,5.0,2021-07-13 18:10:00,2021-07-13 18:55:00,50,10,11.2,1,2021
FL.BBN.01,5.0,2021-07-14 08:25:00,2021-07-14 10:20:00,120,24,21.0,1,2021
FL.BBN.02,5.0,2021-07-14 08:25:00,2021-07-14 10:20:00,120,24,24.2,1,2021
FL.JTG.01,5.0,2021-07-14 08:30:00,2021-07-14 10:00:00,95,19,18.6,1,2021
FL.DDG.01,5.0,2021-07-17 16:25:00,2021-07-17 16:30:00,10,2,5.3,1,2021
FL.BKM.02,5.0,2021-07-17 16:45:00,2021-07-17 16:50:00,10,2,6.0,1,2021
FL.BKM.02,5.0,2021-07-17 18:20:00,2021-07-17 19:05:00,50,10,9.2,1,2021
FL.DDG.01,5.0,2021-07-17 18:20:00,2021-07-17 18:35:00,20,4,5.2,1,2021
FL.BKP.02,5.0,2021-07-17 18:35:00,2021-07-17 19:25:00,55,11,13.8,1,2021
FL.PWT.02,5.0,2021-07-17 18:45:00,2021-07-17 18:50:00,10,2,5.7,1,2021
FL.DDG.01,5.0,2021-07-17 22:00:00,2021-07-17 22:05:00,10,2,5.0,1,2021
FL.DDG.01,5.0,2021-07-22 05:20:00,2021-07-22 05:30:00,15,3,5.0,1,2021
FL.CTC.06,5.0,2021-07-24 14:40:00,2021-07-24 14:50:00,15,3,5.4,1,2021
FL.CTC.06,5.0,2021-07-25 14:35:00,2021-07-25 15:00:00,30,6,5.3,1,2021
FL.DDG.01,5.0,2021-07-25 17:15:00,2021-07-25 17:30:00,20,4,5.1,1,2021
FL.CTC.06,5.0,2021-07-26 16:50:00,2021-07-26 17:10:00,25,5,5.8,1,2021
FL.DDG.01,5.0,2021-07-26 16:50:00,2021-07-26 17:00:00,15,3,5.2,1,2021
FL.DDG.01,5.0,2021-07-28 13:15:00,2021-07-28 14:20:00,70,6,5.4,2,2021
FL.BBN.01,5.0,2021-07-28 13:50:00,2021-07-28 14:10:00,25,5,15.9,1,2021
FL.BNA.03,5.0,2021-07-28 14:15:00,2021-07-28 15:45:00,95,13,12.2,2,2021
FL.LSI.06,5.0,2021-07-28 14:15:00,2021-07-28 14:20:00,10,2,5.2,1,2021
FL.CTC.06,5.0,2021-07-28 14:20:00,2021-07-28 14:40:00,25,5,7.3,1,2021
FL.BKM.02,5.0,2021-07-28 14:30:00,2021-07-28 14:35:00,10,2,5.7,1,2021
FL.LSI.04,5.0,2021-07-28 14:30:00,2021-07-28 14:40:00,15,3,10.2,1,2021
FL.PWT.02,5.0,2021-07-28 14:30:00,2021-07-28 14:35:00,10,2,6.5,1,2021
FL.CTC.06,5.0,2021-07-29 19:20:00,2021-07-29 19:30:00,15,3,5.6,1,2021
FL.DDG.04,5.0,2021-07-30 11:50:00,2021-07-30 11:55:00,10,2,11.1,1,2021
