station_code,started_at,ended_at,n_readings,peak_depth_cm,tier_cm
FL.CTC.01,2022-10-03 18:20:00,2022-10-03 18:20:00,1,30.2,30.0
FL.CTC.01,2023-07-22 00:45:00,2023-07-22 06:00:00,64,47.1,30.0
FL.CTC.01,2023-07-22 06:10:00,2023-07-22 06:10:00,1,30.2,30.0
FL.CTC.01,2023-07-22 06:25:00,2023-07-22 06:30:00,2,31.3,30.0
FL.CTC.02,2019-06-07 14:45:00,2019-06-07 16:15:00,19,44.0,30.0
FL.CTC.02,2019-09-16 00:25:00,2019-09-16 00:55:00,7,33.1,30.0
FL.CTC.03,2019-06-10 13:50:00,2019-06-10 13:50:00,1,30.3,30.0
FL.CTC.03,2019-11-03 21:15:00,2019-11-03 21:30:00,4,35.4,30.0
FL.CTC.03,2019-11-03 21:45:00,2019-11-03 21:45:00,1,32.2,30.0
FL.CTC.03,2020-06-13 14:25:00,2020-06-13 14:25:00,1,30.4,30.0
FL.CTC.03,2020-06-20 13:30:00,2020-06-20 13:45:00,4,31.8,30.0
FL.CTC.03,2020-06-20 14:10:00,2020-06-20 14:45:00,8,34.7,30.0
FL.CTC.03,2022-05-17 23:45:00,2022-05-17 23:45:00,1,30.7,30.0
FL.CTC.03,2022-05-17 23:55:00,2022-05-18 00:00:00,2,46.5,30.0
FL.CTC.03,2022-05-18 00:50:00,2022-05-18 00:50:00,1,31.3,30.0
FL.CTC.03,2022-09-10 01:55:00,2022-09-10 01:55:00,1,33.2,30.0
FL.CTC.03,2022-09-10 19:15:00,2022-09-10 19:15:00,1,31.2,30.0
FL.CTC.03,2023-07-22 01:00:00,2023-07-22 01:20:00,5,42.0,30.0
FL.CTC.03,2023-07-22 01:35:00,2023-07-22 01:55:00,5,33.6,30.0
FL.CTC.03,2023-07-22 02:05:00,2023-07-22 02:15:00,3,32.8,30.0
FL.CTC.03,2024-08-06 22:35:00,2024-08-06 22:40:00,2,35.3,30.0
FL.CTC.03,2025-11-02 22:25:00,2025-11-02 22:25:00,1,31.6,30.0
FL.CTC.03,2025-11-02 22:40:00,2025-11-02 22:45:00,2,31.3,30.0
FL.CTC.03,2025-11-03 01:05:00,2025-11-03 01:05:00,1,31.6,30.0
FL.CTC.03,2025-11-13 02:30:00,2025-11-13 02:45:00,4,32.7,30.0
FL.CTC.03,2025-11-13 02:55:00,2025-11-13 02:55:00,1,30.5,30.0
FL.CTC.04,2019-09-16 00:00:00,2019-09-16 00:00:00,1,52.5,30.0
FL.CTC.04,2021-08-28 11:55:00,2021-08-28 11:55:00,1,30.2,30.0
FL.CTC.04,2021-10-14 16:40:00,2021-10-14 17:40:00,13,36.9,30.0
FL.CTC.04,2021-10-30 17:45:00,2021-10-30 17:45:00,1,31.0,30.0
FL.CTC.04,2022-10-03 16:05:00,2022-10-03 16:05:00,1,31.1,30.0
FL.CTC.04,2022-10-03 16:25:00,2022-10-03 16:25:00,1,30.3,30.0
FL.CTC.04,2022-10-03 16:35:00,2022-10-03 16:35:00,1,30.3,30.0
FL.CTC.05,2019-06-07 15:00:00,2019-06-07 15:00:00,1,30.0,30.0
FL.CTC.05,2019-06-07 15:10:00,2019-06-07 15:15:00,2,33.6,30.0
FL.CTC.05,2019-06-07 15:25:00,2019-06-07 15:25:00,1,30.2,30.0
FL.CTC.05,2019-11-15 22:15:00,2019-11-15 22:20:00,2,36.6,30.0
FL.CTC.05,2019-11-16 22:35:00,2019-11-16 22:35:00,1,41.8,30.0
FL.CTC.05,2019-11-16 22:50:00,2019-11-16 23:30:00,9,63.6,30.0
FL.CTC.05,2019-11-16 23:40:00,2019-11-16 23:40:00,1,42.4,30.0
FL.CTC.05,2019-11-24 14:30:00,2019-11-24 20:00:00,67,51.3,30.0
FL.CTC.05,2019-12-27 19:35:00,2019-12-27 19:35:00,1,33.8,30.0
FL.CTC.05,2019-12-27 20:20:00,2019-12-27 20:35:00,4,33.8,30.0
FL.CTC.05,2019-12-27 20:45:00,2019-12-27 20:45:00,1,37.3,30.0
FL.CTC.05,2019-12-27 21:10:00,2019-12-27 21:20:00,3,34.3,30.0
FL.CTC.05,2019-12-27 21:35:00,2019-12-27 21:35:00,1,36.7,30.0
FL.CTC.05,2019-12-27 21:45:00,2019-12-27 22:00:00,4,41.2,30.0
FL.CTC.05,2019-12-27 22:20:00,2019-12-29 09:40:00,425,125.2,30.0
FL.CTC.05,2019-12-29 09:50:00,2019-12-29 10:15:00,6,148.7,30.0
FL.CTC.05,2019-12-29 10:25:00,2019-12-29 10:55:00,7,148.8,30.0
FL.CTC.05,2019-12-29 11:05:00,2019-12-29 11:05:00,1,148.3,30.0
FL.CTC.07,2021-10-14 16:40:00,2021-10-14 20:15:00,44,44.5,30.0
FL.CTC.07,2021-10-14 20:25:00,2021-10-14 20:25:00,1,30.9,30.0
FL.CTC.07,2021-10-14 20:35:00,2021-10-14 20:35:00,1,30.4,30.0
FL.CTC.07,2022-05-17 23:45:00,2022-05-17 23:45:00,1,30.6,30.0
FL.CTC.07,2022-05-17 23:55:00,2022-05-18 02:40:00,34,41.7,30.0
FL.CTC.07,2022-05-18 03:00:00,2022-05-18 03:00:00,1,30.2,30.0
FL.CTC.07,2022-10-03 15:35:00,2022-10-03 17:45:00,27,51.4,30.0
FL.CTC.07,2023-07-22 00:35:00,2023-07-22 04:00:00,42,49.2,30.0
FL.CTC.07,2024-08-06 22:05:00,2024-08-06 23:20:00,16,43.3,30.0
FL.CTC.07,2025-05-10 18:10:00,2025-05-10 18:10:00,1,32.6,30.0
FL.CTC.07,2025-05-10 18:30:00,2025-05-10 18:30:00,1,31.0,30.0
FL.CTC.07,2025-11-02 21:45:00,2025-11-02 23:55:00,27,41.3,30.0
FL.CTC.07,2025-11-13 02:05:00,2025-11-13 03:20:00,16,41.4,30.0
FL.DDG.02,2019-06-07 14:50:00,2019-06-07 15:50:00,13,34.5,30.0
FL.DDG.02,2019-06-07 16:00:00,2019-06-07 16:00:00,1,30.0,30.0
FL.DDG.02,2020-04-29 12:15:00,2020-04-29 12:15:00,1,32.8,30.0
FL.DDG.02,2020-04-29 12:25:00,2020-04-29 12:30:00,2,32.2,30.0
FL.DDG.02,2020-09-23 16:05:00,2020-09-23 16:20:00,4,33.1,30.0
FL.DDG.02,2020-09-23 16:30:00,2020-09-23 16:35:00,2,31.3,30.0
FL.DDG.02,2020-09-23 17:00:00,2020-09-23 17:00:00,1,30.5,30.0
FL.DDG.02,2020-09-23 17:10:00,2020-09-23 17:10:00,1,30.3,30.0
FL.DDG.02,2021-07-01 22:30:00,2021-07-01 22:50:00,5,32.5,30.0
FL.DDG.02,2021-07-01 23:00:00,2021-07-01 23:05:00,2,31.8,30.0
FL.DDG.02,2021-10-02 15:05:00,2021-10-02 15:05:00,1,30.0,30.0
FL.DDG.02,2021-10-02 15:30:00,2021-10-02 15:30:00,1,30.9,30.0
FL.DDG.02,2022-07-01 19:15:00,2022-07-01 19:15:00,1,30.8,30.0
FL.DDG.02,2024-10-02 00:50:00,2024-10-02 01:15:00,6,34.7,30.0
FL.DDG.02,2024-10-02 01:25:00,2024-10-02 01:30:00,2,31.5,30.0
FL.DDG.02,2024-10-02 01:40:00,2024-10-02 01:45:00,2,30.7,30.0
FL.DDG.02,2024-10-02 01:55:00,2024-10-02 01:55:00,1,30.3,30.0
FL.DDG.02,2025-05-10 18:25:00,2025-05-10 18:40:00,4,33.0,30.0
FL.DDG.02,2025-11-13 02:15:00,2025-11-13 02:40:00,6,32.0,30.0
FL.DDG.06,2019-05-22 11:35:00,2019-05-22 11:40:00,2,30.5,30.0
FL.DDG.06,2019-06-07 14:40:00,2019-06-07 18:20:00,45,48.9,30.0
FL.DDG.06,2019-06-07 18:35:00,2019-06-07 18:35:00,1,33.4,30.0
FL.DDG.06,2020-04-29 12:20:00,2020-04-29 13:15:00,12,36.5,30.0
FL.DDG.06,2020-04-29 13:25:00,2020-04-29 13:30:00,2,32.6,30.0
FL.DDG.06,2021-07-01 22:30:00,2021-07-02 01:15:00,34,47.6,30.0
FL.DDG.06,2021-08-31 21:30:00,2021-08-31 23:50:00,29,41.7,30.0
FL.DDG.06,2021-10-02 14:55:00,2021-10-02 15:40:00,10,35.5,30.0
FL.DDG.06,2021-10-02 16:00:00,2021-10-02 16:00:00,1,30.5,30.0
FL.DDG.06,2022-07-20 20:00:00,2022-07-20 23:00:00,37,38.1,30.0
FL.DDG.06,2022-07-20 23:10:00,2022-07-20 23:15:00,2,33.3,30.0
FL.DDG.06,2022-09-06 20:50:00,2022-09-06 23:00:00,27,45.6,30.0
FL.DDG.06,2022-09-06 23:10:00,2022-09-06 23:20:00,3,32.9,30.0
FL.DDG.06,2022-09-06 23:30:00,2022-09-06 23:35:00,2,31.4,30.0
FL.DDG.06,2023-05-30 19:40:00,2023-05-30 19:45:00,2,31.1,30.0
FL.DDG.07,2021-08-31 21:55:00,2021-08-31 23:35:00,21,43.5,30.0
FL.DDG.07,2022-07-01 19:35:00,2022-07-01 19:50:00,4,30.7,30.0
FL.DDG.07,2022-07-01 20:05:00,2022-07-01 20:10:00,2,32.5,30.0
FL.DDG.07,2022-07-01 20:20:00,2022-07-01 20:20:00,1,30.8,30.0
FL.DDG.07,2022-07-01 20:35:00,2022-07-01 20:35:00,1,32.5,30.0
FL.DDG.07,2022-07-01 20:45:00,2022-07-01 20:50:00,2,30.6,30.0
FL.DDG.07,2022-09-25 00:00:00,2022-09-25 03:15:00,40,46.1,30.0
FL.DDG.07,2023-07-22 00:55:00,2023-07-22 02:30:00,20,36.9,30.0
FL.HKG.01,2019-06-06 10:15:00,2019-06-06 10:15:00,1,30.1,30.0
FL.HKG.01,2022-07-20 23:30:00,2022-07-21 00:00:00,7,36.0,30.0
FL.HKG.01,2022-07-21 00:15:00,2022-07-21 00:25:00,3,34.4,30.0
FL.HKG.01,2022-07-21 00:35:00,2022-07-21 00:40:00,2,31.7,30.0
FL.HKG.01,2022-07-21 00:50:00,2022-07-21 01:45:00,12,32.8,30.0
FL.HKG.01,2022-07-21 01:55:00,2022-07-21 01:55:00,1,30.1,30.0
FL.HKG.01,2022-07-21 02:05:00,2022-07-21 02:05:00,1,30.5,30.0
FL.KTY.03,2019-01-08 12:00:00,2019-01-08 12:05:00,2,31.0,30.0
FL.KTY.03,2019-05-08 11:25:00,2019-05-08 11:25:00,1,30.6,30.0
FL.KTY.03,2021-02-04 14:10:00,2021-02-04 14:10:00,1,101.3,30.0
FL.KTY.04,2023-07-22 00:50:00,2023-07-22 01:00:00,3,34.1,30.0
FL.KTY.04,2023-07-22 01:10:00,2023-07-22 01:10:00,1,30.2,30.0
FL.KTY.05,2021-02-23 11:45:00,2021-02-23 11:45:00,1,139.4,30.0
FL.LSI.01,2019-03-26 11:20:00,2019-03-26 11:20:00,1,31.2,30.0
FL.LSI.03,2019-09-17 20:45:00,2019-09-17 21:05:00,5,32.8,30.0
FL.LSI.03,2020-02-07 21:20:00,2020-02-07 21:30:00,3,31.0,30.0
FL.LSI.03,2020-02-07 21:40:00,2020-02-08 09:05:00,138,73.3,30.0
FL.LSI.03,2021-09-19 15:45:00,2021-09-19 15:50:00,2,33.2,30.0
FL.LSI.04,2022-10-03 15:40:00,2022-10-03 15:40:00,1,30.5,30.0
FL.LSI.04,2022-10-03 15:50:00,2022-10-03 16:55:00,14,36.1,30.0
FL.LSI.06,2019-04-08 11:30:00,2019-04-08 17:25:00,72,56.5,30.0
FL.LSI.06,2019-04-09 09:45:00,2019-04-09 09:45:00,1,33.4,30.0
FL.LSI.06,2019-04-30 11:40:00,2019-04-30 11:40:00,1,67.8,30.0
FL.LSI.06,2019-04-30 12:05:00,2019-04-30 12:05:00,1,34.5,30.0
FL.LSI.06,2019-04-30 20:00:00,2019-04-30 20:00:00,1,67.8,30.0
FL.MBR.01,2023-01-10 14:05:00,2023-01-10 14:05:00,1,40.7,30.0
FL.PTW.01,2025-11-13 03:10:00,2025-11-13 03:15:00,2,31.4,30.0
FL.PTW.05,2019-01-11 11:30:00,2019-01-11 11:30:00,1,31.3,30.0
FL.PTW.05,2023-10-03 17:25:00,2023-10-03 17:25:00,1,30.5,30.0
FL.PTW.05,2025-11-13 03:00:00,2025-11-13 04:00:00,13,34.4,30.0
FL.PWT.02,2019-09-19 20:25:00,2019-09-19 20:25:00,1,30.0,30.0
FL.PWT.02,2019-09-19 20:55:00,2019-09-20 01:45:00,59,43.2,30.0
FL.PWT.02,2019-09-20 01:55:00,2019-09-20 02:10:00,4,33.1,30.0
FL.PWT.02,2019-09-20 02:20:00,2019-09-20 02:45:00,6,31.5,30.0
FL.PWT.02,2019-09-20 02:55:00,2019-09-20 03:00:00,2,31.7,30.0
FL.PWT.02,2019-09-20 03:10:00,2019-09-20 03:20:00,3,31.0,30.0
FL.PWT.02,2020-10-04 02:15:00,2020-10-04 02:30:00,4,31.1,30.0
FL.PWT.02,2020-10-04 02:40:00,2020-10-04 03:00:00,5,32.2,30.0
FL.PWT.02,2020-10-04 03:10:00,2020-10-04 03:10:00,1,30.4,30.0
FL.PWT.02,2020-10-04 03:20:00,2020-10-04 03:45:00,6,31.9,30.0
FL.PWT.02,2022-07-20 23:15:00,2022-07-20 23:15:00,1,31.3,30.0
FL.PWT.02,2022-07-20 23:25:00,2022-07-21 06:35:00,87,41.0,30.0
FL.PWT.02,2022-07-21 06:45:00,2022-07-21 06:45:00,1,30.4,30.0
FL.PWT.02,2022-07-21 06:55:00,2022-07-21 06:55:00,1,30.8,30.0
FL.PWT.02,2022-07-21 09:25:00,2022-07-21 09:35:00,3,30.8,30.0
FL.PWT.02,2022-07-21 09:50:00,2022-07-21 09:50:00,1,31.2,30.0
FL.PWT.02,2022-07-21 10:05:00,2022-07-21 10:05:00,1,30.2,30.0
FL.PWT.02,2022-07-21 10:30:00,2022-07-21 10:30:00,1,30.8,30.0
FL.PWT.02,2022-07-21 11:30:00,2022-07-21 11:30:00,1,30.2,30.0
FL.PWT.02,2022-07-21 11:45:00,2022-07-21 12:30:00,10,32.6,30.0
FL.PWT.02,2022-07-21 12:45:00,2022-07-21 12:45:00,1,30.9,30.0
FL.PWT.02,2022-07-21 13:00:00,2022-07-21 13:00:00,1,30.2,30.0
FL.PWT.02,2022-08-15 20:40:00,2022-08-16 02:35:00,72,35.7,30.0
FL.PWT.02,2022-08-16 02:45:00,2022-08-16 03:35:00,11,32.5,30.0
FL.PWT.02,2022-08-16 03:45:00,2022-08-16 03:45:00,1,30.7,30.0
FL.PWT.02,2022-08-16 03:55:00,2022-08-16 03:55:00,1,30.2,30.0
FL.PWT.02,2022-10-03 15:55:00,2022-10-03 15:55:00,1,31.1,30.0
FL.PWT.02,2022-10-03 16:05:00,2022-10-03 16:05:00,1,30.1,30.0
FL.PWT.02,2022-10-03 16:15:00,2022-10-03 16:15:00,1,30.7,30.0
FL.PWT.02,2022-10-03 16:25:00,2022-10-03 16:30:00,2,31.7,30.0
FL.PWT.02,2022-10-03 16:40:00,2022-10-03 17:15:00,8,32.7,30.0
FL.PWT.02,2022-10-03 17:25:00,2022-10-03 17:30:00,2,30.9,30.0
FL.PWT.02,2022-10-03 17:55:00,2022-10-03 17:55:00,1,30.4,30.0
FL.PWT.02,2022-10-03 18:10:00,2022-10-03 18:10:00,1,30.2,30.0
FL.PWT.02,2022-10-03 18:20:00,2022-10-03 18:25:00,2,30.4,30.0
FL.PYT.02,2019-06-07 14:50:00,2019-06-07 14:50:00,1,30.7,30.0
FL.PYT.02,2019-06-07 15:00:00,2019-06-07 15:10:00,3,34.0,30.0
FL.PYT.02,2019-06-07 15:20:00,2019-06-07 15:35:00,4,32.4,30.0
FL.PYT.02,2020-06-20 10:45:00,2020-06-20 15:20:00,56,46.6,30.0
FL.PYT.02,2020-06-22 11:30:00,2020-06-22 11:30:00,1,30.0,30.0
FL.PYT.02,2020-06-22 11:50:00,2020-06-22 11:55:00,2,31.4,30.0
FL.PYT.02,2025-05-10 18:20:00,2025-05-10 18:20:00,1,33.2,30.0
FL.PYT.02,2025-05-10 18:35:00,2025-05-10 18:35:00,1,34.0,30.0
FL.PYT.02,2025-05-10 18:45:00,2025-05-10 18:45:00,1,34.1,30.0
FL.PYT.02,2025-11-13 02:30:00,2025-11-13 03:20:00,11,33.4,30.0
FL.PYT.04,2019-06-07 15:00:00,2019-06-07 15:00:00,1,31.1,30.0
FL.PYT.06,2023-07-22 01:00:00,2023-07-22 01:00:00,1,30.1,30.0
FL.PYT.06,2023-07-22 01:15:00,2023-07-22 01:15:00,1,30.0,30.0
FL.PYT.06,2023-07-22 01:35:00,2023-07-22 01:35:00,1,30.4,30.0
FL.PYT.07,2019-11-30 00:45:00,2019-11-30 00:50:00,2,49.6,30.0
FL.PYT.07,2019-12-03 04:50:00,2019-12-03 12:35:00,94,147.7,30.0
FL.PYT.07,2019-12-03 15:55:00,2019-12-04 09:30:00,212,142.4,30.0
FL.RTW.01,2019-06-07 15:05:00,2019-06-07 15:15:00,3,36.0,30.0
FL.RTW.01,2019-06-07 15:55:00,2019-06-07 15:55:00,1,32.5,30.0
FL.RTW.08,2023-10-03 16:55:00,2023-10-03 16:55:00,1,34.6,30.0
FL.RTW.08,2023-10-03 17:05:00,2023-10-03 17:05:00,1,32.3,30.0
FL.RTW.08,2025-11-13 02:20:00,2025-11-13 02:20:00,1,31.0,30.0
FL.RTW.08,2025-11-13 02:40:00,2025-11-13 03:40:00,13,37.0,30.0
FL.RTW.10,2019-06-07 15:15:00,2019-06-07 15:35:00,5,34.2,30.0
FL.RTW.10,2022-07-01 19:20:00,2022-07-01 19:20:00,1,30.2,30.0
FL.RTW.10,2022-09-24 23:50:00,2022-09-25 00:20:00,7,35.6,30.0
FL.RTW.10,2023-09-25 14:45:00,2023-09-25 15:15:00,7,39.5,30.0
FL.RTW.10,2023-10-03 16:50:00,2023-10-03 17:40:00,11,44.6,30.0
FL.RTW.10,2025-11-13 02:30:00,2025-11-13 02:30:00,1,31.9,30.0
FL.RTW.10,2025-11-13 02:45:00,2025-11-13 03:10:00,6,35.1,30.0
FL.SLG.01,2023-07-22 01:00:00,2023-07-22 01:00:00,1,30.6,30.0
FL.SLG.03,2019-09-14 17:55:00,2019-09-14 18:55:00,13,39.5,30.0
FL.SLG.03,2019-09-14 19:10:00,2019-09-14 19:10:00,1,31.4,30.0
FL.SLG.03,2019-09-19 20:10:00,2019-09-19 20:35:00,6,34.6,30.0
FL.SLG.03,2019-09-19 20:45:00,2019-09-19 20:50:00,2,30.9,30.0
FL.SLG.03,2019-09-19 21:05:00,2019-09-19 21:05:00,1,32.3,30.0
FL.SLG.03,2019-09-19 21:40:00,2019-09-19 21:50:00,3,32.0,30.0
FL.SLG.03,2020-08-28 17:35:00,2020-08-28 17:40:00,2,30.5,30.0
FL.SLG.03,2021-05-19 19:50:00,2021-05-19 19:50:00,1,30.0,30.0
FL.SLG.03,2021-05-19 20:00:00,2021-05-19 20:00:00,1,30.4,30.0
FL.SLG.03,2021-05-19 20:25:00,2021-05-19 20:25:00,1,30.7,30.0
FL.SLG.03,2022-07-20 21:30:00,2022-07-21 05:40:00,99,38.8,30.0
FL.SLG.03,2022-07-21 05:50:00,2022-07-21 05:50:00,1,31.2,30.0
FL.SLG.03,2022-07-21 06:05:00,2022-07-21 06:05:00,1,30.6,30.0
FL.SLG.03,2022-07-21 06:35:00,2022-07-21 06:35:00,1,31.0,30.0
FL.SLG.03,2022-07-21 07:00:00,2022-07-21 07:00:00,1,30.3,30.0
FL.SLG.03,2022-09-10 19:35:00,2022-09-10 20:50:00,16,35.3,30.0
FL.SLG.03,2022-09-10 21:00:00,2022-09-10 21:15:00,4,32.2,30.0
FL.SLG.03,2022-09-10 21:30:00,2022-09-10 21:30:00,1,30.8,30.0
FL.SLG.03,2022-09-10 21:40:00,2022-09-10 21:40:00,1,30.0,30.0
FL.SLG.03,2022-09-10 21:55:00,2022-09-10 21:55:00,1,30.8,30.0
FL.SLG.03,2022-09-10 22:05:00,2022-09-10 22:05:00,1,30.0,30.0
FL.SLG.03,2022-09-10 22:30:00,2022-09-10 22:30:00,1,31.0,30.0
FL.SLG.03,2022-09-10 23:00:00,2022-09-10 23:00:00,1,31.2,30.0
FL.SLG.03,2023-07-22 00:30:00,2023-07-22 02:25:00,24,40.3,30.0
FL.SLG.03,2025-09-06 16:35:00,2025-09-06 17:10:00,8,35.3,30.0
FL.SLG.03,2025-09-06 17:20:00,2025-09-06 17:20:00,1,30.9,30.0
FL.SLG.03,2025-09-06 17:35:00,2025-09-06 17:35:00,1,30.4,30.0
FL.SMI.01,2019-07-25 12:50:00,2019-07-25 12:50:00,1,31.3,30.0
FL.SMI.01,2019-10-01 14:25:00,2019-10-01 16:30:00,26,51.5,30.0
FL.SMI.01,2020-07-14 00:25:00,2020-07-14 02:30:00,26,46.1,30.0
FL.SMI.01,2020-07-16 17:55:00,2020-07-16 18:20:00,6,34.3,30.0
FL.SMI.01,2020-08-28 17:00:00,2020-08-28 17:10:00,3,32.0,30.0
FL.SMI.01,2021-09-20 20:40:00,2021-09-20 20:50:00,3,30.9,30.0
FL.SMI.01,2021-09-20 21:15:00,2021-09-20 21:50:00,8,34.7,30.0
FL.SMI.01,2022-05-07 14:15:00,2022-05-07 15:40:00,18,48.4,30.0
FL.SMI.01,2022-06-24 17:50:00,2022-06-24 18:50:00,13,41.0,30.0
FL.SMI.01,2022-07-31 17:25:00,2022-07-31 19:45:00,29,50.8,30.0
FL.SMI.01,2023-06-28 19:10:00,2023-06-28 19:35:00,6,33.9,30.0
FL.SMI.01,2023-07-05 18:45:00,2023-07-05 19:55:00,15,41.7,30.0
FL.SMI.01,2023-09-21 01:15:00,2023-09-21 01:45:00,7,35.8,30.0
FL.SMI.01,2024-09-20 17:25:00,2024-09-20 18:25:00,13,44.1,30.0
FL.SMI.01,2025-09-08 12:25:00,2025-09-08 13:25:00,13,41.6,30.0
FL.SMI.01,2025-11-02 21:15:00,2025-11-03 00:25:00,39,46.4,30.0
