station_code,started_at,ended_at,n_readings,peak_depth_cm,tier_cm
FL.STN.01,2021-09-19 15:55:00,2021-09-19 15:55:00,1,30.1,30.0
FL.STN.01,2021-09-19 16:05:00,2021-09-19 18:40:00,32,45.4,30.0
FL.STN.01,2025-09-04 20:30:00,2025-09-04 20:30:00,1,31.7,30.0
FL.STN.01,2025-09-04 20:40:00,2025-09-04 20:45:00,2,33.6,30.0
FL.STN.01,2025-09-04 20:55:00,2025-09-04 20:55:00,1,31.2,30.0
FL.STN.02,2020-10-02 18:40:00,2020-10-02 20:00:00,17,37.3,30.0
FL.STN.02,2020-11-21 12:10:00,2020-11-21 13:30:00,17,38.2,30.0
FL.STN.02,2021-02-09 12:55:00,2021-02-09 15:05:00,27,44.9,30.0
FL.STN.02,2021-09-19 16:00:00,2021-09-19 18:15:00,28,42.8,30.0
FL.STN.02,2022-06-24 21:35:00,2022-06-24 21:35:00,1,30.0,30.0
FL.STN.02,2022-06-24 21:45:00,2022-06-24 21:45:00,1,31.9,30.0
FL.STN.02,2022-06-24 21:55:00,2022-06-24 21:55:00,1,30.1,30.0
FL.STN.03,2020-10-02 18:40:00,2020-10-02 19:40:00,13,34.2,30.0
FL.STN.03,2020-10-02 19:55:00,2020-10-02 19:55:00,1,30.1,30.0
FL.STN.03,2020-11-21 12:30:00,2020-11-21 13:25:00,12,36.8,30.0
FL.STN.03,2021-09-19 16:10:00,2021-09-19 18:20:00,27,44.2,30.0
FL.STN.03,2022-07-20 22:15:00,2022-07-20 22:15:00,1,30.3,30.0
FL.STN.03,2022-07-20 22:45:00,2022-07-20 23:30:00,10,34.2,30.0
FL.STN.03,2022-07-20 23:50:00,2022-07-20 23:50:00,1,30.1,30.0
FL.STN.03,2022-10-09 19:00:00,2022-10-09 20:20:00,17,40.4,30.0
FL.STN.03,2025-09-04 20:25:00,2025-09-04 20:45:00,5,33.4,30.0
FL.STN.03,2025-09-04 20:55:00,2025-09-04 20:55:00,1,30.8,30.0
FL.STN.03,2025-09-04 21:05:00,2025-09-04 21:05:00,1,30.1,30.0
FL.STN.03,2025-09-17 02:45:00,2025-09-17 02:50:00,2,30.5,30.0
FL.STN.04,2021-09-19 16:20:00,2021-09-19 16:20:00,1,30.0,30.0
FL.WTL.02,2023-07-22 00:50:00,2023-07-22 00:55:00,2,37.5,30.0
FL.WTL.02,2023-07-22 01:05:00,2023-07-22 01:05:00,1,36.8,30.0
FL.WTL.02,2023-07-22 01:20:00,2023-07-22 01:20:00,1,31.5,30.0
FL.WTL.02,2023-07-22 03:20:00,2023-07-22 03:20:00,1,30.0,30.0
FL.WTL.02,2023-07-22 03:35:00,2023-07-22 03:35:00,1,31.6,30.0
FL.WTL.04,2019-04-19 11:45:00,2019-04-19 11:45:00,1,30.5,30.0
FL.WTN.01,2024-07-27 17:40:00,2024-07-27 18:10:00,7,50.0,30.0
FL.WTN.01,2025-02-08 13:50:00,2025-02-08 13:55:00,2,61.5,30.0
