station_code,started_at,ended_at,n_readings,peak_depth_cm,tier_cm
FL.BBN.01,2019-04-26 10:30:00,2019-04-26 10:35:00,2,29.5,5.0
FL.BBN.01,2019-06-24 21:30:00,2019-06-24 22:35:00,14,12.3,5.0
FL.BBN.01,2019-09-08 16:35:00,2019-09-08 16:45:00,3,10.7,5.0
FL.BBN.01,2019-09-09 14:35:00,2019-09-09 15:00:00,6,12.9,5.0
FL.BBN.01,2019-09-18 21:15:00,2019-09-18 21:15:00,1,6.4,5.0
FL.BBN.01,2019-09-19 18:25:00,2019-09-19 19:15:00,11,16.2,5.0
FL.BBN.01,2019-09-21 12:10:00,2019-09-21 12:55:00,10,14.7,5.0
FL.BBN.01,2020-02-01 15:35:00,2020-02-01 15:45:00,3,8.1,5.0
FL.BBN.01,2020-05-26 03:35:00,2020-05-26 03:35:00,1,21.4,5.0
FL.BBN.01,2020-05-31 00:35:00,2020-05-31 00:55:00,5,8.6,5.0
FL.BBN.01,2020-05-31 01:55:00,2020-05-31 02:20:00,6,8.1,5.0
FL.BBN.01,2020-08-22 18:50:00,2020-08-22 18:50:00,1,5.1,5.0
FL.BBN.01,2020-09-01 05:15:00,2020-09-01 07:05:00,23,21.1,5.0
FL.BBN.01,2020-09-02 19:10:00,2020-09-02 19:35:00,6,10.6,5.0
FL.BBN.01,2020-09-15 00:30:00,2020-09-15 01:05:00,8,10.7,5.0
FL.BBN.01,2020-09-27 20:55:00,2020-09-27 21:25:00,7,16.7,5.0
FL.BBN.01,2020-09-28 21:10:00,2020-09-28 23:10:00,25,19.7,5.0
FL.BBN.01,2020-10-03 23:50:00,2020-10-04 00:35:00,10,15.7,5.0
FL.BBN.01,2020-10-06 15:40:00,2020-10-06 16:20:00,9,19.7,5.0
FL.BBN.01,2020-10-12 21:10:00,2020-10-12 21:30:00,5,10.4,5.0
FL.BBN.01,2020-10-16 02:05:00,2020-10-16 02:25:00,5,14.3,5.0
FL.BBN.01,2020-10-16 14:40:00,2020-10-16 14:45:00,2,7.7,5.0
FL.BBN.01,2020-11-04 19:30:00,2020-11-04 19:30:00,1,9.4,5.0
FL.BBN.01,2020-11-04 20:05:00,2020-11-04 20:05:00,1,5.3,5.0
FL.BBN.01,2020-11-04 20:25:00,2020-11-04 20:25:00,1,5.3,5.0
FL.BBN.01,2020-11-21 11:20:00,2020-11-21 12:30:00,15,15.9,5.0
FL.BBN.01,2021-05-03 14:00:00,2021-05-03 14:15:00,4,7.9,5.0
FL.BBN.01,2021-06-13 17:35:00,2021-06-13 18:25:00,11,15.0,5.0
FL.BBN.01,2021-06-20 19:25:00,2021-06-20 19:35:00,3,8.2,5.0
FL.BBN.01,2021-06-20 20:00:00,2021-06-20 20:25:00,6,9.8,5.0
FL.BBN.01,2021-06-28 17:15:00,2021-06-28 17:35:00,5,8.4,5.0
FL.BBN.01,2021-07-14 08:25:00,2021-07-14 10:20:00,24,21.0,5.0
FL.BBN.01,2021-07-28 13:50:00,2021-07-28 14:10:00,5,15.9,5.0
FL.BBN.01,2021-07-28 15:15:00,2021-07-28 15:15:00,1,9.7,5.0
FL.BBN.01,2021-08-30 09:40:00,2021-08-30 09:45:00,2,11.9,5.0
FL.BBN.01,2021-09-08 03:00:00,2021-09-08 03:45:00,10,17.2,5.0
FL.BBN.01,2021-09-19 15:50:00,2021-09-19 16:50:00,13,22.5,5.0
FL.BBN.01,2021-09-20 19:50:00,2021-09-20 20:15:00,6,11.1,5.0
FL.BBN.01,2021-09-22 18:10:00,2021-09-22 18:25:00,4,10.9,5.0
FL.BBN.01,2021-10-02 15:15:00,2021-10-02 15:15:00,1,5.0,5.0
FL.BBN.01,2021-10-03 21:40:00,2021-10-03 22:15:00,8,17.8,5.0
FL.BBN.01,2021-10-07 14:20:00,2021-10-07 15:00:00,9,19.6,5.0
FL.BBN.01,2021-10-22 13:55:00,2021-10-22 14:20:00,6,12.1,5.0
FL.BBN.01,2021-10-31 16:45:00,2021-10-31 16:55:00,3,7.5,5.0
FL.BBN.01,2021-11-01 17:05:00,2021-11-01 17:15:00,3,5.8,5.0
FL.BBN.01,2021-11-01 17:25:00,2021-11-01 17:45:00,5,10.2,5.0
FL.BBN.01,2021-11-02 16:55:00,2021-11-02 17:15:00,5,11.4,5.0
FL.BBN.01,2022-02-04 18:40:00,2022-02-04 19:10:00,7,14.7,5.0
FL.BBN.01,2022-04-28 21:50:00,2022-04-28 22:25:00,8,13.8,5.0
FL.BBN.01,2022-05-07 13:05:00,2022-05-07 13:10:00,2,6.5,5.0
FL.BBN.01,2022-05-28 15:50:00,2022-05-28 15:50:00,1,7.7,5.0
FL.BBN.01,2022-05-28 17:35:00,2022-05-28 18:25:00,11,17.5,5.0
FL.BBN.01,2022-06-19 19:10:00,2022-06-19 20:00:00,11,18.8,5.0
FL.BBN.01,2022-06-24 20:55:00,2022-06-24 22:40:00,22,21.3,5.0
FL.BBN.01,2022-06-28 17:30:00,2022-06-28 18:35:00,14,20.3,5.0
FL.BBN.01,2022-07-20 20:50:00,2022-07-20 21:20:00,7,14.9,5.0
FL.BBN.01,2022-07-20 22:30:00,2022-07-20 23:35:00,14,20.8,5.0
FL.BBN.01,2022-09-21 18:20:00,2022-09-21 18:40:00,5,8.0,5.0
FL.BBN.01,2022-09-21 18:55:00,2022-09-21 19:00:00,2,7.2,5.0
FL.BBN.01,2022-09-21 20:50:00,2022-09-21 20:50:00,1,6.0,5.0
FL.BBN.01,2022-09-24 23:10:00,2022-09-24 23:10:00,1,5.0,5.0
FL.BBN.01,2022-10-01 23:00:00,2022-10-01 23:00:00,1,5.1,5.0
FL.BBN.01,2022-10-03 14:55:00,2022-10-03 15:30:00,8,15.5,5.0
FL.BBN.01,2022-10-09 18:35:00,2022-10-09 18:45:00,3,8.7,5.0
FL.BBN.01,2022-11-16 14:50:00,2022-11-16 15:15:00,6,10.2,5.0
FL.BBN.01,2022-11-19 16:30:00,2022-11-19 16:35:00,2,9.2,5.0
FL.BBN.01,2022-11-19 16:50:00,2022-11-19 16:55:00,2,9.8,5.0
FL.BBN.01,2022-11-23 17:40:00,2022-11-23 17:40:00,1,5.3,5.0
FL.BBN.01,2023-09-26 20:00:00,2023-09-26 20:15:00,4,12.6,5.0
FL.BBN.01,2023-10-16 16:55:00,2023-10-16 17:50:00,12,17.0,5.0
FL.BBN.01,2023-10-21 19:15:00,2023-10-21 19:45:00,7,13.1,5.0
FL.BBN.01,2023-10-23 15:45:00,2023-10-23 15:50:00,2,6.5,5.0
FL.BBN.01,2023-10-24 13:05:00,2023-10-24 13:10:00,2,8.5,5.0
FL.BBN.01,2023-11-10 18:00:00,2023-11-10 19:00:00,13,6.4,5.0
FL.BBN.01,2023-11-10 19:20:00,2023-11-10 19:55:00,8,5.3,5.0
FL.BBN.01,2023-11-10 20:10:00,2023-11-10 20:10:00,1,5.0,5.0
FL.BBN.01,2023-11-10 21:10:00,2023-11-10 21:40:00,7,5.3,5.0
FL.BBN.01,2023-11-10 22:55:00,2023-11-10 23:30:00,8,5.1,5.0
FL.BBN.01,2023-11-11 00:45:00,2023-11-11 01:00:00,4,5.1,5.0
FL.BBN.01,2023-11-11 19:20:00,2023-11-11 19:20:00,1,5.7,5.0
FL.BBN.01,2024-02-10 13:15:00,2024-02-10 13:15:00,1,6.3,5.0
FL.BBN.01,2024-03-20 08:00:00,2024-03-20 08:10:00,3,10.0,5.0
FL.BBN.01,2024-05-12 15:05:00,2024-05-12 15:30:00,6,11.2,5.0
FL.BBN.01,2024-05-16 13:30:00,2024-05-16 13:35:00,2,6.6,5.0
FL.BBN.01,2024-05-19 20:40:00,2024-05-19 20:45:00,2,6.8,5.0
FL.BBN.01,2024-05-22 22:25:00,2024-05-22 22:25:00,1,6.4,5.0
FL.BBN.01,2024-05-23 18:45:00,2024-05-23 18:45:00,1,5.1,5.0
FL.BBN.01,2024-06-30 19:10:00,2024-06-30 19:45:00,8,8.2,5.0
FL.BBN.01,2024-07-27 17:15:00,2024-07-27 17:20:00,2,6.5,5.0
FL.BBN.01,2024-08-03 21:00:00,2024-08-03 21:40:00,9,13.3,5.0
FL.BBN.01,2024-10-06 20:35:00,2024-10-06 20:55:00,5,11.2,5.0
FL.BBN.01,2024-10-16 11:30:00,2024-10-16 11:35:00,2,8.5,5.0
FL.BBN.01,2024-10-16 11:45:00,2024-10-16 12:35:00,11,15.4,5.0
FL.BBN.01,2024-10-22 14:35:00,2024-10-22 14:35:00,1,5.7,5.0
FL.BBN.01,2024-10-23 04:50:00,2024-10-23 05:00:00,3,9.5,5.0
FL.BBN.01,2025-03-22 05:55:00,2025-03-22 06:20:00,6,9.7,5.0
FL.BBN.01,2025-05-23 21:15:00,2025-05-23 23:20:00,26,18.4,5.0
FL.BBN.01,2025-09-06 19:05:00,2025-09-06 19:10:00,2,6.7,5.0
FL.BBN.01,2025-09-06 19:20:00,2025-09-06 19:35:00,4,8.8,5.0
FL.BBN.01,2025-10-04 12:45:00,2025-10-04 13:20:00,8,10.2,5.0
FL.BBN.01,2025-10-04 13:35:00,2025-10-04 13:50:00,4,7.4,5.0
FL.BBN.01,2025-10-06 00:35:00,2025-10-06 02:25:00,23,22.4,5.0
FL.BBN.01,2025-11-01 13:10:00,2025-11-01 13:40:00,7,11.6,5.0
FL.BBN.01,2025-11-02 14:10:00,2025-11-02 14:15:00,2,6.2,5.0
FL.BBN.01,2025-11-13 18:05:00,2025-11-13 18:05:00,1,7.4,5.0
FL.BBN.02,2021-04-21 13:45:00,2021-04-21 13:55:00,3,6.4,5.0
FL.BBN.02,2021-04-23 23:35:00,2021-04-24 01:35:00,25,12.0,5.0
FL.BBN.02,2021-04-29 08:35:00,2021-04-29 08:35:00,1,5.5,5.0
FL.BBN.02,2021-04-29 08:45:00,2021-04-29 08:45:00,1,5.0,5.0
FL.BBN.02,2021-05-03 14:00:00,2021-05-03 14:40:00,9,11.2,5.0
FL.BBN.02,2021-06-13 17:50:00,2021-06-13 17:50:00,1,5.0,5.0
FL.BBN.02,2021-07-14 08:25:00,2021-07-14 10:20:00,24,24.2,5.0
FL.BBN.02,2021-09-08 03:00:00,2021-09-08 03:40:00,9,11.2,5.0
FL.BBN.02,2021-09-19 15:50:00,2021-09-19 16:35:00,10,13.6,5.0
FL.BBN.02,2021-09-20 13:35:00,2021-09-20 13:40:00,2,8.0,5.0
FL.BBN.02,2021-10-03 21:45:00,2021-10-03 21:45:00,1,5.1,5.0
FL.BBN.02,2021-10-07 14:30:00,2021-10-07 14:45:00,4,8.6,5.0
FL.BBN.02,2022-04-28 21:50:00,2022-04-28 21:50:00,1,5.0,5.0
FL.BBN.02,2022-05-28 17:30:00,2022-05-28 18:20:00,11,11.8,5.0
FL.BBN.02,2022-06-19 19:10:00,2022-06-19 19:50:00,9,14.5,5.0
FL.BBN.02,2022-06-24 21:00:00,2022-06-24 22:25:00,18,19.3,5.0
FL.BBN.02,2022-06-28 17:30:00,2022-06-28 18:15:00,10,14.9,5.0
FL.BBN.02,2022-07-20 21:00:00,2022-07-20 21:30:00,7,9.6,5.0
FL.BBN.02,2022-07-20 22:30:00,2022-07-20 23:35:00,14,19.3,5.0
FL.BBN.02,2022-10-03 15:00:00,2022-10-03 15:45:00,10,15.1,5.0
FL.BBN.02,2022-10-09 18:40:00,2022-10-09 18:55:00,4,7.4,5.0
FL.BBN.02,2022-11-19 16:30:00,2022-11-19 16:40:00,3,7.6,5.0
FL.BBN.02,2022-11-19 16:50:00,2022-11-19 17:10:00,5,10.1,5.0
FL.BBN.02,2023-09-26 20:00:00,2023-09-26 20:15:00,4,9.8,5.0
FL.BBN.02,2023-10-16 17:15:00,2023-10-16 17:45:00,7,14.0,5.0
FL.BBN.02,2023-10-21 19:20:00,2023-10-21 19:35:00,4,7.9,5.0
FL.BBN.02,2024-05-12 15:10:00,2024-05-12 15:45:00,8,11.2,5.0
FL.BBN.02,2024-08-03 21:15:00,2024-08-03 21:20:00,2,7.2,5.0
FL.BBN.02,2024-08-03 21:30:00,2024-08-03 21:45:00,4,9.3,5.0
FL.BBN.02,2024-10-16 12:00:00,2024-10-16 12:15:00,4,8.8,5.0
FL.BBN.02,2024-10-16 12:30:00,2024-10-16 12:30:00,1,7.1,5.0
FL.BBN.02,2024-10-23 04:55:00,2024-10-23 04:55:00,1,6.1,5.0
FL.BBN.02,2025-05-23 21:15:00,2025-05-23 23:40:00,30,20.0,5.0
FL.BBN.02,2025-09-06 19:20:00,2025-09-06 19:40:00,5,9.0,5.0
FL.BBN.02,2025-10-04 13:00:00,2025-10-04 13:05:00,2,6.0,5.0
FL.BBN.02,2025-10-06 00:40:00,2025-10-06 02:25:00,22,26.7,5.0
FL.BBN.02,2025-11-01 13:25:00,2025-11-01 13:30:00,2,7.6,5.0
FL.BKA.01,2020-10-21 13:00:00,2020-10-21 13:05:00,2,9.5,5.0
FL.BKA.01,2020-10-21 13:20:00,2020-10-21 13:25:00,2,8.2,5.0
FL.BKA.01,2020-10-21 13:35:00,2020-10-21 13:40:00,2,9.3,5.0
FL.BKA.01,2020-10-21 13:55:00,2020-10-21 14:20:00,6,9.0,5.0
FL.BKA.01,2020-10-21 14:30:00,2020-10-21 14:40:00,3,9.5,5.0
FL.BKA.01,2020-10-21 14:50:00,2020-10-21 15:15:00,6,9.1,5.0
FL.BKA.01,2020-10-21 15:25:00,2020-10-21 15:50:00,6,9.0,5.0
FL.BKA.01,2020-10-21 16:00:00,2020-10-21 16:15:00,4,8.7,5.0
FL.BKA.01,2020-10-21 16:30:00,2020-10-21 16:50:00,5,8.2,5.0
FL.BKA.01,2020-10-21 17:05:00,2020-10-21 17:25:00,5,8.9,5.0
FL.BKA.01,2020-10-21 17:40:00,2020-10-21 17:45:00,2,6.6,5.0
FL.BKA.01,2020-10-21 17:55:00,2020-10-21 18:25:00,7,9.1,5.0
FL.BKA.01,2020-10-21 18:35:00,2020-10-21 18:40:00,2,9.0,5.0
FL.BKA.01,2020-10-21 18:50:00,2020-10-21 18:55:00,2,5.7,5.0
FL.BKA.01,2020-10-21 19:05:00,2020-10-21 19:05:00,1,8.0,5.0
FL.BKA.01,2020-10-21 19:20:00,2020-10-21 19:20:00,1,7.1,5.0
FL.BKA.01,2020-10-21 19:30:00,2020-10-21 20:35:00,14,9.1,5.0
FL.BKA.01,2020-10-21 20:45:00,2020-10-21 20:45:00,1,8.5,5.0
FL.BKA.01,2020-10-21 20:55:00,2020-10-21 21:00:00,2,8.5,5.0
FL.BKA.01,2020-10-21 21:10:00,2020-10-21 21:10:00,1,8.7,5.0
FL.BKA.01,2020-10-21 21:20:00,2020-10-21 21:20:00,1,6.5,5.0
FL.BKA.01,2020-10-21 21:35:00,2020-10-21 21:35:00,1,6.5,5.0
FL.BKA.01,2020-10-21 21:45:00,2020-10-21 21:45:00,1,6.7,5.0
FL.BKA.01,2020-10-21 22:00:00,2020-10-21 22:00:00,1,5.8,5.0
FL.BKA.01,2020-10-21 22:10:00,2020-10-21 22:10:00,1,6.1,5.0
FL.BKA.01,2020-10-21 22:20:00,2020-10-21 22:25:00,2,5.4,5.0
FL.BKA.01,2020-10-21 22:35:00,2020-10-21 22:35:00,1,5.8,5.0
FL.BKA.01,2020-10-21 22:45:00,2020-10-21 22:50:00,2,5.8,5.0
FL.BKA.01,2020-10-21 23:10:00,2020-10-21 23:10:00,1,7.8,5.0
FL.BKA.01,2020-10-21 23:20:00,2020-10-21 23:20:00,1,5.5,5.0
FL.BKA.01,2020-10-21 23:30:00,2020-10-21 23:35:00,2,6.3,5.0
FL.BKA.01,2020-10-21 23:45:00,2020-10-21 23:45:00,1,7.9,5.0
FL.BKA.01,2020-10-21 23:55:00,2020-10-21 23:55:00,1,5.1,5.0
FL.BKA.01,2020-10-22 00:05:00,2020-10-22 00:10:00,2,6.7,5.0
FL.BKA.01,2020-10-22 00:20:00,2020-10-22 00:20:00,1,7.8,5.0
FL.BKA.01,2020-10-22 00:30:00,2020-10-22 00:30:00,1,7.3,5.0
FL.BKA.01,2020-10-22 00:55:00,2020-10-22 00:55:00,1,7.0,5.0
FL.BKA.01,2020-10-22 01:05:00,2020-10-22 01:05:00,1,6.2,5.0
FL.BKA.01,2020-10-22 01:15:00,2020-10-22 01:15:00,1,7.5,5.0
FL.BKA.01,2020-10-22 01:25:00,2020-10-22 01:30:00,2,8.8,5.0
FL.BKA.01,2020-10-22 01:40:00,2020-10-22 01:50:00,3,9.1,5.0
FL.BKA.01,2020-10-22 02:00:00,2020-10-22 03:00:00,13,9.0,5.0
FL.BKA.01,2020-10-22 03:10:00,2020-10-22 03:10:00,1,5.7,5.0
FL.BKA.01,2020-10-22 03:20:00,2020-10-22 03:20:00,1,6.3,5.0
FL.BKA.01,2020-10-22 03:30:00,2020-10-22 03:30:00,1,7.1,5.0
FL.BKA.01,2020-10-22 03:40:00,2020-10-22 03:40:00,1,7.4,5.0
FL.BKA.01,2020-10-22 03:50:00,2020-10-22 03:50:00,1,7.5,5.0
FL.BKA.01,2020-10-22 04:00:00,2020-10-22 04:00:00,1,6.6,5.0
FL.BKA.01,2020-10-22 04:10:00,2020-10-22 04:40:00,7,8.8,5.0
FL.BKA.01,2020-10-22 04:50:00,2020-10-22 04:55:00,2,5.4,5.0
FL.BKA.01,2020-10-22 05:05:00,2020-10-22 05:10:00,2,6.2,5.0
FL.BKA.01,2020-10-22 05:25:00,2020-10-22 05:55:00,7,8.9,5.0
FL.BKA.01,2020-10-22 06:05:00,2020-10-22 06:05:00,1,7.6,5.0
FL.BKA.01,2020-10-22 06:15:00,2020-10-22 06:15:00,1,6.8,5.0
FL.BKA.01,2020-10-22 06:25:00,2020-10-22 06:25:00,1,6.0,5.0
FL.BKA.01,2020-10-22 06:35:00,2020-10-22 06:35:00,1,6.9,5.0
FL.BKA.01,2020-10-22 06:45:00,2020-10-22 06:45:00,1,7.5,5.0
FL.BKA.01,2020-10-22 06:55:00,2020-10-22 07:25:00,7,8.8,5.0
FL.BKA.01,2020-10-22 07:40:00,2020-10-22 07:50:00,3,6.6,5.0
FL.BKA.01,2020-10-22 08:00:00,2020-10-22 08:00:00,1,5.5,5.0
FL.BKA.01,2020-10-22 08:10:00,2020-10-22 08:10:00,1,7.0,5.0
FL.BKA.01,2020-10-22 08:20:00,2020-10-22 08:20:00,1,5.4,5.0
FL.BKA.01,2020-10-22 08:45:00,2020-10-22 08:45:00,1,6.9,5.0
FL.BKA.01,2020-10-22 09:00:00,2020-10-22 09:00:00,1,5.3,5.0
FL.BKA.01,2020-10-22 09:10:00,2020-10-22 09:10:00,1,7.5,5.0
FL.BKA.01,2020-10-22 09:25:00,2020-10-22 09:40:00,4,8.9,5.0
FL.BKA.01,2020-10-22 09:50:00,2020-10-22 10:05:00,4,8.7,5.0
FL.BKA.01,2020-10-22 10:20:00,2020-10-22 10:40:00,5,9.0,5.0
FL.BKA.01,2020-10-22 10:55:00,2020-10-22 11:20:00,6,9.1,5.0
FL.BKA.01,2020-10-22 11:30:00,2020-10-22 11:40:00,3,8.8,5.0
FL.BKA.01,2020-10-22 11:55:00,2020-10-22 12:00:00,2,9.1,5.0
FL.BKA.01,2022-05-09 16:00:00,2022-05-09 16:05:00,2,6.3,5.0
FL.BKA.01,2022-05-10 00:35:00,2022-05-10 00:55:00,5,10.4,5.0
FL.BKA.01,2022-05-17 21:45:00,2022-05-18 02:50:00,62,9.7,5.0
FL.BKA.01,2022-05-31 16:15:00,2022-05-31 17:45:00,19,9.0,5.0
FL.BKA.01,2022-07-23 11:05:00,2022-07-23 11:05:00,1,6.5,5.0
FL.BKA.01,2022-07-31 17:25:00,2022-07-31 18:05:00,9,5.8,5.0
FL.BKA.01,2022-09-04 20:15:00,2022-09-04 20:15:00,1,5.6,5.0
FL.BKA.01,2022-09-06 19:50:00,2022-09-06 19:50:00,1,5.0,5.0
FL.BKA.01,2022-09-10 18:25:00,2022-09-10 18:25:00,1,9.5,5.0
FL.BKA.01,2022-11-23 20:15:00,2022-11-23 20:30:00,4,6.2,5.0
FL.BKA.02,2023-07-22 00:40:00,2023-07-22 03:05:00,30,13.9,5.0
FL.BKA.02,2023-07-22 03:25:00,2023-07-22 03:25:00,1,6.2,5.0
FL.BKA.02,2023-08-31 19:00:00,2023-08-31 19:00:00,1,5.9,5.0
FL.BKA.02,2023-09-03 23:40:00,2023-09-03 23:55:00,4,5.9,5.0
FL.BKA.02,2023-09-04 00:15:00,2023-09-04 00:15:00,1,5.0,5.0
FL.BKA.02,2023-09-26 20:20:00,2023-09-26 20:35:00,4,7.0,5.0
FL.BKA.02,2023-09-26 20:45:00,2023-09-26 20:45:00,1,5.1,5.0
FL.BKA.02,2023-12-16 13:10:00,2023-12-16 17:55:00,58,11.6,5.0
FL.BKA.02,2024-09-21 17:45:00,2024-09-21 17:45:00,1,6.9,5.0
FL.BKA.02,2025-05-10 18:05:00,2025-05-10 18:05:00,1,10.4,5.0
FL.BKA.02,2025-06-13 09:40:00,2025-06-13 09:40:00,1,5.1,5.0
FL.BKA.02,2025-06-13 10:00:00,2025-06-13 10:05:00,2,5.0,5.0
FL.BKA.02,2025-06-13 10:20:00,2025-06-13 10:25:00,2,5.3,5.0
FL.BKE.01,2019-04-07 23:35:00,2019-04-08 00:35:00,13,11.4,5.0
FL.BKE.01,2020-04-25 13:05:00,2020-04-25 13:10:00,2,5.5,5.0
FL.BKE.01,2020-09-01 05:15:00,2020-09-01 06:20:00,14,11.5,5.0
FL.BKE.01,2020-09-01 06:30:00,2020-09-01 06:40:00,3,6.0,5.0
FL.BKE.01,2020-10-16 13:10:00,2020-10-16 15:40:00,31,17.6,5.0
FL.BKE.01,2021-03-17 12:30:00,2021-03-17 12:30:00,1,10.7,5.0
FL.BKE.01,2021-07-01 22:10:00,2021-07-01 23:20:00,15,17.1,5.0
FL.BKE.01,2021-07-13 10:00:00,2021-07-13 12:40:00,33,10.3,5.0
FL.BKE.01,2021-09-20 19:50:00,2021-09-20 21:00:00,15,18.6,5.0
FL.BKE.01,2021-09-30 14:50:00,2021-09-30 15:15:00,6,9.9,5.0
FL.BKE.01,2021-10-03 21:55:00,2021-10-03 22:30:00,8,11.3,5.0
FL.BKE.01,2021-10-17 05:40:00,2021-10-17 06:10:00,7,8.5,5.0
FL.BKE.01,2022-02-04 17:15:00,2022-02-04 17:55:00,9,14.1,5.0
FL.BKE.01,2022-02-04 18:50:00,2022-02-04 20:15:00,18,18.6,5.0
FL.BKE.01,2022-05-17 14:00:00,2022-05-17 14:20:00,5,8.1,5.0
FL.BKE.01,2022-07-20 22:25:00,2022-07-20 23:15:00,11,19.6,5.0
FL.BKE.01,2022-08-26 16:45:00,2022-08-26 17:40:00,12,14.3,5.0
FL.BKE.01,2022-09-22 04:45:00,2022-09-22 05:55:00,15,19.6,5.0
FL.BKE.01,2022-10-03 15:15:00,2022-10-03 15:55:00,9,13.8,5.0
FL.BKE.01,2022-10-09 19:05:00,2022-10-09 19:55:00,11,14.1,5.0
FL.BKE.01,2022-10-12 12:20:00,2022-10-12 12:20:00,1,10.8,5.0
FL.BKE.01,2023-02-02 11:40:00,2023-02-02 11:40:00,1,11.8,5.0
FL.BKE.01,2023-09-26 19:45:00,2023-09-26 21:20:00,20,19.9,5.0
FL.BKE.01,2023-10-03 17:30:00,2023-10-03 18:25:00,12,19.0,5.0
FL.BKE.01,2023-10-21 04:50:00,2023-10-21 05:05:00,4,9.1,5.0
FL.BKE.01,2023-10-24 14:05:00,2023-10-24 14:10:00,2,6.1,5.0
FL.BKE.01,2024-03-20 07:55:00,2024-03-20 09:05:00,15,18.9,5.0
FL.BKE.01,2024-08-03 21:15:00,2024-08-03 21:55:00,9,8.9,5.0
FL.BKE.01,2024-10-06 21:05:00,2024-10-06 21:10:00,2,7.4,5.0
FL.BKE.01,2024-10-10 19:25:00,2024-10-10 20:05:00,9,16.3,5.0
FL.BKE.01,2025-03-31 06:35:00,2025-03-31 07:10:00,8,14.4,5.0
FL.BKE.01,2025-10-13 13:10:00,2025-10-13 13:45:00,8,14.5,5.0
FL.BKE.02,2019-06-24 05:50:00,2019-06-24 08:20:00,31,35.8,5.0
FL.BKE.02,2019-06-24 21:50:00,2019-06-24 22:50:00,13,26.5,5.0
FL.BKE.02,2019-09-18 21:10:00,2019-09-18 21:10:00,1,5.5,5.0
FL.BKE.02,2019-09-18 21:25:00,2019-09-18 21:25:00,1,5.1,5.0
FL.BKE.02,2019-09-21 13:25:00,2019-09-21 13:25:00,1,5.5,5.0
FL.BKE.02,2020-09-29 11:35:00,2020-09-29 11:35:00,1,22.9,5.0
FL.BKE.02,2021-03-17 11:20:00,2021-03-17 11:30:00,3,11.5,5.0
FL.BKE.02,2021-09-28 13:20:00,2021-09-28 13:20:00,1,5.2,5.0
FL.BKE.02,2021-09-30 14:55:00,2021-09-30 14:55:00,1,9.4,5.0
FL.BKE.02,2022-04-23 12:10:00,2022-04-23 12:10:00,1,11.0,5.0
FL.BKE.02,2022-05-17 12:05:00,2022-05-17 12:05:00,1,11.1,5.0
FL.BKE.02,2022-07-20 22:35:00,2022-07-20 22:35:00,1,5.4,5.0
FL.BKE.02,2022-07-20 22:55:00,2022-07-20 23:00:00,2,5.1,5.0
FL.BKE.02,2022-08-19 17:50:00,2022-08-19 17:50:00,1,5.0,5.0
FL.BKE.02,2022-08-26 16:05:00,2022-08-26 17:40:00,20,11.2,5.0
FL.BKE.02,2022-09-22 04:50:00,2022-09-22 05:45:00,12,11.2,5.0
FL.BKE.02,2022-10-03 15:20:00,2022-10-03 15:40:00,5,8.6,5.0
FL.BKE.02,2022-10-09 19:00:00,2022-10-09 20:25:00,18,8.9,5.0
FL.BKE.02,2023-09-26 19:35:00,2023-09-26 20:40:00,14,17.3,5.0
FL.BKE.02,2023-10-21 04:40:00,2023-10-21 05:15:00,8,15.6,5.0
FL.BKE.02,2024-03-20 07:50:00,2024-03-20 09:05:00,16,16.4,5.0
FL.BKE.02,2024-08-03 21:10:00,2024-08-03 21:30:00,5,10.5,5.0
FL.BKE.02,2024-10-06 20:55:00,2024-10-06 21:20:00,6,7.1,5.0
FL.BKE.02,2025-03-31 06:25:00,2025-03-31 07:10:00,10,7.2,5.0
FL.BKE.02,2025-04-15 14:00:00,2025-04-15 14:05:00,2,6.0,5.0
FL.BKE.02,2025-09-06 18:45:00,2025-09-06 18:55:00,3,5.3,5.0
FL.BKE.02,2025-09-06 19:05:00,2025-09-06 19:20:00,4,5.7,5.0
FL.BKE.02,2025-09-06 19:30:00,2025-09-06 19:40:00,3,5.4,5.0
FL.BKE.02,2025-10-13 13:05:00,2025-10-13 13:50:00,10,23.5,5.0
FL.BKL.01,2020-10-02 18:20:00,2020-10-02 19:15:00,12,11.7,5.0
FL.BKL.01,2020-10-02 19:25:00,2020-10-02 19:25:00,1,5.6,5.0
FL.BKL.01,2020-12-14 13:25:00,2020-12-14 13:30:00,2,7.7,5.0
FL.BKL.01,2021-02-09 12:35:00,2021-02-09 13:35:00,13,16.0,5.0
FL.BKL.01,2021-02-09 13:45:00,2021-02-09 13:45:00,1,7.4,5.0
FL.BKL.01,2021-03-09 12:05:00,2021-03-09 12:05:00,1,11.5,5.0
FL.BKL.01,2021-09-29 13:40:00,2021-09-29 13:40:00,1,10.0,5.0
FL.BKM.01,2019-06-30 18:55:00,2019-06-30 21:10:00,28,16.2,5.0
FL.BKM.01,2019-06-30 21:20:00,2019-07-01 07:05:00,118,33.2,5.0
FL.BKM.01,2019-07-01 11:35:00,2019-07-01 11:35:00,1,5.2,5.0
FL.BKM.01,2019-07-10 11:05:00,2019-07-10 11:05:00,1,77.5,5.0
FL.BKM.01,2020-06-20 02:15:00,2020-06-20 16:10:00,168,10.4,5.0
FL.BKM.01,2020-06-20 16:20:00,2020-06-20 16:20:00,1,5.0,5.0
