station_code,started_at,ended_at,n_readings,peak_depth_cm,tier_cm
FL.BKM.01,2025-05-21 11:20:00,2025-05-21 11:20:00,1,15.0,15.0
FL.BKM.01,2025-08-25 12:30:00,2025-08-25 12:30:00,1,15.1,15.0
FL.BKM.01,2025-09-06 15:55:00,2025-09-06 15:55:00,1,17.3,15.0
FL.BKM.01,2025-09-06 16:05:00,2025-09-06 16:15:00,3,16.9,15.0
FL.BKM.01,2025-09-06 16:25:00,2025-09-06 16:25:00,1,16.3,15.0
FL.BKM.01,2025-09-14 14:25:00,2025-09-14 14:45:00,5,19.7,15.0
FL.BKM.01,2025-11-13 01:45:00,2025-11-13 02:10:00,6,20.5,15.0
FL.BKM.02,2019-01-23 11:00:00,2019-01-23 11:00:00,1,63.0,15.0
FL.BKM.02,2020-06-24 10:20:00,2020-06-24 10:25:00,2,17.3,15.0
FL.BKM.02,2020-08-28 17:30:00,2020-08-28 17:30:00,1,16.0,15.0
FL.BKM.02,2021-02-24 15:45:00,2021-02-24 15:45:00,1,18.2,15.0
FL.BKM.02,2021-08-21 06:15:00,2021-08-21 08:20:00,26,26.9,15.0
FL.BKM.02,2021-08-21 08:30:00,2021-08-21 08:30:00,1,15.5,15.0
FL.BKM.02,2021-10-02 14:50:00,2021-10-02 15:40:00,11,23.9,15.0
FL.BKM.02,2022-05-18 00:40:00,2022-05-18 00:40:00,1,15.3,15.0
FL.BKM.02,2022-05-18 00:50:00,2022-05-18 00:55:00,2,15.3,15.0
FL.BKM.02,2022-05-18 01:10:00,2022-05-18 01:10:00,1,15.2,15.0
FL.BKM.02,2022-05-18 01:25:00,2022-05-18 01:25:00,1,15.3,15.0
FL.BKM.02,2022-07-20 20:15:00,2022-07-20 20:15:00,1,17.1,15.0
FL.BKM.02,2022-08-01 12:35:00,2022-08-01 13:55:00,17,20.0,15.0
FL.BKM.02,2022-09-27 12:45:00,2022-09-27 13:00:00,4,24.8,15.0
FL.BKM.02,2022-09-27 13:25:00,2022-09-27 13:25:00,1,16.6,15.0
FL.BKM.02,2023-07-22 00:25:00,2023-07-22 02:55:00,31,30.0,15.0
FL.BKM.02,2024-08-06 22:40:00,2024-08-06 22:45:00,2,16.5,15.0
FL.BKM.02,2024-08-20 00:35:00,2024-08-20 01:55:00,17,22.9,15.0
FL.BKM.02,2025-05-10 18:10:00,2025-05-10 19:05:00,12,21.8,15.0
FL.BKM.02,2025-05-21 10:20:00,2025-05-21 10:55:00,8,19.7,15.0
FL.BKN.01,2019-05-27 09:50:00,2019-05-27 09:50:00,1,27.3,15.0
FL.BKN.01,2019-06-07 14:40:00,2019-06-07 16:30:00,23,27.1,15.0
FL.BKN.01,2019-07-15 17:45:00,2019-07-15 18:50:00,14,25.7,15.0
FL.BKN.01,2019-09-14 18:20:00,2019-09-14 18:35:00,4,17.2,15.0
FL.BKN.01,2019-09-18 21:10:00,2019-09-18 21:10:00,1,15.0,15.0
FL.BKN.01,2020-09-01 05:30:00,2020-09-01 06:10:00,9,22.6,15.0
FL.BKN.01,2020-10-02 18:15:00,2020-10-02 18:35:00,5,19.9,15.0
FL.BKN.01,2021-07-01 22:15:00,2021-07-01 23:20:00,14,21.6,15.0
FL.BKN.01,2021-11-21 06:55:00,2021-11-21 07:30:00,8,18.0,15.0
FL.BKN.01,2022-02-14 11:45:00,2022-02-14 11:55:00,3,16.2,15.0
FL.BKN.01,2022-04-26 11:50:00,2022-04-26 12:35:00,10,19.7,15.0
FL.BKN.01,2022-04-30 15:10:00,2022-04-30 15:40:00,7,19.6,15.0
FL.BKN.01,2022-05-17 22:20:00,2022-05-18 00:00:00,21,21.5,15.0
FL.BKN.01,2022-05-18 00:20:00,2022-05-18 00:45:00,6,16.1,15.0
FL.BKN.01,2022-06-08 15:35:00,2022-06-08 16:00:00,6,17.9,15.0
FL.BKN.01,2022-06-28 17:35:00,2022-06-28 18:15:00,9,17.1,15.0
FL.BKN.01,2022-07-01 19:05:00,2022-07-01 19:25:00,5,16.9,15.0
FL.BKN.01,2022-08-01 11:40:00,2022-08-01 12:30:00,11,17.8,15.0
FL.BKN.01,2023-10-03 17:30:00,2023-10-03 17:30:00,1,15.0,15.0
FL.BKN.01,2025-11-13 03:00:00,2025-11-13 03:15:00,4,16.2,15.0
FL.BKN.02,2019-06-07 14:50:00,2019-06-07 16:50:00,25,21.2,15.0
FL.BKN.02,2020-09-01 05:35:00,2020-09-01 06:40:00,14,24.3,15.0
FL.BKN.02,2022-07-01 19:15:00,2022-07-01 19:15:00,1,15.3,15.0
FL.BKP.01,2019-02-14 13:05:00,2019-02-14 13:05:00,1,21.6,15.0
FL.BKP.02,2019-01-22 10:45:00,2019-01-22 10:45:00,1,22.9,15.0
FL.BKP.02,2019-05-30 01:05:00,2019-05-30 01:05:00,1,15.3,15.0
FL.BKP.02,2021-04-15 15:45:00,2021-04-15 15:45:00,1,15.1,15.0
FL.BKP.02,2021-04-25 05:55:00,2021-04-25 06:35:00,9,18.1,15.0
FL.BKP.02,2021-05-19 19:05:00,2021-05-19 21:15:00,27,32.6,15.0
FL.BKP.02,2021-07-02 18:10:00,2021-07-02 19:10:00,13,21.0,15.0
FL.BKP.02,2021-07-02 19:20:00,2021-07-02 19:20:00,1,15.3,15.0
FL.BKP.02,2021-07-13 17:50:00,2021-07-13 18:35:00,10,19.5,15.0
FL.BKP.02,2021-08-11 23:50:00,2021-08-12 00:00:00,3,16.0,15.0
FL.BKP.02,2021-08-21 06:30:00,2021-08-21 06:40:00,3,16.9,15.0
FL.BKP.02,2021-08-21 06:50:00,2021-08-21 06:50:00,1,16.5,15.0
FL.BKP.02,2021-08-21 07:05:00,2021-08-21 07:05:00,1,16.4,15.0
FL.BKP.02,2021-08-27 14:40:00,2021-08-27 14:45:00,2,16.4,15.0
FL.BKP.02,2021-08-27 15:00:00,2021-08-27 15:05:00,2,18.0,15.0
FL.BKP.02,2021-08-27 23:35:00,2021-08-27 23:35:00,1,15.6,15.0
FL.BKP.02,2021-08-27 23:45:00,2021-08-27 23:45:00,1,20.8,15.0
FL.BKP.02,2021-08-31 22:30:00,2021-08-31 23:10:00,9,17.8,15.0
FL.BKP.02,2021-10-02 15:30:00,2021-10-02 16:25:00,12,25.6,15.0
FL.BKP.02,2022-09-07 22:00:00,2022-09-07 22:00:00,1,17.5,15.0
FL.BKP.02,2022-09-13 14:40:00,2022-09-13 17:10:00,31,32.7,15.0
FL.BKP.02,2023-07-22 00:20:00,2023-07-22 00:35:00,4,24.3,15.0
FL.BNA.01,2020-06-09 12:25:00,2020-06-09 12:25:00,1,16.4,15.0
FL.BNA.01,2021-02-27 11:20:00,2021-02-27 11:25:00,2,15.1,15.0
FL.BNA.01,2023-09-21 17:55:00,2023-09-21 18:00:00,2,17.1,15.0
FL.BNA.01,2023-09-21 18:10:00,2023-09-21 18:30:00,5,19.7,15.0
FL.BNA.02,2019-07-09 12:55:00,2019-07-09 12:55:00,1,27.5,15.0
FL.BNA.02,2019-09-19 20:40:00,2019-09-19 20:40:00,1,16.3,15.0
FL.BNA.02,2019-09-19 20:50:00,2019-09-19 21:00:00,3,17.1,15.0
FL.BNA.02,2019-09-19 21:10:00,2019-09-19 23:50:00,33,29.0,15.0
FL.BNA.02,2019-09-20 00:00:00,2019-09-20 00:15:00,4,17.9,15.0
FL.BNA.02,2019-09-20 00:35:00,2019-09-20 00:35:00,1,15.0,15.0
FL.BNA.02,2019-09-20 00:50:00,2019-09-20 00:50:00,1,16.0,15.0
FL.BNA.02,2019-09-20 01:00:00,2019-09-20 01:00:00,1,17.3,15.0
FL.BNA.02,2019-09-20 01:10:00,2019-09-20 01:10:00,1,15.9,15.0
FL.BNA.02,2019-09-20 02:00:00,2019-09-20 02:45:00,10,29.0,15.0
FL.BNA.02,2019-09-20 02:55:00,2019-09-20 02:55:00,1,32.0,15.0
FL.BNA.02,2019-09-20 03:05:00,2019-09-20 03:25:00,5,33.2,15.0
FL.BNA.02,2019-09-20 03:35:00,2019-09-20 03:35:00,1,31.2,15.0
FL.BNA.02,2019-09-20 03:45:00,2019-09-20 03:55:00,3,30.6,15.0
FL.BNA.02,2021-05-19 20:05:00,2021-05-19 20:05:00,1,16.7,15.0
FL.BNA.02,2021-05-19 20:15:00,2021-05-19 20:50:00,8,19.1,15.0
FL.BNA.02,2021-05-19 21:05:00,2021-05-19 21:05:00,1,15.0,15.0
FL.BNA.02,2022-07-20 22:15:00,2022-07-21 07:50:00,116,23.6,15.0
FL.BNA.02,2022-07-21 08:10:00,2022-07-21 08:10:00,1,15.3,15.0
FL.BNA.02,2022-07-21 09:05:00,2022-07-21 09:05:00,1,15.3,15.0
FL.BNA.02,2022-07-21 09:15:00,2022-07-21 09:15:00,1,15.3,15.0
FL.BNA.02,2022-07-21 09:25:00,2022-07-21 19:30:00,122,25.1,15.0
FL.BNA.02,2022-07-21 19:50:00,2022-07-21 19:50:00,1,15.0,15.0
FL.BNA.02,2022-07-21 20:00:00,2022-07-21 20:00:00,1,15.4,15.0
FL.BNA.02,2025-09-27 20:00:00,2025-09-27 20:00:00,1,15.2,15.0
FL.BNA.03,2019-01-09 19:30:00,2019-01-09 19:45:00,4,35.3,15.0
FL.BNA.03,2019-01-10 11:05:00,2019-01-10 11:05:00,1,17.8,15.0
FL.BNA.03,2019-01-10 12:35:00,2019-01-10 12:35:00,1,23.8,15.0
FL.BNA.03,2019-06-24 22:50:00,2019-06-24 23:15:00,6,21.5,15.0
FL.BNA.03,2019-10-05 12:10:00,2019-10-05 14:00:00,23,50.3,15.0
FL.BNA.03,2020-08-15 00:00:00,2020-08-15 06:35:00,80,24.7,15.0
FL.BNA.03,2020-09-01 05:00:00,2020-09-01 05:45:00,10,27.0,15.0
FL.BNA.03,2020-09-15 01:55:00,2020-09-15 02:10:00,4,20.6,15.0
FL.BNA.03,2021-05-19 19:05:00,2021-05-19 21:35:00,31,47.1,15.0
FL.BNA.03,2021-10-15 06:10:00,2021-10-15 06:35:00,6,36.2,15.0
FL.BNA.03,2021-10-17 00:10:00,2021-10-17 00:40:00,7,30.8,15.0
FL.BNA.03,2022-05-17 22:35:00,2022-05-18 00:40:00,26,32.7,15.0
FL.BNA.03,2022-06-19 19:35:00,2022-06-19 20:40:00,14,30.0,15.0
FL.BNA.03,2022-07-20 21:55:00,2022-07-21 01:50:00,48,46.2,15.0
FL.BNA.03,2022-09-13 14:45:00,2022-09-13 16:10:00,18,36.1,15.0
FL.BNA.03,2022-10-03 13:40:00,2022-10-03 18:25:00,58,50.9,15.0
FL.BNA.03,2023-09-21 17:55:00,2023-09-21 18:55:00,13,26.4,15.0
FL.BNA.03,2023-09-21 19:10:00,2023-09-21 20:00:00,11,21.5,15.0
FL.BNA.03,2023-09-26 18:25:00,2023-09-26 19:25:00,13,18.1,15.0
FL.BNA.03,2023-09-26 19:35:00,2023-09-26 19:35:00,1,15.2,15.0
FL.BNA.03,2023-09-26 20:00:00,2023-09-26 20:05:00,2,15.5,15.0
FL.BNA.03,2023-09-26 20:15:00,2023-09-26 20:30:00,4,16.4,15.0
FL.BNA.03,2025-09-27 18:50:00,2025-09-27 21:20:00,31,32.5,15.0
FL.BNA.04,2019-10-05 12:10:00,2019-10-05 13:00:00,11,24.1,15.0
FL.BNA.04,2020-05-31 01:40:00,2020-05-31 02:10:00,7,19.8,15.0
FL.BNA.04,2020-10-05 02:20:00,2020-10-05 03:35:00,16,32.5,15.0
FL.BNA.04,2021-08-21 07:05:00,2021-08-21 07:10:00,2,18.1,15.0
FL.BNA.04,2021-08-21 07:20:00,2021-08-21 07:20:00,1,15.7,15.0
FL.BNA.04,2021-09-08 02:40:00,2021-09-08 03:05:00,6,20.1,15.0
FL.BNA.04,2021-10-15 06:10:00,2021-10-15 06:25:00,4,20.4,15.0
FL.BNA.04,2022-01-27 13:50:00,2022-01-27 13:50:00,1,15.1,15.0
FL.BNA.04,2022-05-17 23:25:00,2022-05-17 23:55:00,7,21.2,15.0
FL.BNA.04,2022-07-20 22:00:00,2022-07-20 22:40:00,9,20.5,15.0
FL.BNA.04,2022-08-15 20:20:00,2022-08-15 20:45:00,6,19.1,15.0
FL.BNA.04,2022-09-13 14:50:00,2022-09-13 14:50:00,1,15.5,15.0
FL.BNA.04,2022-09-13 15:00:00,2022-09-13 15:00:00,1,16.3,15.0
FL.BNA.04,2022-09-13 15:10:00,2022-09-13 16:00:00,11,18.1,15.0
FL.BNA.04,2022-10-23 00:35:00,2022-10-23 01:20:00,10,20.4,15.0
FL.BNA.04,2023-09-21 17:25:00,2023-09-21 18:55:00,19,32.3,15.0
FL.BNA.04,2023-09-21 19:15:00,2023-09-21 19:40:00,6,20.3,15.0
FL.BNA.04,2023-09-21 23:45:00,2023-09-21 23:45:00,1,16.2,15.0
FL.BNA.04,2024-05-23 07:50:00,2024-05-23 08:05:00,4,18.3,15.0
FL.BNA.04,2024-08-06 22:25:00,2024-08-06 22:25:00,1,15.1,15.0
FL.BNA.04,2024-10-29 23:55:00,2024-10-30 00:50:00,12,27.6,15.0
FL.BNA.04,2025-04-15 18:20:00,2025-04-15 18:20:00,1,15.2,15.0
FL.BNA.04,2025-05-16 14:50:00,2025-05-16 15:00:00,3,18.0,15.0
FL.BNA.04,2025-08-08 02:55:00,2025-08-08 03:35:00,9,22.3,15.0
FL.BNA.04,2025-09-27 18:25:00,2025-09-27 19:40:00,16,24.3,15.0
FL.BNA.04,2025-10-06 01:10:00,2025-10-06 02:15:00,14,23.3,15.0
FL.BNA.04,2025-11-01 21:00:00,2025-11-01 23:20:00,29,25.7,15.0
FL.BNA.04,2025-11-02 22:25:00,2025-11-02 22:45:00,5,18.8,15.0
FL.BNA.04,2025-11-03 20:55:00,2025-11-03 21:05:00,3,17.0,15.0
FL.BNA.05,2023-09-21 18:20:00,2023-09-21 18:20:00,1,16.4,15.0
FL.BNA.05,2023-09-21 18:30:00,2023-09-21 18:30:00,1,15.3,15.0
FL.BNA.05,2023-09-21 19:15:00,2023-09-21 20:20:00,14,21.8,15.0
FL.BNA.05,2023-09-21 22:15:00,2023-09-21 22:15:00,1,15.6,15.0
FL.BNA.05,2023-09-26 18:15:00,2023-09-26 22:30:00,52,33.1,15.0
FL.BRK.01,2019-06-07 15:10:00,2019-06-07 15:35:00,6,21.9,15.0
FL.BRK.01,2019-09-14 18:25:00,2019-09-14 18:55:00,7,21.6,15.0
FL.BRK.01,2020-07-24 15:05:00,2020-07-24 15:20:00,4,19.7,15.0
FL.BRK.01,2020-10-02 18:45:00,2020-10-02 18:50:00,2,16.2,15.0
FL.BRK.01,2020-10-02 19:00:00,2020-10-02 19:15:00,4,16.1,15.0
FL.BRK.01,2020-11-21 12:10:00,2020-11-21 13:20:00,15,24.8,15.0
FL.BRK.01,2021-09-19 16:10:00,2021-09-19 16:30:00,5,19.7,15.0
FL.BRK.01,2021-11-01 17:20:00,2021-11-01 18:00:00,9,23.9,15.0
FL.BRK.01,2022-07-20 22:45:00,2022-07-20 23:20:00,8,19.9,15.0
FL.BRK.01,2022-08-15 19:55:00,2022-08-15 20:20:00,6,20.6,15.0
FL.BRK.01,2022-10-09 18:55:00,2022-10-09 19:50:00,12,26.9,15.0
FL.BRK.01,2023-09-25 14:40:00,2023-09-25 16:25:00,22,33.2,15.0
FL.BRK.01,2023-10-03 17:15:00,2023-10-03 17:35:00,5,19.1,15.0
FL.BRK.01,2024-10-13 16:15:00,2024-10-13 16:35:00,5,17.8,15.0
FL.BRK.01,2024-10-13 16:45:00,2024-10-13 16:45:00,1,15.1,15.0
FL.BRK.01,2024-10-29 22:40:00,2024-10-29 23:40:00,13,31.8,15.0
FL.BRK.02,2022-06-13 00:25:00,2022-06-13 00:50:00,6,40.7,15.0
FL.BRK.02,2022-07-20 22:50:00,2022-07-20 23:25:00,8,19.9,15.0
FL.BRK.02,2022-07-20 23:35:00,2022-07-20 23:35:00,1,15.0,15.0
FL.BSU.01,2020-07-24 17:45:00,2020-07-24 17:45:00,1,20.0,15.0
FL.BSU.01,2022-05-17 23:10:00,2022-05-17 23:10:00,1,15.5,15.0
FL.BSU.01,2022-05-17 23:35:00,2022-05-17 23:35:00,1,15.7,15.0
FL.CTC.01,2019-06-07 14:45:00,2019-06-07 15:15:00,7,19.1,15.0
FL.CTC.01,2019-09-16 00:30:00,2019-09-16 01:05:00,8,18.3,15.0
FL.CTC.01,2019-09-16 01:15:00,2019-09-16 01:15:00,1,16.1,15.0
FL.CTC.01,2019-11-03 21:05:00,2019-11-03 22:15:00,15,25.7,15.0
FL.CTC.01,2019-11-03 22:25:00,2019-11-03 22:40:00,4,16.7,15.0
