district,elev_m_mean,elev_m_std,elev_m_min,elev_m_max,elev_m_n,elev_m_p1,elev_m_p5,elev_m_p10,elev_m_p25,elev_m_p50,elev_m_p75,elev_m_p90,elev_m_p95,elev_m_p99,depression_depth_m_mean,depression_depth_m_std,depression_depth_m_min,depression_depth_m_max,depression_depth_m_n,depression_depth_m_p1,depression_depth_m_p5,depression_depth_m_p10,depression_depth_m_p25,depression_depth_m_p50,depression_depth_m_p75,depression_depth_m_p90,depression_depth_m_p95,depression_depth_m_p99,slope_deg_mean,slope_deg_std,slope_deg_min,slope_deg_max,slope_deg_n,slope_deg_p1,slope_deg_p5,slope_deg_p10,slope_deg_p25,slope_deg_p50,slope_deg_p75,slope_deg_p90,slope_deg_p95,slope_deg_p99,area_km2,dtm_coverage_pct,depressed_area_share,depression_truncated_share,tiles,mask,ground_share,mask_suspect,raster,elev_range_m,elev_rank_citywide,twi_mean,twi_std,twi_p1,twi_p5,twi_p10,twi_p25,twi_p50,twi_p75,twi_p90,twi_p95,twi_p99,log_flow_acc_mean,log_flow_acc_std,log_flow_acc_p1,log_flow_acc_p5,log_flow_acc_p10,log_flow_acc_p25,log_flow_acc_p50,log_flow_acc_p75,log_flow_acc_p90,log_flow_acc_p95,log_flow_acc_p99
Lat Phrao,1.305125787155382,0.5016332620710993,-1.7941584587097168,9.071181297302246,21297574,-0.265000000000314,0.3749999999996724,0.7449999999996645,1.0649999999996576,1.324999999999652,1.5949999999996463,1.8749999999996403,2.074999999999636,2.454999999999628,0.06789479083539045,0.19909556405041787,0.0,2.885531187057495,21297574,0.005,0.005,0.005,0.005,0.005,0.005,0.20500000000000002,0.455,1.045,2.653641126505719,3.5323750404043808,0.0,77.23104858398438,21293314,0.095,0.225,0.35500000000000004,0.6950000000000001,1.4349999999999998,3.155,6.225,9.105,17.905,21.298917,99.99,0.2043,0.0,4,none,0.9999,False,data/features/terrain_rasters/depression_Lat_Phrao.tif,2.719999999999942,27,8.2880220413208,1.6813790798187256,5.574951839447022,6.078226637840271,6.3733038902282715,6.966508507728577,7.937652826309204,9.34654426574707,10.73283863067627,11.543768882751465,12.713839530944824,0.31826239824295044,0.40962842106819153,0.0,0.0,0.0,0.0,0.3010300099849701,0.4771212637424469,0.9542425274848938,1.2041200399398804,1.556302547454834
Khlong Sam Wa,1.3240986344958263,0.6870751907142806,-3.9422032833099365,8.129195213317871,114413766,-0.545000000000308,0.1249999999996777,0.5449999999996687,1.0149999999996586,1.3449999999996516,1.7249999999996435,2.124999999999635,2.3349999999996305,2.7549999999996215,0.1696069769835432,0.31325078284832386,0.0,5.085203170776367,114413766,0.005,0.005,0.005,0.005,0.005,0.225,0.545,0.795,1.385,3.4752583224994096,4.8486313137029695,0.0,72.3133773803711,114413766,0.065,0.185,0.315,0.715,1.665,4.005,8.915000000000001,13.785000000000002,24.205,114.413766,100.0,0.4264,0.0,20,none,1.0,False,data/features/terrain_rasters/depression_Khlong_Sam_Wa.tif,3.2999999999999297,28,8.311646461486816,1.7383793592453003,5.320968227386475,5.884792900085449,6.2363502979278564,6.934136152267456,8.060186862945557,9.34654426574707,10.73283863067627,11.543768882751465,12.747327270507824,0.3258877992630005,0.41058236360549927,0.0,0.0,0.0,0.0,0.3010300099849701,0.4771212637424469,0.9542425274848938,1.2041200399398804,1.556302547454834
Bang Sue,1.7472504062504814,1.2261035710347463,-1.7503083944320679,5.554267883300781,12984600,0.22499999999967557,0.5049999999996696,0.7549999999996643,1.0849999999996571,1.374999999999651,1.7749999999996424,4.574999999999583,4.9149999999995755,4.964999999999574,0.07552544847598308,0.21208712998241372,0.0,3.613809585571289,12984600,0.005,0.005,0.005,0.005,0.005,0.005,0.23500000000000001,0.455,1.085,2.9716211319563173,4.55052851551919,0.0,74.94170379638672,12984600,0.005,0.07500000000000001,0.195,0.555,1.365,3.395,7.455,11.575000000000001,22.205,12.9846,100.0,0.2402,0.0,4,none,1.0,False,data/features/terrain_rasters/depression_Bang_Sue.tif,4.739999999999899,29,8.21949291229248,1.677940845489502,5.128603429794311,5.913744258880615,6.282681941986084,6.9473772048950195,7.9558939933776855,9.34654426574707,10.44515609741211,11.425985336303711,12.67874813079834,0.3055538833141327,0.40570303797721863,0.0,0.0,0.0,0.0,0.0,0.4771212637424469,0.9030900001525879,1.1760913133621216,1.5440680980682373
Phaya Thai,2.3792055027163252,1.7655962559638723,-1.6330301761627197,4.989812850952148,9240609,-0.22500000000031484,0.47499999999967024,0.624999999999667,0.8549999999996621,1.3949999999996505,4.524999999999584,4.874999999999576,4.924999999999575,4.964999999999574,0.24050472458672298,0.5771974988099493,0.0,4.260629177093506,9240609,0.005,0.005,0.005,0.005,0.005,0.10500000000000001,0.975,1.7049999999999998,2.655,4.935015633168766,8.07330566985095,0.0002919705875683576,75.03164672851562,9240609,0.07500000000000001,0.185,0.305,0.665,1.625,5.105,14.365,22.765,39.615,9.240609,100.0,0.2944,0.0,4,none,1.0,False,data/features/terrain_rasters/depression_Phaya_Thai.tif,5.189999999999889,30,7.9122161865234375,1.8127570152282715,4.925156955718994,5.49396538734436,5.855842018127442,6.545720338821411,7.53094482421875,9.34654426574707,10.44515609741211,11.425985336303711,12.713839530944824,0.30370432138442993,0.40117892622947693,0.0,0.0,0.0,0.0,0.0,0.4771212637424469,0.9030900001525879,1.1760913133621216,1.5185139179229736
Taling Chan,1.3596202374974082,0.6073054772430603,-1.5306880474090576,9.851300239562988,35517356,0.004999999999680256,0.30499999999967387,0.46499999999967045,0.9649999999996598,1.41499999999965,1.7749999999996424,2.084999999999636,2.2849999999996315,2.6749999999996232,0.1658962276077082,0.2977637768192695,0.0,2.907186508178711,35517356,0.005,0.005,0.005,0.005,0.005,0.20500000000000002,0.655,0.845,1.1849999999999998,3.0095607626265766,3.8810451052853296,0.0,78.1583480834961,35516832,0.095,0.245,0.385,0.775,1.625,3.545,7.275,10.895000000000001,19.575,35.520134,99.99,0.3651,0.0,9,none,0.9999,False,data/features/terrain_rasters/depression_Taling_Chan.tif,2.669999999999943,31,8.402496337890625,1.773158073425293,5.470075845718384,5.998768377304077,6.310432100296021,6.961954832077026,8.110401153564453,9.34654426574707,10.894730758666991,11.744439125061035,12.872904777526855,0.33033287525177,0.4173051118850708,0.0,0.0,0.0,0.0,0.3010300099849701,0.4771212637424469,0.9542425274848938,1.2304489612579346,1.5910645723342896
Sathon,2.0134736268284392,1.3746264936316788,-3.9993245601654053,5.449817657470703,7253318,0.45499999999967067,0.7749999999996638,0.8749999999996617,1.1149999999996565,1.4349999999996497,2.2449999999996324,4.734999999999579,4.874999999999576,4.954999999999575,0.15455722298401917,0.4580983800337307,0.0,4.824650764465332,7253318,0.005,0.005,0.005,0.005,0.005,0.055,0.385,1.105,2.425,3.379799768878188,6.253829192043061,0.0002125056053046137,74.07625579833984,7253318,0.07500000000000001,0.185,0.295,0.595,1.285,3.105,7.875,14.705000000000002,33.855000000000004,7.253318,100.0,0.2537,0.0,4,none,1.0,False,data/features/terrain_rasters/depression_Sathon.tif,4.499999999999904,32,8.351827621459961,1.8295286893844604,4.828568720817566,5.671551060676575,6.111454772949219,6.914650201797485,8.195754528045654,9.34654426574707,10.73283863067627,11.649128913879395,12.78053092956543,0.308463454246521,0.4053366780281067,0.0,0.0,0.0,0.0,0.0,0.4771212637424469,0.9542425274848938,1.1760913133621216,1.5440680980682373
Bangkok Yai,1.5143634956835328,0.627490109082078,-3.8258252143859863,4.793344497680664,6207507,0.2949999999996741,0.5049999999996696,0.7549999999996643,1.1649999999996554,1.4749999999996488,1.7649999999996426,2.4249999999996286,2.874999999999619,3.1349999999996134,0.0714204742338591,0.18722958365135994,0.0,5.664480686187744,6207507,0.005,0.005,0.005,0.005,0.005,0.055,0.255,0.425,0.785,2.635602344065017,3.912281022667348,0.0,74.08392333984375,6207507,0.005,0.17500000000000002,0.295,0.595,1.285,3.025,6.325,9.615,19.205,6.207507,100.0,0.2619,0.0,4,none,1.0,False,data/features/terrain_rasters/depression_Bangkok_Yai.tif,2.8399999999999395,33,8.459731101989746,1.6353460550308228,5.650099239349365,6.231801128387451,6.575758266448974,7.197239398956299,8.180244445800781,9.34654426574707,10.73283863067627,11.543768882751465,12.84305191040039,0.3160337507724762,0.4114788770675659,0.0,0.0,0.0,0.0,0.0,0.4771212637424469,0.9542425274848938,1.2041200399398804,1.57978355884552
Thon Buri,1.4439698047499996,0.4762011148524603,-4.374645233154297,6.1191840171813965,8148169,0.24499999999967514,0.46499999999967045,0.8549999999996621,1.2049999999996546,1.4849999999996486,1.7149999999996437,1.9649999999996384,2.1349999999996347,2.594999999999625,0.06499829516913555,0.18884463885141328,0.0,5.9537577629089355,8148169,0.005,0.005,0.005,0.005,0.005,0.055,0.215,0.34500000000000003,0.795,2.262284140154678,3.2995066935570483,0.0,75.14684295654297,8148169,0.065,0.195,0.305,0.595,1.2049999999999998,2.565,5.185,7.715,16.634999999999998,8.148169,100.0,0.2644,0.0,4,none,1.0,False,data/features/terrain_rasters/depression_Thon_Buri.tif,2.34999999999995,34,8.369396209716797,1.660031795501709,5.565502815246582,6.13944444656372,6.469223403930664,7.096770286560059,8.059486389160156,9.34654426574707,10.73283863067627,11.543768882751465,12.84305191040039,0.3239383399486542,0.4169292747974396,0.0,0.0,0.0,0.0,0.0,0.4771212637424469,0.9542425274848938,1.2041200399398804,1.5910645723342896
Bang Khen,1.440905674586405,0.6259867727103907,-6.2438483238220215,10.730864524841309,41044390,-0.20500000000031526,0.25499999999967493,0.5949999999996677,1.1049999999996567,1.5249999999996477,1.844999999999641,2.114999999999635,2.264999999999632,2.544999999999626,0.10373505313488793,0.2492297828250897,0.0,8.054437637329102,41044390,0.005,0.005,0.005,0.005,0.005,0.07500000000000001,0.395,0.635,1.005,2.7602637562877153,3.7884009488045853,3.415094397496432e-06,79.60253143310547,41043922,0.085,0.215,0.34500000000000003,0.6950000000000001,1.4649999999999999,3.195,6.435,9.875000000000002,19.625,41.04451,100.0,0.2842,0.0,12,none,1.0,False,data/features/terrain_rasters/depression_Bang_Khen.tif,2.7499999999999414,35,8.432869911193848,1.7030479907989502,5.578613958358765,6.1232929706573485,6.443291282653809,7.06490683555603,8.144333839416504,9.34654426574707,10.73283863067627,11.649128913879395,12.78053092956543,0.3191489279270172,0.4108903110027313,0.0,0.0,0.0,0.0,0.3010300099849701,0.4771212637424469,0.9542425274848938,1.2041200399398804,1.556302547454834
Yan Nawa,1.5573215347629716,0.5107927623642557,-1.8597806692123413,11.938555717468262,12294159,0.5649999999996683,0.814999999999663,0.8749999999996617,1.2049999999996546,1.554999999999647,1.8749999999996403,2.174999999999634,2.3749999999996296,2.83499999999962,0.05695352638471448,0.16230203782408598,0.0,3.3403515815734863,12294159,0.005,0.005,0.005,0.005,0.005,0.005,0.195,0.35500000000000004,0.785,2.140265257265666,3.368993924749143,5.6761495216051117e-05,75.81581115722656,12294159,0.065,0.165,0.255,0.505,1.065,2.3249999999999997,4.925,7.525,17.605,12.294159,100.0,0.21,0.0,4,none,1.0,False,data/features/terrain_rasters/depression_Yan_Nawa.tif,2.2699999999999516,36,8.397636413574219,1.7269374132156372,5.389457540512085,6.01020393371582,6.365639591217041,7.038512706756592,8.143136024475098,9.34654426574707,10.73283863067627,11.649128913879395,12.851640472412129,0.3298511505126953,0.4181179702281952,0.0,0.0,0.0,0.0,0.3010300099849701,0.6020600199699402,0.9542425274848938,1.2304489612579346,1.6020599603652954
Don Mueang,1.478129692825658,0.5807880405478074,-1.8146631717681885,10.137724876403809,36956481,-0.025000000000319104,0.4449999999996709,0.674999999999666,1.1249999999996563,1.5749999999996467,1.8549999999996407,2.084999999999636,2.254999999999632,2.7649999999996213,0.11154135026640098,0.2617016074121317,0.0,3.257174253463745,36956481,0.005,0.005,0.005,0.005,0.005,0.07500000000000001,0.405,0.7050000000000001,1.2149999999999999,2.447397450015593,3.8936610368985796,0.0,77.11322784423828,36956257,0.025,0.065,0.14500000000000002,0.435,1.065,2.665,6.175,9.825000000000001,20.134999999999998,36.956525,100.0,0.2829,0.0,9,none,1.0,False,data/features/terrain_rasters/depression_Don_Mueang.tif,2.7899999999999405,37,8.722229957580566,1.8588758707046509,5.539890327453613,6.1984333992004395,6.5599061965942385,7.267117023468018,8.462823867797852,9.946115493774414,11.34777431488037,12.179757118225098,13.53298137664791,0.3864631950855255,0.4763225018978119,0.0,0.0,0.0,0.0,0.3010300099849701,0.6020600199699402,1.07918119430542,1.3617278337478638,1.851258397102356
Lak Si,1.5498111385922115,0.6576803514581071,-6.270451545715332,6.628332614898682,22797587,-0.29500000000031334,0.5549999999996685,0.9049999999996611,1.2449999999996537,1.5849999999996465,1.9049999999996396,2.2049999999996333,2.4149999999996288,3.3649999999996085,0.10474602942627217,0.3271222267008152,0.0,8.247015953063965,22797587,0.005,0.005,0.005,0.005,0.005,0.055,0.305,0.605,1.4549999999999998,2.7610158879288695,3.8900131385823546,0.0,78.69766235351562,22797575,0.055,0.155,0.265,0.585,1.345,3.265,6.905,10.305000000000001,19.384999999999998,22.79759,100.0,0.2599,0.0,6,none,1.0,False,data/features/terrain_rasters/depression_Lak_Si.tif,3.659999999999922,38,8.21023941040039,1.7057876586914062,5.401616640090943,5.947328424453735,6.275763988494873,6.906588792800903,7.8675432205200195,9.34654426574707,10.673216438293457,11.543768882751465,12.78053092956543,0.3332557678222656,0.4176061153411865,0.0,0.0,0.0,0.0,0.3010300099849701,0.6020600199699402,0.9542425274848938,1.2041200399398804,1.57978355884552
Bang Kho Laem,1.5975460151285965,0.5162076480688208,-2.2128026485443115,12.234262466430664,8584405,0.23499999999967536,0.6949999999996656,1.0649999999996576,1.3049999999996524,1.5949999999996463,1.8749999999996403,2.1849999999996337,2.4149999999996288,2.9949999999996164,0.07097674685956686,0.16760176388393005,0.0,3.8997981548309326,8584405,0.005,0.005,0.005,0.005,0.005,0.055,0.255,0.465,0.675,2.1629032239275756,3.3916155175573373,0.0,77.4115982055664,8584405,0.07500000000000001,0.17500000000000002,0.275,0.535,1.095,2.3649999999999998,4.945,7.515,17.235,8.584405,100.0,0.2626,0.0,4,none,1.0,False,data/features/terrain_rasters/depression_Bang_Kho_Laem.tif,2.759999999999941,39,8.41098403930664,1.7164058685302734,5.33480932712555,6.015178442001343,6.384444952011108,7.057321190834045,8.182798385620117,9.34654426574707,10.73283863067627,11.649128913879395,12.84305191040039,0.31920135021209717,0.4158190190792084,0.0,0.0,0.0,0.0,0.0,0.4771212637424469,0.9542425274848938,1.2041200399398804,1.57978355884552
Khlong San,1.7340786882433572,0.7088352143166471,-1.0759483575820923,21.383634567260742,5894710,0.47499999999967024,0.6949999999996656,0.8649999999996619,1.3349999999996518,1.6149999999996458,1.9749999999996382,2.8949999999996185,3.1249999999996136,3.4049999999996077,0.04230562241200691,0.11657538444274539,0.0,2.3792381286621094,5894710,0.005,0.005,0.005,0.005,0.005,0.005,0.155,0.255,0.5750000000000001,1.851266485119709,2.9839102147547236,0.0,79.3010025024414,5894710,0.005,0.115,0.245,0.485,0.975,2.045,4.165,6.245,13.685,5.89471,100.0,0.2059,0.0,2,none,1.0,False,data/features/terrain_rasters/depression_Khlong_San.tif,2.9299999999999375,40,8.393560409545898,1.6591204404830933,5.468166103363037,6.1768945217132565,6.5244427680969235,7.1506853103637695,8.080316066741943,9.34654426574707,10.73283863067627,11.624756145477285,12.901891708374023,0.33841672539711,0.4201938509941101,0.0,0.0,0.0,0.0,0.3010300099849701,0.6020600199699402,0.9542425274848938,1.2041200399398804,1.6232492923736572
Sai Mai,1.5646735472059328,0.5904969995925688,-4.098847389221191,8.612820625305176,43622356,0.014999999999680044,0.45499999999967067,0.7449999999996645,1.2249999999996541,1.6349999999996454,1.9549999999996386,2.2449999999996324,2.404999999999629,2.7549999999996215,0.11431673682698386,0.2567463066027057,0.0,5.258837699890137,43622356,0.005,0.005,0.005,0.005,0.005,0.085,0.455,0.7050000000000001,1.085,2.9610363098856824,4.0153624285408025,0.0,70.53450775146484,43622280,0.045,0.195,0.35500000000000004,0.755,1.595,3.435,6.905,10.685,20.875,43.622376,100.0,0.2899,0.0,9,none,1.0,False,data/features/terrain_rasters/depression_Sai_Mai.tif,2.7399999999999416,41,8.290848731994629,1.7165886163711548,5.423567605018616,6.0153007984161375,6.356990766525269,6.971866607666016,7.9250710010528564,9.34654426574707,10.73283863067627,11.633176612853974,12.81227970123291,0.33334872126579285,0.4194513261318207,0.0,0.0,0.0,0.0,0.3010300099849701,0.6020600199699402,1.0,1.2304489612579346,1.57978355884552
Bangkok Noi,1.820673627512818,0.7475787509696511,-2.5513808727264404,4.989675998687744,12214176,0.31499999999967365,0.5049999999996696,0.8449999999996624,1.3949999999996505,1.8149999999996416,2.2349999999996326,2.684999999999623,2.9349999999996177,4.744999999999579,0.0668557489891766,0.17426366438402865,0.0,4.656441688537598,12214176,0.005,0.005,0.005,0.005,0.005,0.005,0.23500000000000001,0.385,0.8150000000000001,2.7864008514573557,4.417991371584785,0.0,72.50538635253906,12214176,0.005,0.135,0.28500000000000003,0.5650000000000001,1.2249999999999999,3.065,6.885,10.875000000000002,21.875,12.214176,100.0,0.245,0.0,4,none,1.0,False,data/features/terrain_rasters/depression_Bangkok_Noi.tif,4.429999999999906,42,8.24820327758789,1.698381781578064,5.282695922851563,5.957047843933106,6.321438026428223,6.984044551849365,7.923137187957764,9.34654426574707,10.712423324584964,11.543768882751465,12.84305191040039,0.3262058198451996,0.41637787222862244,0.0,0.0,0.0,0.0,0.3010300099849701,0.4771212637424469,0.9542425274848938,1.2041200399398804,1.6020599603652954
Samphanthawong,2.4727870871597255,1.0962564717188545,-0.4517199397087097,4.989887237548828,1438692,0.5049999999996696,0.5049999999996696,0.5049999999996696,1.9649999999996384,2.644999999999624,2.924999999999618,3.3249999999996094,4.874999999999576,4.954999999999575,0.04470506836678733,0.11411662501315763,0.0,2.7600317001342773,1438692,0.005,0.005,0.005,0.005,0.005,0.005,0.185,0.275,0.485,0.916617316284514,3.2776133775044674,0.0,72.92321014404297,1438692,0.005,0.005,0.005,0.265,0.495,0.8150000000000001,1.255,1.845,9.855,1.438692,100.0,0.214,0.0,1,none,1.0,False,data/features/terrain_rasters/depression_Samphanthawong.tif,4.449999999999905,43,8.768937110900879,1.6804418563842773,5.022933940887452,6.287510108947754,6.845167350769043,7.5668745040893555,8.733046531677246,9.399534225463867,10.955982208251953,11.831450462341309,13.238364219665527,0.3628329038619995,0.4304603636264801,0.0,0.0,0.0,0.0,0.3010300099849701,0.6020600199699402,0.9542425274848938,1.2304489612579346,1.770851969718933
Phra Nakhon,3.077933272824273,1.375299769949017,0.17212902009487152,4.989964962005615,5270836,0.5049999999996696,0.5049999999996696,1.2149999999996544,2.2949999999996313,2.8049999999996205,4.654999999999581,4.884999999999576,4.924999999999575,4.964999999999574,0.13875607274025767,0.357562170780879,0.0,3.9783568382263184,5270836,0.005,0.005,0.005,0.005,0.005,0.10500000000000001,0.395,0.805,1.915,2.6870712818374543,6.353996960744748,0.0,72.50517272949219,5270836,0.005,0.005,0.065,0.305,0.625,1.4249999999999998,7.055,14.625000000000002,33.855000000000004,5.270836,100.0,0.3014,0.0,2,none,1.0,False,data/features/terrain_rasters/depression_Phra_Nakhon.tif,4.459999999999905,44,8.394240379333496,1.7856754064559937,4.736857118606568,5.677925705909729,6.251558446884156,7.148229718208313,8.202836513519287,9.34654426574707,10.73283863067627,11.691937971115111,13.107744216918945,0.3415668308734894,0.42212074995040894,0.0,0.0,0.0,0.0,0.3010300099849701,0.6020600199699402,0.9542425274848938,1.2304489612579346,1.6812412738800049
Dusit,3.755851224828365,1.3674613657718893,-0.7110285758972168,4.989994525909424,11332200,0.5049999999996696,0.5749999999996681,1.5849999999996465,2.784999999999621,4.484999999999585,4.844999999999577,4.924999999999575,4.944999999999575,4.974999999999574,0.3733018756838919,0.6603189144851229,0.0,4.334873676300049,11332200,0.005,0.005,0.005,0.005,0.005,0.525,1.4249999999999998,1.885,2.665,6.771012424771889,9.605844939148279,0.0,74.05892181396484,11332200,0.005,0.025,0.14500000000000002,0.535,2.415,9.145000000000001,20.155,28.355,42.955000000000005,11.3322,100.0,0.3708,0.0,4,none,1.0,False,data/features/terrain_rasters/depression_Dusit.tif,4.469999999999905,45,7.837090015411377,1.8320176601409912,4.901176996231079,5.476453685760498,5.7397338390350345,6.37580680847168,7.438332796096802,9.34654426574707,10.44515609741211,11.29245376586914,12.60464096069336,0.27755269408226013,0.3877812922000885,0.0,0.0,0.0,0.0,0.0,0.4771212637424469,0.8450980186462402,1.113943338394165,1.4771212339401245
Bang Rak,3.767455171115973,1.4308028950520877,-0.7582491040229797,4.989999771118164,4048234,0.7749999999996638,0.8649999999996619,1.184999999999655,2.874999999999619,4.544999999999583,4.844999999999577,4.924999999999575,4.954999999999575,4.974999999999574,0.2836760448545279,0.620378493204424,0.0,4.136780738830566,4048234,0.005,0.005,0.005,0.005,0.005,0.185,1.125,1.835,2.815,4.303701006954514,7.899283415237206,0.0,74.69429779052734,4048234,0.025,0.095,0.165,0.425,1.1849999999999998,3.905,12.675,21.465,39.48500000000001,4.048234,100.0,0.3329,0.0,2,none,1.0,False,data/features/terrain_rasters/depression_Bang_Rak.tif,4.1999999999999105,46,8.07564926147461,1.795669436454773,4.775536909103393,5.5700507164001465,5.986968612670899,6.7230401039123535,7.806649208068848,9.34654426574707,10.508654403686524,11.543768882751465,12.81227970123291,0.32317692041397095,0.4095201790332794,0.0,0.0,0.0,0.0,0.3010300099849701,0.4771212637424469,0.9542425274848938,1.1760913133621216,1.57978355884552
Pathum Wan,4.020974467357335,1.1682020018836947,-3.666778326034546,11.90422534942627,8045544,0.6349999999996668,1.0749999999996573,2.174999999999634,3.574999999999604,4.564999999999583,4.854999999999577,4.934999999999575,4.954999999999575,4.974999999999574,0.37471074050430897,0.6459433727269375,0.0,4.692098617553711,8045544,0.005,0.005,0.005,0.005,0.005,0.505,1.395,1.885,2.605,4.216570874511406,6.931519245751015,0.0,77.52247619628906,8045544,0.025,0.085,0.155,0.41500000000000004,1.335,4.775,12.085,18.805,34.195,8.045544,100.0,0.426,0.0,4,none,1.0,False,data/features/terrain_rasters/depression_Pathum_Wan.tif,4.3399999999999075,47,8.607144355773926,1.7416293621063232,5.295087242126465,6.192897915840149,6.4975810050964355,7.206429362297058,8.488083362579346,9.490319967269897,10.955982208251953,11.744439125061035,12.901891708374023,0.3243410885334015,0.4092475473880768,0.0,0.0,0.0,0.0,0.3010300099849701,0.4771212637424469,0.9542425274848938,1.1760913133621216,1.57978355884552
Bang Phlat,3.7168249362883583,1.4637250587598694,-1.18356454372406,5.325290203094482,12147309,0.5049999999996696,0.5049999999996696,1.5349999999996475,2.4349999999996284,4.574999999999583,4.904999999999576,4.944999999999575,4.964999999999574,4.974999999999574,0.27437851410135367,0.5831892918704412,0.0,4.095658302307129,12147309,0.005,0.005,0.005,0.005,0.005,0.17500000000000002,1.155,1.6949999999999998,2.515,4.752800311575181,7.8702927984992375,0.0,72.73322296142578,12147309,0.005,0.005,0.065,0.275,1.105,5.705,15.125000000000002,22.025,36.255,12.147309,100.0,0.3133,0.0,4,none,1.0,False,data/features/terrain_rasters/depression_Bang_Phlat.tif,4.469999999999905,48,7.949538707733154,1.7116206884384155,4.699041867256165,5.5204359769821165,5.922304725646972,6.672617316246033,7.727314233779907,9.34654426574707,10.039690971374512,11.138303756713867,12.60464096069336,0.2748088240623474,0.3884933292865753,0.0,0.0,0.0,0.0,0.0,0.4771212637424469,0.8450980186462402,1.113943338394165,1.4913617372512817
Ratchathewi,4.269715782723003,0.8973628264753237,-0.28556567430496216,4.989999771118164,7210188,1.1649999999996554,2.2949999999996313,2.864999999999619,3.9849999999995953,4.68499999999958,4.874999999999576,4.934999999999575,4.954999999999575,4.974999999999574,0.36156454935710414,0.6675947702830018,0.0,4.217389106750488,7210188,0.005,0.005,0.005,0.005,0.005,0.435,1.385,1.875,2.875,4.967285041666043,8.041151145524982,0.0,73.79437255859375,7210188,0.025,0.085,0.14500000000000002,0.395,1.365,5.795,15.265,22.805,37.955000000000005,7.210188,100.0,0.3862,0.0,4,none,1.0,False,data/features/terrain_rasters/depression_Ratchathewi.tif,3.809999999999919,49,8.184548377990723,1.7442015409469604,5.319650511741639,5.824444890022278,6.143078947067261,6.832692861557007,7.896381855010986,9.34654426574707,10.73283863067627,11.543768882751465,12.78053092956543,0.3140481412410736,0.40281298756599426,0.0,0.0,0.0,0.0,0.0,0.4771212637424469,0.9030900001525879,1.1760913133621216,1.556302547454834
Pom Prap Sattru Phai,4.430414613231699,0.7666842120463769,0.5459814071655273,4.989999771118164,2412827,2.304999999999631,2.594999999999625,2.924999999999618,4.354999999999587,4.804999999999578,4.9149999999995755,4.954999999999575,4.964999999999574,4.974999999999574,0.16103760236436346,0.3921532426378842,0.0,4.2197346687316895,2412827,0.005,0.005,0.005,0.005,0.005,0.085,0.595,1.105,1.855,2.914918475298892,5.925747820807507,0.0,63.768165588378906,2412827,0.015,0.055,0.085,0.215,0.5750000000000001,2.015,9.435,15.665000000000001,29.415,2.412827,100.0,0.2814,0.0,2,none,1.0,False,data/features/terrain_rasters/depression_Pom_Prap_Sattru_Phai.tif,2.669999999999943,50,8.51838493347168,1.5775755643844604,5.5333364295959475,6.220056247711182,6.628977298736572,7.395793437957764,8.376850128173828,9.34654426574707,10.73283863067627,11.543768882751465,12.894934844970656,0.33427301049232483,0.4149552583694458,0.0,0.0,0.0,0.0,0.3010300099849701,0.6020600199699402,0.9542425274848938,1.2041200399398804,1.6127839088439941
