station,rows,ts_min,ts_max,n_ts,name,n_wl_in,min_wl_in,max_wl_in,avg_wl_in,n_wl_out01,min_wl_out01,max_wl_out01,avg_wl_out01,n_wl_out02,min_wl_out02,max_wl_out02,avg_wl_out02,year,dataset
WL.BBN.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางบอน ตอนคลองสะแกงาม,105120,-0.24,0.57,0.0194113394,0,,,,0,,,,2021,water
WL.BBR.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางบำหรุ ตอนถนนบรมราชชนนี,105120,-0.97,0.9,0.2063898402,0,,,,0,,,,2021,water
WL.BBR.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางบำหรุ ตอนถนนสิรินธร,105120,-0.9,0.96,0.2102023402,0,,,,0,,,,2021,water
WL.BBU.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางบัว,105120,-0.42,0.91,-0.0287205099,0,,,,0,,,,2021,water
WL.BCN.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางเชือกหนัง ตอนถนนกาญจนาภิเษก,105120,-0.05,0.94,0.38616914,0,,,,0,,,,2021,water
WL.BCN.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางเชือกหนัง ตอนถนนพุทธมณฑลสาย 1,105120,-0.3,0.96,0.2792827245,0,,,,0,,,,2021,water
WL.BCN.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางเชือกหนัง ตอนถนนพุทธมณฑลสาย 2,105120,0.02,1.02,0.4356524924,0,,,,0,,,,2021,water
WL.BJK.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำ บางจาก,105120,-1.53,-0.02,-0.8921796994,105120,-1.45,1.99,0.4312369673,0,,,,2021,water
WL.BJK.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,"""จุดวัดคลองบางจาก ตอนซอยเพชรเกษม 68 """,105120,-0.12,0.81,0.3388008942,0,,,,0,,,,2021,water
WL.BJK.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางจาก ตอนคลองบางหว้า,105120,0.24,0.73,0.3248560693,0,,,,0,,,,2021,water
WL.BJK.04,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,"""จุดวัดคลองบางจาก ตอนถนนพุทธมณฑลสาย 2 """,105120,-0.07,1.05,0.3503231545,0,,,,0,,,,2021,water
WL.BKA.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำ คลองบางเขนใหม่,105120,-2.22,0.6,-0.4581887367,105120,-0.87,2.32,0.5673028919,0,,,,2021,water
WL.BKA.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางเขน ช่วงถนนกรุงเทพ-นนทบุรี,105120,-1.1,0.73,-0.2272514269,0,,,,0,,,,2021,water
WL.BKA.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางเขน ช่วงถนนประชาชื่น,105120,-1.0,1.0,-0.1864888699,0,,,,0,,,,2021,water
WL.BKA.04,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางเขน ช่วงถนนวิภาวดีรังสิต,105120,-0.84,0.92,-0.1529666096,0,,,,0,,,,2021,water
WL.BKB.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางกระบือ ตอนถนนสามเสน,105120,-0.84,0.98,-0.0793076484,0,,,,0,,,,2021,water
WL.BKG.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ประตูระบายน้ำ คลองบึงขวาง,105120,-1.38,0.57,-0.2760652588,105120,-2.53,0.97,-0.0841734209,0,,,,2021,water
WL.BKL.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางโคลัด ตอนถนนบางบอน 1,105120,-0.08,0.62,0.2008561644,0,,,,0,,,,2021,water
WL.BKY.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำ คลองบางกอกใหญ่,105120,-1.27,0.91,0.2198214422,105120,-1.54,2.36,0.5172199391,0,,,,2021,water
WL.BKY.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางเชือกหนัง ตอนวัดปากน้ำฝั่งใต้,105120,-0.52,0.7,0.1548918379,0,,,,0,,,,2021,water
WL.BLP.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางลำพู ตอนสะพานผ่านฟ้า,105120,-3.0,0.21,-0.4758667237,0,,,,0,,,,2021,water
WL.BLY.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบ้านหลาย ตอนถนนสุขุมวิท 77,105120,-1.82,0.19,-0.7748581621,0,,,,0,,,,2021,water
WL.BMK.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางมะเขือ ตอนถนนสุขุมวิท 71,105120,-1.65,-0.37,-1.1207081431,0,,,,0,,,,2021,water
WL.BNA.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำ บางนา,105120,-1.41,-0.01,-0.7435953196,105120,-1.5,2.32,0.4320372907,0,,,,2021,water
WL.BNA.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางนา ตอนถนนสุขุมวิท,105120,-1.14,0.37,-0.7096395548,0,,,,0,,,,2021,water
WL.BNA.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางนา ตอนถนนศรีนครินทร์,105115,-0.88,0.38,-0.5144445607,0,,,,0,,,,2021,water
WL.BNJ.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางนางจีน ตอนสถานีสูบน้ำบางนางจีน,105120,-1.23,-0.02,-0.8331437405,0,,,,0,,,,2021,water
WL.BNJ.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางนางจีน ตอนซอยสุขุมวิท 66/1,105120,-3.0,0.01,-1.0165910388,0,,,,0,,,,2021,water
WL.BNJ.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางนางจีน ตอนซอยสุขุมวิท 93,105120,-1.14,-0.01,-0.7624175228,0,,,,0,,,,2021,water
WL.BNJ.04,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางนางจีน ตอนถนนสุขุมวิท 101/1,105120,-1.83,0.02,-0.8975446157,0,,,,0,,,,2021,water
WL.BOA.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำ บางอ้อ,91713,-2.9,-0.04,-0.9623756719,104691,-2.12,2.18,0.4309313121,0,,,,2021,water
WL.BOA.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางอ้อ ตอนซอยสุขุมวิท 64,105120,-1.49,0.02,-0.8854108638,0,,,,0,,,,2021,water
WL.BPA.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบ้านป่า ตอนถนนพัฒนาการ,105120,-0.82,0.07,-0.4688092656,0,,,,0,,,,2021,water
WL.BPM.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางพรม ตอนคลองชักพระ,105115,-0.46,0.87,0.3221386101,0,,,,0,,,,2021,water
WL.BPM.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางพรม ตอนถนนฉิมพลี,105116,-0.16,0.85,0.3514104418,0,,,,0,,,,2021,water
WL.BPM.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางพรม ตอนถนนกาญจนาภิเษก,105120,-0.05,0.95,0.3935621195,0,,,,0,,,,2021,water
WL.BPM.04,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางพรม ตอนถนนพุทธมณฑลสาย 3,105120,0.01,0.98,0.4255817161,0,,,,0,,,,2021,water
WL.BPN.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางพราน ตอนถนนบางบอน 1,105120,-0.27,0.13,-0.093042618,0,,,,0,,,,2021,water
WL.BPN.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางพราน ตอนถนนบางบอน 2,105120,-0.07,0.76,0.1734842085,0,,,,0,,,,2021,water
WL.BPU.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดสถานตากอากาศบางปู,105120,-0.26,2.26,0.5824642314,0,,,,0,,,,2021,water
WL.BSK.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำ คลองบางไส้ไก่,105120,-1.46,0.77,0.0608299087,105120,-1.11,2.24,0.4429145738,0,,,,2021,water
WL.BSU.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำ คลองบางซื่อ,105120,-1.35,0.32,-0.4606542047,105120,-1.18,2.35,0.5706961568,0,,,,2021,water
WL.BSU.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางซื่อ ช่วงถนนพระรามที่ 5,105120,-1.34,0.2,-0.4325501332,0,,,,0,,,,2021,water
WL.BSU.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางซื่อ ตอนถนนพระรามที่ 6,105120,-1.74,0.1,-0.4979570967,0,,,,0,,,,2021,water
WL.BSU.04,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางซื่อ ช่วงถนนพหลโยธิน,105120,-1.06,0.37,-0.4960325342,0,,,,0,,,,2021,water
WL.BSU.05,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางซื่อ ช่วงถนนวิภาวดีรังสิต,105115,-1.59,1.04,-0.5501899824,0,,,,0,,,,2021,water
WL.BSU.06,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางซื่อ ช่วงถนนรัชดาภิเษก (เจ้าพระยาปาร์ค),105115,-1.6,0.28,-0.5653150359,0,,,,0,,,,2021,water
WL.BTL.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางตลาด ตอนท่าทราย,105120,-3.0,1.28,0.3760504186,0,,,,0,,,,2021,water
WL.BTY.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางเตย ตอนถนนนวมินทร์ 66/3,105120,-0.83,0.7,-0.2938304795,0,,,,0,,,,2021,water
WL.BWK.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางแวก ตอนคลองบางกอกใหญ่,104894,-0.36,0.8,0.2843824242,0,,,,0,,,,2021,water
WL.BWK.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางแวก ตอนถนนพุทธมณฑลสาย 1,105115,0.02,1.03,0.5083311611,0,,,,0,,,,2021,water
WL.BWK.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางแวก ตอนคลองทวีวัฒนา,105120,0.05,1.04,0.4390884703,0,,,,0,,,,2021,water
WL.BYI.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบึงใหญ่ ตอนวัดทองสัมฤทธิ์,105120,-0.69,0.88,-0.0143550228,0,,,,0,,,,2021,water
WL.BYK.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางยี่ขัน ตอนถนนจรัญสนิทวงศ์,105120,-2.0,0.89,0.0384947679,0,,,,0,,,,2021,water
WL.BYK.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางยี่ขัน ตอนสถานีสูบน้ำคลองบางยี่ขัน,105120,-1.12,0.79,0.1869034437,0,,,,0,,,,2021,water
WL.CBJ.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองชวดบางจาก ตอนถนนประชาอุทิศ,105120,-1.02,0.49,-0.6280964612,0,,,,0,,,,2021,water
WL.CKS.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำ คลองเจ้าคุณสิงห์,105120,-1.39,0.38,-0.8828292428,0,,,,0,,,,2021,water
WL.CKS.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองเจ้าคุณสิงห์ ตอนถนนลาดพร้าว,105119,-1.21,-0.12,-0.8646630961,0,,,,0,,,,2021,water
WL.CNS.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำ คลองช่องนนทรี,105120,-2.56,0.2,-0.9005899924,105120,-1.36,2.02,0.4138274353,0,,,,2021,water
WL.CNS.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองช่องนนทรี ตอนถนนนราธิวาสราชนครินทร์,105120,-1.53,0.18,-0.7633509323,0,,,,0,,,,2021,water
WL.CNS.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองช่องนนทรี ตอนถนนจันทน์,105120,-1.49,0.75,-0.6897796804,0,,,,0,,,,2021,water
WL.CNS.04,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองช่องนนทรี ตอนถนนสาทรใต้,70690,-1.34,1.52,-0.6825053049,0,,,,0,,,,2021,water
WL.CPA.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำ คลองชักพระ,105120,-1.31,0.88,0.1828281963,105120,-0.68,2.15,0.6241886416,0,,,,2021,water
WL.CTC.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองชวดตาเชียง ตอนสถานีสูบน้ำคลองชวดตาเชียง,104197,-3.0,0.2,-0.5809564575,0,,,,0,,,,2021,water
WL.CYI.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองชวดใหญ่ ตอนถนนพระราม 9 ซอย 13,105116,-1.24,0.34,-0.5446021538,0,,,,0,,,,2021,water
WL.CYI.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองชวดใหญ่ ตอนถนนพระราม 9,105120,-1.26,0.25,-0.6006789384,0,,,,0,,,,2021,water
WL.DKN.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำ ดาวคะนอง,105120,-1.21,0.8,0.0763326674,105120,-1.5,2.25,0.4401436454,0,,,,2021,water
WL.FTM.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองโบสถ์แม่พระ ตอนถนนดินแดง,105120,-1.28,0.13,-0.5771010274,0,,,,0,,,,2021,water
WL.HKG.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองห้วยขวาง ตอนถนนประชาสงเคราะห์,105120,-2.31,1.58,-0.7815349125,0,,,,0,,,,2021,water
WL.HKG.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองห้วยขวาง ตอนถนนเทียมร่วมมิตร,105120,-2.17,0.93,-0.7371356545,0,,,,0,,,,2021,water
WL.HMK.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองหัวหมาก ตอนถนนศรีนครินทร์,105120,-0.82,0.18,-0.4222413432,0,,,,0,,,,2021,water
WL.IDE.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดบ่อสูบน้ำอินโดนีเซีย,105120,-1.06,0.4,-0.4853065068,0,,,,0,,,,2021,water
WL.JRN.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำ คลองแจงร้อน,105120,-2.0,1.09,0.1280320586,105120,-1.58,2.06,0.4616842656,0,,,,2021,water
WL.KBU.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ประตูระบายน้ำ คลองบัว ตอนทางรถไฟสายใต้,105120,-0.63,1.02,0.3180745814,105120,-0.77,2.13,0.6387832953,0,,,,2021,water
WL.KBU.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบัว ตอนถนนพุทธมณฑลสาย 1,105119,-0.27,0.89,0.3383411182,0,,,,0,,,,2021,water
WL.KDN.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ประตูระบายน้ำ คลองวัดด่าน,105120,-0.87,0.93,-0.2470131279,105105,-2.79,2.12,0.4221573664,0,,,,2021,water
WL.KJA.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองกะจะ ตอนถนนพระราม 9,105120,-2.61,0.09,-0.7672861492,0,,,,0,,,,2021,water
WL.KJA.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองกะจะ ตอนถนนพระราม 9 ซอย 57,105120,-1.27,0.07,-0.7348446537,0,,,,0,,,,2021,water
WL.KJG.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองจิก ตอนถนนหัวหมาก,105120,-1.21,0.06,-0.7776659056,0,,,,0,,,,2021,water
WL.KJK.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำ คลองเจ็ก,105120,-1.35,-0.32,-0.9024799277,105120,-1.05,2.02,0.412301465,0,,,,2021,water
WL.KJK.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองเจ็ก ตอนถนนสุขุมวิท 60/1,105120,-1.2,0.31,-0.7907050989,0,,,,0,,,,2021,water
WL.KJN.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองจั่น ตอนถนนลาดพร้าว,105120,-0.84,0.39,-0.4164517694,0,,,,0,,,,2021,water
WL.KJN.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองจั่น ตอนถนนโยธินพัฒนา,105120,-0.75,0.7,-0.3587774924,0,,,,0,,,,2021,water
WL.KJT.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,"""จุดวัดคลองจิต ตอนซอยลาดพร้าว 122 """,105120,-1.32,0.25,-1.0706444064,0,,,,0,,,,2021,water
WL.KJU.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองขุนจันทร์ ตอนถนนฉิมพลี,105120,-0.88,0.63,-0.7281967275,0,,,,0,,,,2021,water
WL.KKD.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองเคล็ด ตอนถนนสุขุมวิท 77,105120,-1.72,0.02,-0.8353231545,0,,,,0,,,,2021,water
WL.KKD.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองเคล็ด ตอนถนนสุภาพงษ์ 1,105120,-1.24,0.07,-0.7990526065,0,,,,0,,,,2021,water
WL.KKD.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองเคล็ด ตอนถนนศรีนครินทร์,105120,-0.7,0.53,-0.4484335997,0,,,,0,,,,2021,water
WL.KKO.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองเก้า ตอนวัดศรีสุขสถาพร,91704,-2.71,1.62,-0.5503545102,0,,,,0,,,,2021,water
WL.KKS.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำ เทเวศร์,105120,-1.04,0.14,-0.4550292047,105120,-1.21,2.1,0.5477514269,0,,,,2021,water
WL.KKS.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองผดุงกรุงเกษม ตอนทำเนียบรัฐบาล,105120,-1.17,0.64,-0.3691798896,0,,,,0,,,,2021,water
WL.KKS.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองผดุงกรุงเกษม ตอนหัวลำโพง,105120,-1.28,0.07,-0.5303376142,0,,,,0,,,,2021,water
WL.KKS.04,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำ กรุงเกษม,105117,-1.47,0.03,-0.5084563867,105117,-1.86,2.05,0.49133594,0,,,,2021,water
WL.KKY.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองควาย ตอนถนนศาลาธรรมสพน์,105120,-0.06,1.02,0.3944692732,0,,,,0,,,,2021,water
WL.KKY.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองควาย ตอนถนนบรมราชชนนี,105120,-0.09,0.99,0.3910737253,0,,,,0,,,,2021,water
WL.KLA.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองลาว ตอนถนนพัฒนาการ,105120,-3.0,0.47,-0.4330019977,0,,,,0,,,,2021,water
WL.KLD.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองหลอด ตอนสถานีสูบน้ำปากคลองตลาด,105120,-0.65,0.81,0.2511430746,0,,,,0,,,,2021,water
WL.KLD.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองหลอด ตอนถนนราชดำเนินใน,105120,-0.46,0.77,0.2665552702,0,,,,0,,,,2021,water
WL.KLT.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองตัน ช่วงใต้ทางด่วน,105120,-1.15,0.0,-0.5842673135,0,,,,0,,,,2021,water
WL.KMN.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำ คลองมอญ,105120,-1.11,0.81,0.134261035,105120,-1.44,2.39,0.4917785388,0,,,,2021,water
WL.KNB.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองหนองบอน ตอนอ่อนนุช 66 ซอย 13,105120,-1.25,-0.05,-0.7491150114,0,,,,0,,,,2021,water
WL.KNB.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองหนองบอน ตอนถนนเฉลิมพระเกียรติรัชกาลที่ 9,105120,-0.56,0.32,-0.3302735921,0,,,,0,,,,2021,water
WL.KPG.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองเป้ง ตอนซอยเอกมัย 23,105120,-1.9,-0.68,-1.3670878044,0,,,,0,,,,2021,water
WL.KPM.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองเปรมประชากร ช่วงสถานีน้ำอุโมงค์คลองเปรมประชากร,105120,-0.88,0.36,-0.316660293,0,,,,0,,,,2021,water
WL.KPM.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองเปรมประชากร ตอนถนนรัชดาภิเษก,105120,-2.46,0.47,-0.2897481925,0,,,,0,,,,2021,water
WL.KPM.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองเปรมประชากร ช่วงวัดเทวสุนทร,17983,-0.28,0.27,0.0850475449,0,,,,0,,,,2021,water
WL.KPM.04,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,คลองเปรมประชากร ตอนคลองบางตลาด*,105120,-0.29,0.99,0.1407866248,0,,,,0,,,,2021,water
WL.KPM.05,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองเปรมประชากร ตอนถนนสรงประภา,105120,-1.54,1.13,0.3420763889,0,,,,0,,,,2021,water
WL.KPM.06,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองเปรมประชากร ตอนคลองบ้านใหม่,105120,0.08,1.17,0.4098435122,0,,,,0,,,,2021,water
WL.KSG.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองสอง ตอนถนนพหลโยธิน,105119,-0.32,1.02,0.1583393107,0,,,,0,,,,2021,water
WL.KSI.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองสี่ ตอนถนนสุวินทวงศ์,105120,-0.66,1.0,0.0220417618,0,,,,0,,,,2021,water
WL.KSI.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองสี่ ตอนถนนเจ้าคุณทหาร,105120,-1.69,0.7,-0.7406634323,0,,,,0,,,,2021,water
WL.KSK.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,"""จุดวัดคลองขุนสกล ตอนซอยศรีนครินทร์ 36 """,105120,-1.55,0.24,-0.8126539193,0,,,,0,,,,2021,water
WL.KSM.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองสาม ตอนร่มเกล้า 17,105120,-0.87,0.69,-0.2359964802,0,,,,0,,,,2021,water
WL.KSM.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองสาม ตอนมอเตอร์เวย์,105120,-0.79,0.71,-0.1428293379,0,,,,0,,,,2021,water
WL.KSO.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองซอย ตอนถนนบรมราชชนนี,105119,-0.03,0.95,0.4142275897,0,,,,0,,,,2021,water
WL.KSO.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองซอย ตอนถนนศาลาธรรมสพน์,105120,-1.0,1.16,0.3538112633,0,,,,0,,,,2021,water
WL.KTK.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองขรัวตาแก่น ตอนซอยสะพานขวา,105120,-1.0,0.51,-0.4684652778,0,,,,0,,,,2021,water
WL.KTY.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำ คลองเตย,105120,-2.52,0.56,-1.5188245814,105120,-2.1,2.69,0.3844047755,0,,,,2021,water
WL.LBK.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองลาดบัวขาว ตอนถนนรามคำแหง,105120,-0.62,0.62,-0.1921927321,0,,,,0,,,,2021,water
WL.LBK.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองลาดบัวขาว ตอนถนนเคหะร่มเกล้า,105119,-1.0,0.4,-0.3697138481,0,,,,0,,,,2021,water
WL.LBK.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองลาดบัวขาว ตอนซอยกาญจนาภิเษก 24,105120,-0.63,0.51,-0.2526256659,0,,,,0,,,,2021,water
