station,rows,ts_min,ts_max,n_ts,name,n_flow,min_flow,max_flow,avg_flow,n_wl,min_wl,max_wl,avg_wl,n_area,min_area,max_area,avg_area,n_mean_velocity,min_mean_velocity,max_mean_velocity,avg_mean_velocity,year,dataset
FW.BBU.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,จุดวัดคลองบางบัว,102475,-5.34,13.73,1.7821540864,102475,-1.0,0.97,-0.1266173213,80711,0.0,56.99,28.7086112178,102475,-0.24,0.29,0.060690022,2019,flow
FW.BKA.02,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,สถานีสูบน้ำคลองบางเขนใหม่,103878,0.0,62.06,2.1206137007,103878,-1.72,0.6,-0.2796707676,103878,9.11,39.02,27.5232774023,103878,0.0,3.12,0.1519687518,2019,flow
FW.BKG.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองบึงขวาง,101985,-62.04,1000.0,-0.3609636711,101984,-0.61,2.33,-0.2295746392,101984,0.0,69.28,20.4528284829,101984,-1.61,1.34,-0.0209391669,2019,flow
FW.BSU.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,สถานีสูบน้ำคลองบางซื่อ,104932,0.0,49.52,2.131922769,104932,-0.96,0.38,-0.3063100865,104932,35.82,58.56,46.9134835894,104932,0.0,1.79,0.0757515343,2019,flow
FW.K2W.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองสองตะวันตก,105088,0.0,327.03,1.7911046932,105088,-0.44,2.54,-0.0117995394,105088,1.52,64.24,9.1359881242,105088,0.0,8.43,0.2100239799,2019,flow
FW.K3W.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองสามตะวันตก,103125,0.0,41.23,0.1345269333,103125,-0.18,3.36,0.1828261818,103125,23.65,89.51,29.4713309091,103125,0.0,2.86,0.0078373818,2019,flow
FW.K4W.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองสี่ตะวันตก,105082,0.0,14.5,0.0271030243,105082,-0.7,2.85,0.0796813917,105082,1.06,101.12,12.0885666432,105082,0.0,1.9,0.0042710455,2019,flow
FW.KKY.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองควาย,102316,0.0,71.91,0.1702942844,102316,-1.72,1.2,0.4892254388,102316,2.13,46.98,33.5679183119,102316,0.0,7.43,0.0181154463,2019,flow
FW.KNG.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองหนึ่ง,105097,0.0,51.57,0.5845553156,105097,-0.6,0.28,-0.2756823696,105097,12.0,28.0,16.9841194325,105097,0.0,4.59,0.0539559645,2019,flow
FW.KPM.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,จุดวัดคลองเปรมประชากร ตอนวัดเทวสุนทร,87293,-3.26,27.22,2.109420343,87293,-0.32,0.33,0.0085634587,86189,0.0,74.4,15.1336314379,87293,-30.4,58.27,0.1057073305,2019,flow
FW.KPM.02,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,จุดวัดคลองเปรมประชากร ตอนซอยประชาชื่น 4 แยก 1-4,103915,-4.11,37.42,2.8890363278,103915,-1.0,0.45,-0.4595955348,63271,0.0,70.97,35.8339515734,103915,-2.76,5.98,1.1782246066,2019,flow
FW.KSO.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองซอย,105016,-134.99,105.15,-0.3778823227,105025,0.17,0.89,0.540502547,105016,4.99,7.0,6.025417365,105025,-0.55,0.5,-0.0017895739,2019,flow
FW.KSW.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองสามวา,103890,0.0,15.07,0.274136683,103890,-0.56,0.33,-0.2365774377,103890,18.6,32.98,23.8289591876,103890,0.0,1.06,0.018540668,2019,flow
FW.LKB.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,ประตูระบายน้ำลาดกระบัง,105075,0.0,25.43,0.5053327623,105075,-0.72,0.24,-0.3566238401,105075,16.0,30.0,21.0724339757,105075,0.0,2.04,0.0334582917,2019,flow
FW.LMT.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองลำหม้อแตก,105098,0.0,24.63,0.0800151287,105098,-0.2,0.99,0.1754223677,105098,2.42,18.96,6.5363402729,105098,0.0,5.04,0.0225490495,2019,flow
FW.LPW.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองลาดพร้าว,105108,-6.12,10.34,0.1596737641,105112,-1.0,0.78,-0.1288145978,102030,0.0,28.63,14.3822910909,105112,-0.53,0.79,0.0084755309,2019,flow
FW.PKG.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,จุดวัดสะพานพระราม 8,104490,-2598.73,2451.64,-0.7143474017,104490,-1.0,1.61,0.3252903627,94017,0.0,2945.52,2590.5636798664,104490,-0.9,1.11,0.0452793569,2019,flow
FW.PNJ.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,สถานีสูบน้ำคลองขุนราชพินิจใจ,105037,0.0,586.02,51.3160551044,105037,-0.86,1.23,0.471026305,105037,14.97,83.62,57.4775147805,105037,0.0,8.65,1.4482102497,2019,flow
FW.PSC.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,จุดวัดคลองภาษีเจริญ ตอนคลองมหาศร,92254,-9.71,10.02,-0.0838297526,92254,-1.0,0.74,-0.0359052182,68864,0.0,50.67,36.5288930355,92254,-0.77,2.06,-0.0090582522,2019,flow
FW.PSR.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองพระยาสุเรนทร์,105099,0.0,176.69,3.0731424657,105099,-0.25,1.3,0.2327224807,105099,0.0,52.58,27.114782919,105099,0.0,8.79,0.1979594478,2019,flow
FW.PWT.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,จุดวัดคลองประเวศบุรีรมย์ ตอนวัดขจรศิริ,104693,-261.48,319.06,6.5025297775,104755,-0.9,0.09,-0.4606590616,104773,0.0,85.55,69.9747418705,104773,-4.27,5.5,0.1096802611,2019,flow
FW.RMT.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,สถานีสูบน้ำคลองพระยาราชมนตรี,63727,0.0,57.89,12.8309648971,63725,-1.5,0.39,-0.6101443703,63727,11.8,42.05,27.0378384358,63727,0.0,1.56,0.3686531611,2019,flow
FW.SBR.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองขุนศรีบุรีรักษ์,104916,-8.78,7.56,-0.0232942545,104966,0.23,0.98,0.5965726997,104916,1.8,2.47,2.1303853559,104967,-0.5,0.51,-0.0014607448,2019,flow
FW.SSB.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,สถานีสูบน้ำคลองแสนแสบ ตอนคลองตัน,67639,-9.19,19.56,1.1294719023,67639,-0.67,0.12,-0.0595326661,67639,0.0,86.8,16.3537218173,67639,-0.11,0.27,0.0148943657,2019,flow
FW.SSB.02,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,จุดวัดคลองแสนแสบ ตอนเขตบางกะปิ,78920,-7.85,18.08,2.6080794475,78920,-1.0,0.02,-0.326794222,78916,0.0,48.02,42.3964482488,78920,-0.18,0.4,0.0626512924,2019,flow
FW.SSB.03,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองแสนแสบ-มีนบุรี,104445,-27.24,0.0,-9.2123639236,104445,-0.65,0.25,-0.3327402939,104445,83.0,116.0,95.5962372541,104447,-0.38,0.0,-0.1385331316,2019,flow
FW.SSM.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองสิบสาม,103708,0.0,0.0,0.0,103708,-0.9,1.32,0.3922505496,103708,23.83,93.67,69.6994122922,103708,0.0,0.0,0.0,2019,flow
FW.SSN.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,สถานีสูบน้ำคลองสามเสน,102481,-37.14,76.86,0.0217618876,102490,-1.32,0.34,-0.587294858,102481,24.92,43.54,33.1351548092,102491,-0.42,0.54,5.42487e-05,2019,flow
FW.SST.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองสองสายใต้,105083,0.0,9.51,0.0404766708,105083,-0.21,0.86,0.096279893,105083,20.29,64.79,30.7113825262,105083,0.0,0.74,0.004622822,2019,flow
FW.TWW.01,105120,2019-01-01T00:00:00.000,2019-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองทวีวัฒนา,102643,0.0,69.6,1.4300469589,102643,0.12,0.9,0.4643296669,102643,63.04,83.33,72.0011822531,102643,0.0,2.57,0.0515172978,2019,flow
FW.BBU.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,จุดวัดคลองบางบัว,95588,-14.89,10.62,-0.7105343767,95588,-0.41,1.0,-0.0124474829,93993,0.0,58.89,19.2040684945,95588,-0.46,0.34,-0.0267942629,2020,flow
FW.BKA.02,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,สถานีสูบน้ำคลองบางเขนใหม่,105371,0.0,25.14,2.5804779304,105371,-1.9,0.6,-0.3490236403,105371,7.07,39.02,26.6196784694,105371,0.0,1.22,0.1878719002,2020,flow
FW.BKG.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ประตูระบายน้ำคลองบึงขวาง,103522,-36.18,1000.0,-0.7016917177,103521,-0.73,2.33,-0.2048346712,103521,0.0,69.28,23.105283952,103521,-1.89,1.16,-0.03786623,2020,flow
FW.BSU.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,สถานีสูบน้ำคลองบางซื่อ,100921,0.0,73.63,4.7191001873,100921,-1.12,0.22,-0.3663264335,100921,33.11,55.84,45.8958504177,100921,0.0,2.19,0.1740929044,2020,flow
FW.K2W.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ประตูระบายน้ำคลองสองตะวันตก,104497,0.0,301.24,1.5937934103,104497,-0.38,2.54,0.2070082395,104497,1.66,64.24,12.9985915385,104497,0.0,7.7,0.2604960908,2020,flow
FW.K3W.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ประตูระบายน้ำคลองสามตะวันตก,105343,0.0,67.98,0.1425989387,105343,-0.19,3.37,0.2667933323,105343,23.49,89.71,30.7477865639,105343,0.0,3.69,0.0085674416,2020,flow
FW.K4W.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ประตูระบายน้ำคลองสี่ตะวันตก,104493,0.0,89.56,0.1448084561,104493,-0.54,2.85,0.3787646062,104493,0.0,101.12,17.8608752739,104493,0.0,2.42,0.0117447102,2020,flow
FW.KKY.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ประตูระบายน้ำคลองควาย,104805,0.0,99.41,0.1723518916,104805,0.12,1.43,0.5222415915,104805,27.44,52.32,34.1330439387,104805,0.0,8.3,0.0167491055,2020,flow
FW.KNG.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ประตูระบายน้ำคลองหนึ่ง,104765,0.0,144.59,0.2429344724,104765,-0.67,3.48,-0.1167390827,104765,11.0,126.0,20.1954374075,104765,0.0,8.16,0.0172046008,2020,flow
FW.KPM.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,จุดวัดคลองเปรมประชากร ตอนวัดเทวสุนทร,104241,-9.45,37.92,9.8892835832,104241,-0.49,0.75,-0.1010109266,98151,0.0,74.8,46.3498432008,104241,-0.14,16.5,0.2013412189,2020,flow
FW.KPM.02,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,จุดวัดคลองเปรมประชากร ตอนซอยประชาชื่น 4 แยก 1-4,105399,-10.92,30.2,3.4362212165,105399,-0.94,0.35,-0.2987516011,104007,0.0,66.35,43.0428753834,105399,-1.89,5.2,0.7437099024,2020,flow
FW.KSO.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ประตูระบายน้ำคลองซอย,82568,-84.05,0.0,-0.0125756952,82613,0.0,0.71,0.182984034,82568,0.0,6.5,2.1967887075,82569,-0.44,0.0,-6.60054e-05,2020,flow
FW.KSW.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ประตูระบายน้ำคลองสามวา,103532,0.0,43.36,0.6729515512,103532,-0.65,2.73,-0.1271178959,103532,17.15,130.6,26.139776784,103532,0.0,2.81,0.0411611869,2020,flow
FW.LKB.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ประตูระบายน้ำลาดกระบัง,92434,0.0,23.31,0.4714326979,92434,-0.84,0.79,-0.3195768873,92434,14.0,39.0,21.6388991064,92434,0.0,1.98,0.031304282,2020,flow
FW.LMT.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ประตูระบายน้ำคลองลำหม้อแตก,85132,0.0,33.61,0.1440837758,85132,-0.16,1.26,0.2803666072,85132,2.83,23.58,8.1155590142,85135,0.0,5.01,0.0354211546,2020,flow
FW.LPW.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ประตูระบายน้ำคลองลาดพร้าว,105401,-10.89,12.25,0.0566191972,105401,-0.79,0.52,-0.289033975,92813,4.95,24.47,11.872318533,105401,-0.85,0.88,0.0028143946,2020,flow
FW.PKG.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,จุดวัดสะพานพระราม 8,105351,-2992.02,2752.87,3.3985167678,105390,-0.91,1.76,0.4454540279,96595,0.0,2974.3,2679.1768816191,105390,-1.12,1.06,0.0597335611,2020,flow
FW.PNJ.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,สถานีสูบน้ำคลองขุนราชพินิจใจ,105270,0.0,591.25,98.0273414078,105270,-0.74,1.27,0.4966661917,105270,18.07,85.21,58.3202174409,105270,0.0,8.73,2.7144318419,2020,flow
FW.PSC.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,จุดวัดคลองภาษีเจริญ ตอนคลองมหาศร,105382,-34.16,42.69,0.1016756182,105382,0.0,0.9,0.2045672885,85472,0.0,54.14,22.9334111756,105382,-0.92,0.95,-0.0005266554,2020,flow
FW.PSR.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ประตูระบายน้ำคลองพระยาสุเรนทร์,104881,0.0,215.91,1.2634968202,104881,-0.16,1.7,0.40352018,104881,0.0,63.52,31.0262835976,104881,0.0,9.08,0.0719003442,2020,flow
FW.PWT.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,จุดวัดคลองประเวศบุรีรมย์ ตอนวัดขจรศิริ,87837,-219.42,207.68,6.5822377813,87935,-0.83,0.21,-0.4087477114,88041,0.0,88.93,68.8564693722,88041,-3.75,3.35,0.1097710158,2020,flow
FW.RMT.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,สถานีสูบน้ำคลองพระยาราชมนตรี,105349,0.0,70.46,7.9327673732,89913,-1.59,0.41,-0.4207496135,89913,0.0,42.05,28.1834821439,105349,0.0,1.84,0.2962397365,2020,flow
FW.SBR.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ประตูระบายน้ำคลองขุนศรีบุรีรักษ์,104651,-11.42,10.63,-0.0400414712,104714,0.23,1.13,0.6200301774,104651,1.8,2.61,2.1514286533,104715,-0.61,0.52,-0.002656162,2020,flow
FW.SSB.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,สถานีสูบน้ำคลองแสนแสบ ตอนคลองตัน,101224,-7.02,34.2,4.6042235043,101224,-1.13,0.16,-0.4684790168,101222,0.0,89.66,73.0811044042,101224,-0.09,0.45,0.063990852,2020,flow
FW.SSB.02,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,จุดวัดคลองแสนแสบ ตอนเขตบางกะปิ,101792,-8.85,21.33,2.2244259863,101792,-1.18,0.38,-0.2701587551,101784,0.0,53.25,30.6772521221,101792,-0.2,0.46,0.0547532223,2020,flow
FW.SSB.03,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ประตูระบายน้ำคลองแสนแสบ-มีนบุรี,105117,-28.16,0.0,-12.407501641,105117,-0.75,0.61,-0.247207778,105117,78.0,131.0,98.4952862049,105119,-0.38,0.0,-0.1809814591,2020,flow
FW.SSM.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ประตูระบายน้ำคลองสิบสาม,105387,0.0,0.0,0.0,105387,-1.06,1.37,-0.0851623065,105387,15.55,95.09,53.5988695,105387,0.0,0.0,0.0,2020,flow
FW.SSN.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,สถานีสูบน้ำคลองสามเสน,103599,-33.05,84.65,0.0925139239,103611,-1.74,0.39,-0.5586928994,103599,0.0,43.99,33.4547852779,103611,-0.42,0.59,0.0008488481,2020,flow
FW.SST.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ประตูระบายน้ำคลองสองสายใต้,105403,0.0,34.22,0.0819129437,105403,-0.25,1.22,0.151161447,105403,19.06,83.05,33.1225034392,105403,0.0,4.09,0.0082159901,2020,flow
FW.TWW.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ประตูระบายน้ำคลองทวีวัฒนา,104059,0.0,101.67,1.4815796808,104059,0.11,1.01,0.4473574607,104059,62.78,86.19,71.5589684698,104059,0.0,3.28,0.054307268,2020,flow
FW.BBU.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองบางบัว,104084,-40.79,29.87,-0.7137605203,104084,-0.18,0.87,0.0531392913,103657,0.0,53.5,24.8931215451,104084,-0.93,0.69,-0.0220033819,2021,flow
FW.BKA.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำคลองบางเขนใหม่,104823,0.0,29.98,2.6146513647,104823,-1.58,0.52,-0.420468504,104823,10.74,37.97,25.6830832928,104823,0.0,1.42,0.1870655295,2021,flow
FW.BKG.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองบึงขวาง,104174,-31.62,1000.0,-0.0808871695,104173,-0.61,0.61,-0.1762588195,104173,17.44,36.02,23.8095294366,104173,-1.97,1.57,0.0079215344,2021,flow
FW.BSU.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำคลองบางซื่อ,104512,0.0,49.81,2.2296603261,104512,-1.36,0.24,-0.3972655772,104512,29.04,56.18,45.3706427013,104512,0.0,2.05,0.084153303,2021,flow
FW.K2W.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองสองตะวันตก,104432,0.0,139.8,0.814193638,104432,-0.37,1.19,0.1956294048,104432,0.0,29.65,12.8273356825,104432,0.0,7.81,0.0692351961,2021,flow
FW.K3W.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองสามตะวันตก,103168,0.0,257.14,0.1835377249,103168,-0.09,1.45,0.3254953086,103168,0.0,52.0,31.6300544743,103168,0.0,4.22,0.0085853172,2021,flow
FW.K4W.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองสี่ตะวันตก,84205,0.0,60.94,0.4351707143,84205,-0.47,2.85,0.2283053263,84205,3.13,101.12,14.7019017873,84205,0.0,1.91,0.0432544386,2021,flow
FW.KKY.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองควาย,104318,0.0,327.54,0.3981005196,104318,-2.03,3.4,0.4384298012,104318,14.01,107.73,32.7589883817,104318,0.0,7.86,0.0403135605,2021,flow
FW.KNG.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองหนึ่ง,103446,0.0,74.74,0.3789285231,103446,-0.55,0.69,-0.1260940974,103446,13.0,37.0,19.9838079771,103446,0.0,6.87,0.026560621,2021,flow
FW.KPM.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองเปรมประชากร ตอนวัดเทวสุนทร,105105,-4.27,39.22,11.3793074545,105105,-0.48,0.81,-0.1667782693,99661,0.0,76.36,53.8895502754,105105,-11.81,8.99,0.2191737786,2021,flow
FW.KPM.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองเปรมประชากร ตอนซอยประชาชื่น 4 แยก 1-4,105110,-12.56,35.83,4.8808191419,105110,-0.87,0.29,-0.350471506,101169,0.0,65.03,49.9143681365,105110,-2.08,5.64,1.0521650652,2021,flow
FW.KSO.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองซอย,100253,0.0,143.79,8.456367191,100253,-0.03,0.95,0.4367222926,100253,0.0,7.17,5.6027645058,100277,0.0,0.56,0.0485975847,2021,flow
FW.KSW.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองสามวา,102300,0.0,17.84,0.4833316716,102300,-0.52,0.74,-0.0874746823,102300,19.25,41.57,26.3376381232,102300,0.0,1.32,0.029870479,2021,flow
FW.LKB.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ประตูระบายน้ำลาดกระบัง,49932,0.0,43.84,3.638050749,49932,-0.68,0.49,-0.2468741488,49932,0.0,34.0,22.4720820316,49932,0.0,2.47,0.2118891693,2021,flow
FW.LMT.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองลำหม้อแตก,100940,0.0,24.66,0.0811768377,100940,-0.21,2.98,0.3312236972,100940,2.32,56.24,8.7742647117,100940,0.0,5.06,0.019551912,2021,flow
FW.LPW.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองลาดพร้าว,104815,-5.32,21.52,0.1523030101,104815,-0.7,1.28,-0.1017450747,87693,0.0,36.9,14.2589752888,104815,-1.1,0.81,0.0117062443,2021,flow
FW.PKG.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดสะพานพระราม 8,103964,-2996.65,3645.51,304.1646954715,103982,-1.25,2.29,0.5374078206,96202,0.0,2993.75,2714.3491683125,103982,-1.09,1.36,0.157775288,2021,flow
FW.PNJ.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำคลองขุนราชพินิจใจ,104882,0.0,587.51,22.2236146336,104882,-0.82,1.31,0.474313991,104882,15.94,86.79,57.6039238382,104882,0.0,8.62,0.6612052592,2021,flow
FW.PSC.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองภาษีเจริญ ตอนคลองมหาศร,6194,-18.84,16.5,0.2453454956,6194,0.13,0.37,0.2802825315,1894,37.18,42.42,41.0946409715,6194,-0.67,3.62,0.0499773975,2021,flow
FW.PSR.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองพระยาสุเรนทร์,105107,0.0,176.43,2.1728842037,105107,-0.18,1.59,0.5191003454,105107,0.0,60.45,33.7498808833,105107,0.0,8.93,0.1179486618,2021,flow
FW.PWT.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองประเวศบุรีรมย์ ตอนวัดขจรศิริ,99047,-204.03,236.77,11.1154865872,99049,-0.86,0.23,-0.3775721108,99092,0.0,89.77,71.4091041658,99092,-3.34,3.92,0.1814609656,2021,flow
FW.RMT.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำคลองพระยาราชมนตรี,105083,0.0,59.57,7.7780001523,103463,-1.68,0.4,-0.2788963204,102013,10.36,42.05,30.164567163,105083,0.0,1.64,0.2598040596,2021,flow
FW.SBR.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองขุนศรีบุรีรักษ์,104525,-13.38,7.35,-0.0713542215,104586,0.09,1.11,0.5748586809,104525,1.67,2.59,2.1107522602,104590,-0.7,0.45,-0.0044056793,2021,flow
FW.SSB.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำคลองแสนแสบ ตอนคลองตัน,102958,-4.32,30.21,1.9844253968,102958,-1.08,0.04,-0.4505455623,102949,0.0,86.49,64.8236620074,102958,-0.06,0.43,0.0275911537,2021,flow
FW.SSB.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,จุดวัดคลองแสนแสบ ตอนเขตบางกะปิ,103444,-11.58,24.32,5.3993221453,103444,-0.87,0.47,-0.3149196667,102753,0.0,54.59,42.361372612,103444,-0.24,0.52,0.1243849812,2021,flow
FW.SSB.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองแสนแสบ-มีนบุรี,104860,-27.73,1.45,-12.4111099561,104861,-0.66,0.64,-0.1905633172,104860,0.0,134.0,100.5580334732,104865,-0.38,0.02,-0.1854539646,2021,flow
FW.SSM.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองสิบสาม,105114,0.0,0.0,0.0,105114,-1.1,1.47,0.4402212836,105114,13.74,97.92,71.2239244059,105114,0.0,0.0,0.0,2021,flow
FW.SSN.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,สถานีสูบน้ำคลองสามเสน,105001,-23.04,71.66,0.1128977819,105007,-1.7,0.23,-0.7202894093,105001,20.65,42.3,31.6435614899,105009,-0.22,0.57,0.0011845651,2021,flow
FW.SST.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองสองสายใต้,104559,0.0,15.04,0.0915900114,104559,-0.32,1.03,0.1585842443,104559,0.0,73.42,33.5866619803,104559,0.0,1.82,0.0087767672,2021,flow
FW.TWW.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองทวีวัฒนา,104260,0.0,101.89,0.9771241128,104260,-0.02,0.95,0.4241958565,104260,0.0,84.63,70.9540317476,104260,0.0,3.27,0.0358674468,2021,flow
FW.BBU.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,จุดวัดคลองบางบัว,102473,-21.3,30.17,3.0577469187,102473,-0.27,1.25,0.1178285988,100490,0.0,61.84,36.4073115733,102473,-0.62,0.58,0.0784845764,2022,flow
FW.BKA.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,สถานีสูบน้ำคลองบางเขนใหม่,104770,0.0,24.18,2.931244822,104770,-1.88,0.53,-0.5132427222,104770,7.29,38.1,24.4722121791,104770,0.0,1.18,0.2267781808,2022,flow
