station,rows,ts_min,ts_max,n_ts,name,n_flood,min_flood,max_flood,avg_flood,n_ge5,n_ge15,n_ge30,n_gt0,n_neg,year,dataset
FL.RTW.09,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.บรรทัดทอง ช่วงถนนเพชรบุรี,105120,0.0,28.5,0.0530707763,375,145,0,493,0,2022,flood
FL.RTW.10,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ศรีอยุธยา ช่วงโรงเรียนศรีอยุธยา,105120,0.0,35.6,0.0223430365,149,66,8,171,0,2022,flood
FL.SLG.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.พัฒนาการ แยกศรีนครินทร์,105120,0.0,27.4,0.0384408295,306,113,0,309,0,2022,flood
FL.SLG.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.รามคำแหง ซอย 3,105120,0.0,27.2,0.0173192542,159,41,0,171,0,2022,flood
FL.SLG.03,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,"""ถ.พัฒนาการ ช่วงธนาคารกรุงไทย """,105120,0.0,38.8,0.0887452435,352,261,129,578,0,2022,flood
FL.SMI.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงซอยพหลโยธิน 60/1,105120,0.0,50.8,0.0440039954,187,126,60,197,0,2022,flood
FL.SPW.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.เจริญกรุง แยกแปลงนาม,105120,0.0,15.8,0.0038603501,34,3,0,42,0,2022,flood
FL.SPW.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.เยาวราช ช่วงแยกราชวงศ์,105120,0.0,11.2,0.0020976027,22,0,0,37,0,2022,flood
FL.STN.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.จันทน์ ซอย 28/2,105120,0.0,21.5,0.0058656773,48,13,0,55,0,2022,flood
FL.STN.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.เซนต์หลุยส์ 3,105120,0.0,31.9,0.0190905632,105,73,3,113,0,2022,flood
FL.STN.03,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.สาธุประดิษฐ์ ซอย 2,105120,0.0,40.4,0.046939688,229,133,29,441,0,2022,flood
FL.STN.04,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.สวนพลู ช่วงตลาดสวนพลู,98314,0.0,28.1,0.0251866469,183,66,0,198,0,2022,flood
FL.WTL.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ลาดพร้าว ช่วงตัดถนนประดิษฐ์มนูธรรม,105120,0.0,11.8,0.0012157534,9,0,0,23,0,2022,flood
FL.WTL.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ลาดพร้าว ช่วงซอยลาดพร้าว 89,105120,0.0,23.7,0.0511035008,462,111,0,482,0,2022,flood
FL.WTL.03,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ซ.รามคำแหง 43/1,105120,0.0,15.3,0.0018635845,25,1,0,27,0,2022,flood
FL.WTL.04,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ซ.รามคำแหง 65 (ซอยมหาดไทย),105120,0.0,7.4,0.0007191781,9,0,0,18,0,2022,flood
FL.WTN.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ซ.สุขุมวิท 39 (ซอยพร้อมพงษ์),105120,0.0,23.3,0.0355203577,313,81,0,325,0,2022,flood
FL.WTN.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.อโศกมนตรี ช่วงแยกชิโนไทย,105120,0.0,11.1,0.0025989346,26,0,0,50,0,2022,flood
FL.BBN.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.เอกชัย ช่วงห้างบิ๊กซีบางบอน,105120,0.0,17.0,0.0098449391,69,1,0,198,0,2023,flood
FL.BBN.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.เอกชัย ซอย 60,105120,0.0,14.0,0.0016476408,15,0,0,26,0,2023,flood
FL.BKA.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงวงเวียนบางเขน,25920,0.0,0.0,0.0,0,0,0,0,0,2023,flood
FL.BKA.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงซอยพหลโยธิน 55/1,43291,0.0,13.9,0.0262779793,100,0,0,142,0,2023,flood
FL.BKE.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.เพชรเกษม แยกวงแหวนกาญจนาภิเษก,105112,0.0,19.9,0.0050888576,39,17,0,41,0,2023,flood
FL.BKE.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.เพชรเกษม ช่วงซอยวัดม่วง,105114,0.0,17.3,0.0032907129,22,15,0,23,0,2023,flood
FL.BKL.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.เจริญกรุง ช่วงวัดราชสิงขร,0,,,,0,0,0,0,0,2023,flood
FL.BKM.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.นวมินทร์ ช่วงซอย 46 (สันติอโศก),105117,0.0,39.4,0.0191691163,121,51,19,128,0,2023,flood
FL.BKM.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.นวมินทร์ ช่วงซอย 135,105113,0.0,30.0,0.0203209879,59,31,1,480,0,2023,flood
FL.BKN.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.อิสรภาพ ช่วงตลาดพรานนก,105105,0.0,15.0,0.002558394,21,1,0,32,0,2023,flood
FL.BKN.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.บรมราชชนนี ช่วงสายใต้,105113,0.0,9.1,0.0055654391,49,0,0,293,0,2023,flood
FL.BKP.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ลาดพร้าว แม็คโคร,105111,0.0,5.1,0.001029388,7,0,0,25,0,2023,flood
FL.BKP.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ศรีนครินทร์ หน้าบริษัทกรีนสปอร์ต,105120,0.0,24.3,0.0022678843,11,4,0,52,0,2023,flood
FL.BKT.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.บางขุนเทียน ชายทะเล ช่วงถ.พระรามที่ 2,105120,0.0,1.0,4.09056e-05,0,0,0,6,0,2023,flood
FL.BNA.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.สุขุมวิท ช่วงกรมอุตุนิยมวิทยา,105120,0.0,19.7,0.0018607306,15,7,0,15,0,2023,flood
FL.BNA.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ศรีนครินทร์ ช่วงวัดศรีเอี่ยม,105120,0.0,5.0,0.0001350837,1,0,0,3,0,2023,flood
FL.BNA.03,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.สุขุมวิท ช่วงแยกบางนา,105120,0.0,26.4,0.0126274734,71,44,0,207,0,2023,flood
FL.BNA.04,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.สุขุมวิท ช่วงแบริ่ง,105120,0.0,32.3,0.0157296423,67,26,4,250,0,2023,flood
FL.BNA.05,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.อุดมสุข ช่วงซอยอุดมสุข 1,49385,0.0,33.1,0.04821707,130,69,11,144,0,2023,flood
FL.BRK.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.สุรวงศ์ ช่วงทางด่วน,105120,0.0,33.2,0.0117627473,87,27,4,95,0,2023,flood
FL.BRK.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.สีลม ช่วงถนนคอนแวนต์,105110,0.0,5.8,0.0037969746,8,0,0,88,0,2023,flood
FL.BSU.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ประชาราษฏร์ แยกเตาปูน,105119,0.0,14.7,0.0096566748,96,0,0,129,0,2023,flood
FL.CTC.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.รัชดาภิเษก ช่วงแยกลาดพร้าว (หน้าธนาคารกรุงเทพ),105120,0.0,47.1,0.0302777778,96,83,67,109,0,2023,flood
FL.CTC.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.กำแพงเพชร 3,105120,0.0,13.4,0.0053148782,62,0,0,62,0,2023,flood
FL.CTC.03,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงแยกเกษตร,105120,0.0,42.0,0.0083732877,34,29,13,34,0,2023,flood
FL.CTC.04,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.เทศบาลสงเคราะห์ ช่วงตลาดประชานิเวศน์,89396,0.0,13.5,0.0027350217,19,0,0,26,0,2023,flood
FL.CTC.05,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พหลโยธิน หน้ากรมการขนส่งทางบก,104250,0.0,24.3,0.0061553957,51,18,0,51,0,2023,flood
FL.CTC.06,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.งามวงศ์วาน ช่วงแยกเกษตร,105120,0.0,7.9,0.01152207,39,0,0,290,0,2023,flood
FL.CTC.07,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ซ.เสนานิคม,105120,0.0,49.2,0.0206402207,73,55,42,73,0,2023,flood
FL.DDG.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.รัชดาภิเษก ช่วงแยกเทียมร่วมมิตร,105120,0.0,27.0,0.0052340183,46,8,0,61,0,2023,flood
FL.DDG.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ประชาสงเคราะห์ ตลาดห้วยขวาง,105120,0.0,28.4,0.0103148782,64,33,0,79,0,2023,flood
FL.DDG.03,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ดินแดง ซอยสุทธิพร 2,105120,0.0,13.9,0.0022650304,18,0,0,33,0,2023,flood
FL.DDG.04,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.รัชดาภิเษก ช่วงคลองบางซื่อ,105120,0.0,2.1,7.70548e-05,0,0,0,5,0,2023,flood
FL.DDG.05,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.รัชดาภิเษก สถานฑูตจีน,105120,0.0,10.9,0.0022821537,16,0,0,56,0,2023,flood
FL.DDG.06,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ประชาสุข ซ.อินทามระ 53,105120,0.0,31.1,0.0217722603,40,25,2,485,0,2023,flood
FL.DDG.07,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.วิภาวดี(ขาออก) ช่วงกรมทหารราบที่ 1,105120,0.0,36.9,0.0276065449,93,45,20,356,0,2023,flood
FL.DDG.08,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ดินแดง ช่วงโรงเรียนพิบูลประชาสรรค์,105120,0.0,19.3,0.0012785388,10,6,0,10,0,2023,flood
FL.DST.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พิษณุโลก ช่วงบ้านพิษณุโลก,25370,0.0,0.0,0.0,0,0,0,0,0,2023,flood
FL.DST.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.สามเสน ช่วงแยกเกียกกาย,0,,,,0,0,0,0,0,2023,flood
FL.DST.03,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ศรีอยุธยา ลานพระราชวังดุสิต,105120,0.0,9.7,0.0041504947,48,0,0,80,0,2023,flood
FL.DST.04,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ราชสีมา แยกอู่ทองนอก,105120,0.0,8.4,0.0004699391,5,0,0,8,0,2023,flood
FL.DST.05,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.นครไชยศรี (กรมสรรพสามิต),34567,0.0,0.0,0.0,0,0,0,0,0,2023,flood
FL.DST.06,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ราชวิถี เชิงสะพานกรุงธนบุรี,105120,0.0,18.1,0.0042684551,46,4,0,47,0,2023,flood
FL.DST.07,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.นครไชยศรี ช่วงตลาดศรีย่าน,105120,0.0,10.8,0.0005393836,3,0,0,16,0,2023,flood
FL.DST.08,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ราชวิถี หน้ามหาวิทยาลัยสวนดุสิต,105119,0.0,12.9,0.0079053263,71,0,0,101,0,2023,flood
FL.HKG.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.เพชรบุรีตัดใหม่ ช่วงสิงห์คอมเพล็กซ์,105118,0.0,16.0,0.0041305961,31,2,0,60,0,2023,flood
FL.JTG.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.จอมทอง ช่วงแยกจอมทอง,105120,0.0,12.7,0.0021870244,25,0,0,28,0,2023,flood
FL.KSN.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ลาดหญ้า วงเวียนใหญ่,105120,0.0,7.2,0.0012043379,11,0,0,29,0,2023,flood
FL.KTY.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พระรามที่ 3 ช่วงตลาดฮ่องกง-ปีนัง,105120,0.0,18.7,0.0042884323,42,8,0,48,0,2023,flood
FL.KTY.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ซ.สุขุมวิท 22 (ด้านถนนพระรามที่ 4),105120,0.0,19.5,0.0079033486,76,12,0,83,0,2023,flood
FL.KTY.03,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พระราม 3 ช่วงทางรถไฟ,105120,0.0,21.9,0.005391933,40,12,0,56,0,2023,flood
FL.KTY.04,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พระราม 4 ช่วงกล้วยน้ำไท,105120,0.0,34.1,0.0212195586,138,62,4,208,0,2023,flood
FL.KTY.05,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.สุนทรโกษา แยก ณ ระนอง,105119,0.0,20.4,0.0089565159,69,31,0,79,0,2023,flood
FL.LSI.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ซ.แจ้งวัฒนะ 14,0,,,,0,0,0,0,0,2023,flood
FL.LSI.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.งามวงศ์วาน แยกพงษ์เพชร,105120,0.0,17.8,0.0053320015,47,3,0,71,0,2023,flood
FL.LSI.03,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.แจ้งวัฒนะ หน้าศาลปกครองกลาง,0,,,,0,0,0,0,0,2023,flood
FL.LSI.04,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.แจ้งวัฒนะขาเข้า (โลตัส),105120,0.0,25.4,0.0461177702,195,55,0,723,0,2023,flood
FL.LSI.05,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.แจ้งวัฒนะขาออก (มทบ. 11),105120,0.0,18.9,0.0081202435,90,7,0,90,0,2023,flood
FL.LSI.06,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.งามวงศ์วาน ซอยชินเขต,105119,0.0,12.5,0.0027540216,34,0,0,49,0,2023,flood
FL.MBR.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.สุวินทวงศ์ ช่วงแยกไปรษณีย์มีนบุรี,105120,0.0,40.7,0.0006478311,4,1,1,5,0,2023,flood
FL.PKN.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.สุขุมวิท ช่วงซอยสุขุมวิท 62,105120,0.0,13.5,0.0034674658,49,0,0,55,0,2023,flood
FL.PNK.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.วิสุทธิ์กษัตริย์  หน้าวัดอินทรวิหาร,105120,0.0,13.9,0.0010996956,13,0,0,13,0,2023,flood
FL.PPS.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.หลานหลวง หน้าธนาคารกรุงไทย,105120,0.0,27.8,0.0048820396,37,12,0,51,0,2023,flood
FL.PPS.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.หลวง ช่วงวัดเทพศิรินทราวาส,105120,0.0,0.0,0.0,0,0,0,0,0,2023,flood
FL.PTW.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พระรามที่ 1 ช่วงสนามกีฬาแห่งชาติ,105120,0.0,19.8,0.0022108067,17,7,0,21,0,2023,flood
FL.PTW.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พญาไท ช่วงมาบุญครอง,105120,0.0,20.8,0.0038365677,33,9,0,39,0,2023,flood
FL.PTW.03,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พระรามที่ 1 ช่วงวัดปทุมวนาราม,105120,0.0,6.4,0.0002159437,1,0,0,10,0,2023,flood
FL.PTW.04,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พระรามที่ 4 หน้าวัน แบงค็อก,0,,,,0,0,0,0,0,2023,flood
FL.PTW.05,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ราชดำริ หน้าโรงพยาบาลตำรวจ,105120,0.0,30.5,0.006819825,36,23,1,49,0,2023,flood
FL.PWT.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ศรีนครินทร์ ช่วงซีคอนสแควร์,105120,0.0,8.1,0.0003358067,5,0,0,5,0,2023,flood
FL.PWT.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.เฉลิมพระเกียรติ ร.9 ช่วงแยกศรีอุดม,45904,0.0,23.7,0.0108552632,31,18,0,45,0,2023,flood
FL.PYT.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงหน้าสนามเป้า,105120,0.0,9.9,0.0003890791,5,0,0,5,0,2023,flood
FL.PYT.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงสะพานควาย,92501,0.0,25.6,0.0230981287,279,17,0,279,0,2023,flood
FL.PYT.03,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พระราม6 ช่วงทางด่วน,105120,0.0,10.7,0.0003500761,4,0,0,4,0,2023,flood
FL.PYT.04,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.สุทธิสารวินิจฉัย ซอย 19,105120,0.0,17.3,0.0110254947,36,2,0,282,0,2023,flood
FL.PYT.05,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงซอยสายลม,105120,0.0,18.7,0.0067180365,54,18,0,54,0,2023,flood
FL.PYT.06,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ประดิพัทธ์ ช่วงสะพานควาย,105120,0.0,30.4,0.0119863014,71,43,3,74,0,2023,flood
FL.PYT.07,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พหลโยธิน  ช่วงห้างบิ๊กซีสะพานควาย,105120,0.0,9.8,0.0012100457,8,0,0,38,0,2023,flood
FL.RTW.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ศรีอยุธยา ช่วงถนนพญาไท,105120,0.0,12.7,0.0027292618,33,0,0,43,0,2023,flood
FL.RTW.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.เพชรบุรี ช่วงหน้าดอนบอสโก,105120,0.0,5.7,0.0002872907,3,0,0,6,0,2023,flood
FL.RTW.03,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.เพชรบุรี ช่วงหน้าเมโทร,105119,0.0,7.8,0.0007049154,9,0,0,12,0,2023,flood
FL.RTW.04,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พญาไท ช่วงกรมปศุสัตว์,105120,0.0,16.9,0.0041714231,42,2,0,48,0,2023,flood
FL.RTW.05,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พระรามที่ 6 ช่วงตลาดประแจจีน,105120,0.0,29.6,0.0053548326,34,19,0,36,0,2023,flood
FL.RTW.06,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ราชวิถี ช่วงสวนสันติภาพ,105120,0.0,5.9,0.000103691,2,0,0,2,0,2023,flood
FL.RTW.07,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ศรีอยุธยา ช่วงโรงเรียนสันติราษฏร์วิทยาลัย,105120,0.0,25.2,0.0074372146,50,29,0,50,0,2023,flood
FL.RTW.08,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.นิคมมักกะสัน แยกราชปรารภ,105120,0.0,34.6,0.0067827245,38,23,2,40,0,2023,flood
FL.RTW.09,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.บรรทัดทอง ช่วงถนนเพชรบุรี,105120,0.0,29.7,0.0225171233,180,39,0,225,0,2023,flood
FL.RTW.10,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ศรีอยุธยา ช่วงโรงเรียนศรีอยุธยา,105120,0.0,44.6,0.0887728311,80,43,18,2216,0,2023,flood
FL.RTW.11,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พระรามที่ 6 ช่วงพิพิธภัณฑ์กรมทางหลวง,53122,0.0,27.8,0.0172960355,52,33,0,70,0,2023,flood
FL.RTW.12,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พระรามที่ 6 ช่วงกองการพัสดุ กรมทางหลวง,53146,0.0,19.1,0.0177040605,103,4,0,105,0,2023,flood
FL.SLG.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พัฒนาการ แยกศรีนครินทร์,105120,0.0,30.6,0.0259969559,219,64,1,219,0,2023,flood
FL.SLG.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.รามคำแหง ซอย 3,105120,0.0,24.6,0.0052739726,32,20,0,45,0,2023,flood
FL.SLG.03,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,"""ถ.พัฒนาการ ช่วงธนาคารกรุงไทย """,105120,0.0,40.3,0.0205660198,99,63,24,104,0,2023,flood
FL.SMI.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงซอยพหลโยธิน 60/1,105120,0.0,41.7,0.0172593227,74,56,28,77,0,2023,flood
FL.SPW.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.เจริญกรุง แยกแปลงนาม,105120,0.0,17.0,0.0057182268,31,4,0,116,0,2023,flood
FL.SPW.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.เยาวราช ช่วงแยกราชวงศ์,105120,0.0,11.0,0.0019406393,22,0,0,32,0,2023,flood
FL.STN.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.จันทน์ ซอย 28/2,105120,0.0,4.7,8.18113e-05,0,0,0,2,0,2023,flood
FL.STN.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.เซนต์หลุยส์ 3,104812,0.0,14.3,0.001176392,12,0,0,12,0,2023,flood
FL.STN.03,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.สาธุประดิษฐ์ ซอย 2,92703,0.0,18.0,0.0123394065,26,8,0,244,0,2023,flood
FL.STN.04,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.สวนพลู ช่วงตลาดสวนพลู,105120,0.0,27.4,0.0080355784,62,16,0,68,0,2023,flood
FL.WTL.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ลาดพร้าว ช่วงตัดถนนประดิษฐ์มนูธรรม,105109,0.0,18.0,0.0057150196,51,10,0,51,0,2023,flood
FL.WTL.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.ลาดพร้าว ช่วงซอยลาดพร้าว 89,105113,0.0,37.5,0.0274019389,185,84,6,191,0,2023,flood
FL.WTL.03,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ซ.รามคำแหง 43/1,105120,0.0,12.9,0.0037956621,51,0,0,56,0,2023,flood
FL.WTL.04,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ซ.รามคำแหง 65 (ซอยมหาดไทย),105120,0.0,20.3,0.005401446,39,18,0,74,0,2023,flood
FL.WTN.01,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ซ.สุขุมวิท 39 (ซอยพร้อมพงษ์),105120,0.0,15.3,0.0035578387,35,2,0,37,0,2023,flood
FL.WTN.02,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.อโศกมนตรี ช่วงแยกชิโนไทย,105112,0.0,17.6,0.0019350788,15,2,0,29,0,2023,flood
FL.WTN.03,105120,2023-01-01T00:00:00.000,2023-12-31T23:55:00.000,105120,ถ.สุขุมวิท 71 ช่วงซอยปรีดีพนมยงค์ 20,45351,0.0,24.4,0.0073162665,21,10,0,29,0,2023,flood
FL.BBN.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.เอกชัย ช่วงห้างบิ๊กซีบางบอน,105408,0.0,15.4,0.0066541439,57,1,0,112,0,2024,flood
FL.BBN.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.เอกชัย ซอย 60,105408,0.0,11.2,0.0017882893,20,0,0,31,0,2024,flood
FL.BKA.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พหลโยธิน ช่วงวงเวียนบางเขน,0,,,,0,0,0,0,0,2024,flood
FL.BKA.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พหลโยธิน ช่วงซอยพหลโยธิน 55/1,77802,0.0,6.9,0.0039150665,1,0,0,72,0,2024,flood
FL.BKE.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.เพชรเกษม แยกวงแหวนกาญจนาภิเษก,105408,0.0,18.9,0.0039940043,35,9,0,37,0,2024,flood
