station,rows,ts_min,ts_max,n_ts,name,n_flood,min_flood,max_flood,avg_flood,n_ge5,n_ge15,n_ge30,n_gt0,n_neg,year,dataset
FL.DDG.02,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.ประชาสงเคราะห์ ตลาดห้วยขวาง,105405,0.0,33.1,0.0303496039,172,92,11,324,0,2020,flood
FL.DDG.03,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.ดินแดง ซอยสุทธิพร 2,105406,0.0,0.0,0.0,0,0,0,0,0,2020,flood
FL.DDG.04,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.รัชดาภิเษก ช่วงคลองบางซื่อ,105408,0.0,6.8,0.0023347374,5,0,0,88,0,2020,flood
FL.DDG.05,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.รัชดาภิเษก สถานฑูตจีน,105408,0.0,18.1,0.03165699,72,8,0,17835,0,2020,flood
FL.DDG.06,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.ประชาสุข ซ.อินทามระ 53,105408,0.0,36.5,0.0100542653,44,28,14,512,0,2020,flood
FL.DDG.07,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.วิภาวดี(ขาออก) ช่วงกรมทหารราบที่ 1,105408,0.0,19.9,0.1493861946,38,10,0,23446,0,2020,flood
FL.DDG.08,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.ดินแดง ช่วงโรงเรียนพิบูลประชาสรรค์,105408,0.0,14.8,0.0416325137,16,0,0,11612,0,2020,flood
FL.DST.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.พิษณุโลก ช่วงบ้านพิษณุโลก,105408,0.0,5.8,0.0617220704,46,0,0,2524,0,2020,flood
FL.DST.02,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.สามเสน ช่วงแยกเกียกกาย,105407,0.0,12.9,0.0009999336,8,0,0,20,0,2020,flood
FL.DST.03,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.ศรีอยุธยา ลานพระราชวังดุสิต,105407,0.0,0.0,0.0,0,0,0,0,0,2020,flood
FL.DST.04,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.ราชสีมา แยกอู่ทองนอก,105408,0.0,6.6,6.26138e-05,1,0,0,1,0,2020,flood
FL.DST.05,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.นครไชยศรี (กรมสรรพสามิต),105408,0.0,3.8,0.0004496812,0,0,0,19,0,2020,flood
FL.DST.06,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.ราชวิถี เชิงสะพานกรุงธนบุรี,105408,0.0,0.0,0.0,0,0,0,0,0,2020,flood
FL.DST.07,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.นครไชยศรี ช่วงตลาดศรีย่าน,105408,0.0,0.4,0.0089442927,0,0,0,6824,0,2020,flood
FL.HKG.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.เพชรบุรีตัดใหม่ ช่วงสิงห์คอมเพล็กซ์,105408,0.0,22.5,0.0157388434,156,17,0,220,0,2020,flood
FL.JTG.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.จอมทอง ช่วงแยกจอมทอง,105408,0.0,0.0,0.0,0,0,0,0,0,2020,flood
FL.KSN.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.ลาดหญ้า วงเวียนใหญ่,105408,0.0,3.1,0.0003927596,0,0,0,22,0,2020,flood
FL.KTY.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.พระรามที่ 3 ช่วงตลาดฮ่องกง-ปีนัง,105407,0.0,26.9,0.1171962014,315,42,0,5371,0,2020,flood
FL.KTY.02,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ซ.สุขุมวิท 22 (ด้านถนนพระรามที่ 4),105408,0.0,21.3,0.0058382665,51,14,0,66,0,2020,flood
FL.KTY.03,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.พระราม 3 ช่วงทางรถไฟ,105408,0.0,0.2,0.002603218,0,0,0,2705,0,2020,flood
FL.KTY.04,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.พระราม 4 ช่วงกล้วยน้ำไท,105408,0.0,18.4,0.0201265559,60,18,0,7571,0,2020,flood
FL.KTY.05,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.สุนทรโกษา แยก ณ ระนอง,105408,0.0,3.7,0.0001185868,0,0,0,10,0,2020,flood
FL.LSI.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ซ.แจ้งวัฒนะ 14,105407,0.0,0.0,0.0,0,0,0,0,0,2020,flood
FL.LSI.02,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.งามวงศ์วาน แยกพงษ์เพชร,105408,0.0,0.0,0.0,0,0,0,0,0,2020,flood
FL.LSI.03,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.แจ้งวัฒนะ หน้าศาลปกครองกลาง,105390,0.0,73.3,0.2880510485,563,494,141,58431,0,2020,flood
FL.LSI.04,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.แจ้งวัฒนะขาเข้า (โลตัส),105408,0.0,23.2,0.0304056618,164,12,0,5495,0,2020,flood
FL.LSI.05,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.แจ้งวัฒนะขาออก (มทบ. 11),105408,0.0,15.6,0.0044237629,29,2,0,130,0,2020,flood
FL.LSI.06,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.งามวงศ์วาน ซอยชินเขต,105408,0.0,0.0,0.0,0,0,0,0,0,2020,flood
FL.PKN.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.สุขุมวิท ช่วงซอยสุขุมวิท 62,105394,0.0,0.0,0.0,0,0,0,0,0,2020,flood
FL.PNK.02,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.วิสุทธิ์กษัตริย์  หน้าวัดอินทรวิหาร,105408,0.0,0.0,0.0,0,0,0,0,0,2020,flood
FL.PPS.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.หลานหลวง หน้าธนาคารกรุงไทย,105408,0.0,10.0,0.1883073391,149,0,0,8783,0,2020,flood
FL.PPS.02,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.หลวง ช่วงวัดเทพศิรินทราวาส,105408,0.0,20.2,0.0001916363,1,1,0,1,0,2020,flood
FL.PTW.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.พระรามที่ 1 ช่วงสนามกีฬาแห่งชาติ,105408,0.0,14.1,0.0012968655,10,0,0,23,0,2020,flood
FL.PTW.02,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.พญาไท ช่วงมาบุญครอง,105408,0.0,3.0,0.000124279,0,0,0,5,0,2020,flood
FL.PTW.03,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.พระรามที่ 1 ช่วงวัดปทุมวนาราม,105408,0.0,15.9,0.01408432,6,1,0,638,0,2020,flood
FL.PTW.04,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.พระรามที่ 4 หน้าวัน แบงค็อก,103025,0.0,8.7,0.0005629702,3,0,0,13,0,2020,flood
FL.PTW.05,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.ราชดำริ หน้าโรงพยาบาลตำรวจ,105164,0.0,16.7,0.0115524324,119,1,0,178,0,2020,flood
FL.PWT.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.ศรีนครินทร์ ช่วงซีคอนสแควร์,104773,0.0,3.6,8.78089e-05,0,0,0,32,0,2020,flood
FL.PWT.02,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.เฉลิมพระเกียรติ ร.9 ช่วงแยกศรีอุดม,105408,0.0,32.2,0.0849935489,345,159,16,10075,0,2020,flood
FL.PYT.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.พหลโยธิน ช่วงหน้าสนามเป้า,105408,0.0,9.3,0.010698429,36,0,0,455,0,2020,flood
FL.PYT.02,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.พหลโยธิน ช่วงสะพานควาย,105408,0.0,46.6,0.2667416135,1540,488,59,4877,0,2020,flood
FL.PYT.03,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.พระราม6 ช่วงทางด่วน,105407,0.0,16.2,0.0035889457,31,3,0,44,0,2020,flood
FL.PYT.04,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.สุทธิสารวินิจฉัย ซอย 19,105408,0.0,14.3,0.0041533849,26,0,0,104,0,2020,flood
FL.PYT.05,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.พหลโยธิน ช่วงซอยสายลม,105408,0.0,0.0,0.0,0,0,0,0,0,2020,flood
FL.PYT.06,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.ประดิพัทธ์ ช่วงสะพานควาย,105408,0.0,28.8,0.0092374393,50,23,0,654,0,2020,flood
FL.PYT.07,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.พหลโยธิน  ช่วงห้างบิ๊กซีสะพานควาย,105408,0.0,0.0,0.0,0,0,0,0,0,2020,flood
FL.RTW.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.ศรีอยุธยา ช่วงถนนพญาไท,105379,0.0,10.5,0.0006766054,5,0,0,18,0,2020,flood
FL.RTW.02,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.เพชรบุรี ช่วงหน้าดอนบอสโก,105405,0.0,0.0,0.0,0,0,0,0,0,2020,flood
FL.RTW.03,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.เพชรบุรี ช่วงหน้าเมโทร,105405,0.0,2.6,0.0001356672,0,0,0,6,0,2020,flood
FL.RTW.04,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.พญาไท ช่วงกรมปศุสัตว์,105408,0.0,17.0,0.0535519126,23,1,0,2682,0,2020,flood
FL.RTW.05,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.พระรามที่ 6 ช่วงตลาดประแจจีน,105407,0.0,3.7,0.0001318698,0,0,0,4,0,2020,flood
FL.RTW.06,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.ราชวิถี ช่วงสวนสันติภาพ,105408,0.0,2.0,3.79478e-05,0,0,0,2,0,2020,flood
FL.RTW.07,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.ศรีอยุธยา ช่วงโรงเรียนสันติราษฏร์วิทยาลัย,105408,0.0,0.0,0.0,0,0,0,0,0,2020,flood
FL.RTW.08,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.นิคมมักกะสัน แยกราชปรารภ,105408,0.0,23.9,0.0031506148,19,15,0,20,0,2020,flood
FL.RTW.09,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.บรรทัดทอง ช่วงถนนเพชรบุรี,105408,0.0,0.0,0.0,0,0,0,0,0,2020,flood
FL.RTW.10,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.ศรีอยุธยา ช่วงโรงเรียนศรีอยุธยา,105408,0.0,25.1,0.0582707195,30,13,0,14027,0,2020,flood
FL.SLG.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.พัฒนาการ แยกศรีนครินทร์,105408,0.0,0.0,0.0,0,0,0,0,0,2020,flood
FL.SLG.02,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.รามคำแหง ซอย 3,105407,0.0,16.5,0.0378447352,84,4,0,1932,0,2020,flood
FL.SLG.03,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,"""ถ.พัฒนาการ ช่วงธนาคารกรุงไทย """,105408,0.0,30.5,0.0537672662,221,113,2,11377,0,2020,flood
FL.SMI.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.พหลโยธิน ช่วงซอยพหลโยธิน 60/1,105408,0.0,46.1,0.0232344794,85,75,35,117,0,2020,flood
FL.SPW.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.เจริญกรุง แยกแปลงนาม,105408,0.0,0.0,0.0,0,0,0,0,0,2020,flood
FL.SPW.02,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.เยาวราช ช่วงแยกราชวงศ์,105408,0.0,17.2,0.0443533698,507,2,0,889,0,2020,flood
FL.STN.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.จันทน์ ซอย 28/2,105407,0.0,23.9,0.0052358951,51,5,0,59,0,2020,flood
FL.STN.02,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.เซนต์หลุยส์ 3,105408,0.0,38.2,0.0312556922,140,115,34,198,0,2020,flood
FL.STN.03,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.สาธุประดิษฐ์ ซอย 2,105408,0.0,36.8,0.0732752732,167,121,26,35451,0,2020,flood
FL.STN.04,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.สวนพลู ช่วงตลาดสวนพลู,105408,0.0,0.0,0.0,0,0,0,0,0,2020,flood
FL.WTL.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.ลาดพร้าว ช่วงตัดถนนประดิษฐ์มนูธรรม,105386,0.0,0.0,0.0,0,0,0,0,0,2020,flood
FL.WTL.02,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.ลาดพร้าว ช่วงซอยลาดพร้าว 89,105406,0.0,0.0,0.0,0,0,0,0,0,2020,flood
FL.WTL.03,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ซ.รามคำแหง 43/1,105408,0.0,4.7,0.0128918109,0,0,0,934,0,2020,flood
FL.WTL.04,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ซ.รามคำแหง 65 (ซอยมหาดไทย),105408,0.0,10.7,0.0001015103,1,0,0,1,0,2020,flood
FL.WTN.01,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ซ.สุขุมวิท 39 (ซอยพร้อมพงษ์),105408,0.0,14.4,0.0083769733,75,0,0,165,0,2020,flood
FL.WTN.02,105408,2020-01-01T00:00:00.000,2020-12-31T23:55:00.000,105408,ถ.อโศกมนตรี ช่วงแยกชิโนไทย,105408,0.0,0.0,0.0,0,0,0,0,0,2020,flood
FL.BBN.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.เอกชัย ช่วงห้างบิ๊กซีบางบอน,105120,0.0,22.5,0.0149210426,134,36,0,150,0,2021,flood
FL.BBN.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.เอกชัย ซอย 60,105120,0.0,24.2,0.0105669711,90,17,0,135,0,2021,flood
FL.BKA.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงวงเวียนบางเขน,105120,0.0,4.2,0.0128624429,0,0,0,8303,0,2021,flood
FL.BKE.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.เพชรเกษม แยกวงแหวนกาญจนาภิเษก,105120,0.0,18.6,0.0089868721,85,14,0,93,0,2021,flood
FL.BKE.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.เพชรเกษม ช่วงซอยวัดม่วง,105120,0.0,11.5,0.0077130898,5,0,0,2857,0,2021,flood
FL.BKL.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.เจริญกรุง ช่วงวัดราชสิงขร,74068,0.0,16.0,0.002573311,16,1,0,32,0,2021,flood
FL.BKM.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.นวมินทร์ ช่วงซอย 46 (สันติอโศก),105120,0.0,37.9,0.0960397641,942,56,17,958,0,2021,flood
FL.BKM.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.นวมินทร์ ช่วงซอย 135,105120,0.0,26.9,0.0311643836,135,39,0,1078,0,2021,flood
FL.BKN.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.อิสรภาพ ช่วงตลาดพรานนก,105120,0.0,21.6,0.0077739726,63,22,0,70,0,2021,flood
FL.BKN.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.บรมราชชนนี ช่วงสายใต้,105120,0.0,10.5,0.0053120244,9,0,0,3417,0,2021,flood
FL.BKP.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ลาดพร้าว แม็คโคร,105120,0.0,9.7,0.0133304795,2,0,0,9209,0,2021,flood
FL.BKP.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ศรีนครินทร์ หน้าบริษัทกรีนสปอร์ต,105120,0.0,32.6,0.0459921994,409,96,3,457,0,2021,flood
FL.BKT.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.บางขุนเทียน ชายทะเล ช่วงถ.พระรามที่ 2,38422,0.0,10.0,0.0004528655,1,0,0,3,0,2021,flood
FL.BNA.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.สุขุมวิท ช่วงกรมอุตุนิยมวิทยา,105120,0.0,15.1,0.0019872527,22,2,0,22,0,2021,flood
FL.BNA.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ศรีนครินทร์ ช่วงวัดศรีเอี่ยม,105120,0.0,19.1,0.0098734779,35,10,0,215,0,2021,flood
FL.BNA.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.สุขุมวิท ช่วงแยกบางนา,105120,0.0,47.1,0.0403253425,346,44,25,464,0,2021,flood
FL.BNA.04,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.สุขุมวิท ช่วงแบริ่ง,105120,0.0,20.4,0.0104613775,66,13,0,2013,0,2021,flood
FL.BRK.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.สุรวงศ์ ช่วงทางด่วน,105120,0.0,23.9,0.0037148021,24,14,0,29,0,2021,flood
FL.BRK.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.สีลม ช่วงถนนคอนแวนต์,105120,0.0,0.0,0.0,0,0,0,0,0,2021,flood
FL.BSU.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ประชาราษฏร์ แยกเตาปูน,105120,0.0,11.6,0.0195405251,78,0,0,866,0,2021,flood
FL.CTC.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.รัชดาภิเษก ช่วงแยกลาดพร้าว (หน้าธนาคารกรุงเทพ),105120,0.0,31.0,0.0213679604,129,84,1,131,0,2021,flood
FL.CTC.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.กำแพงเพชร 3,105120,0.0,20.9,0.008526446,89,12,0,111,0,2021,flood
FL.CTC.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงแยกเกษตร,105120,0.0,11.6,0.0118122146,8,0,0,4085,0,2021,flood
FL.CTC.04,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.เทศบาลสงเคราะห์ ช่วงตลาดประชานิเวศน์,105120,0.0,36.9,0.0179033486,90,60,15,91,0,2021,flood
FL.CTC.05,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.พหลโยธิน หน้ากรมการขนส่งทางบก,105120,0.0,9.4,0.008238204,31,0,0,535,0,2021,flood
FL.CTC.06,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.งามวงศ์วาน ช่วงแยกเกษตร,105120,0.0,7.3,0.0924343607,385,0,0,3173,0,2021,flood
FL.CTC.07,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ซ.เสนานิคม,105115,0.0,44.5,0.0248908338,103,70,46,107,0,2021,flood
FL.DDG.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.รัชดาภิเษก ช่วงแยกเทียมร่วมมิตร,105120,0.0,28.9,0.0732800609,444,74,0,1668,0,2021,flood
FL.DDG.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ประชาสงเคราะห์ ตลาดห้วยขวาง,105120,0.0,32.5,0.0412756849,236,143,9,379,0,2021,flood
FL.DDG.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ดินแดง ซอยสุทธิพร 2,105120,0.0,9.3,0.0006906393,5,0,0,18,0,2021,flood
FL.DDG.04,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.รัชดาภิเษก ช่วงคลองบางซื่อ,105120,0.0,11.1,0.0026436454,5,0,0,68,0,2021,flood
FL.DDG.05,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.รัชดาภิเษก สถานฑูตจีน,105120,0.0,16.1,0.0094511035,36,3,0,4385,0,2021,flood
FL.DDG.06,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ประชาสุข ซ.อินทามระ 53,105120,0.0,47.6,0.0518483638,232,153,74,543,0,2021,flood
FL.DDG.07,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.วิภาวดี(ขาออก) ช่วงกรมทหารราบที่ 1,105120,0.0,43.5,0.0515848554,75,49,21,9404,0,2021,flood
FL.DDG.08,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ดินแดง ช่วงโรงเรียนพิบูลประชาสรรค์,105120,0.0,15.5,0.0756716134,18,2,0,13195,0,2021,flood
FL.DST.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.พิษณุโลก ช่วงบ้านพิษณุโลก,105120,0.0,0.0,0.0,0,0,0,0,0,2021,flood
FL.DST.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.สามเสน ช่วงแยกเกียกกาย,105120,0.0,13.9,0.0013898402,13,0,0,13,0,2021,flood
FL.DST.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ศรีอยุธยา ลานพระราชวังดุสิต,105120,0.0,4.0,0.0007648402,0,0,0,78,0,2021,flood
FL.DST.04,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ราชสีมา แยกอู่ทองนอก,105120,0.0,4.1,7.32496e-05,0,0,0,2,0,2021,flood
FL.DST.05,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.นครไชยศรี (กรมสรรพสามิต),105120,0.0,14.6,0.0006887367,2,0,0,31,0,2021,flood
FL.DST.06,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ราชวิถี เชิงสะพานกรุงธนบุรี,105120,0.0,20.4,0.03793379,52,19,0,1463,0,2021,flood
FL.DST.07,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.นครไชยศรี ช่วงตลาดศรีย่าน,105120,0.0,18.9,0.0036215753,27,9,0,255,0,2021,flood
FL.DST.08,41184,2021-08-11T00:00:00.000,2021-12-31T23:55:00.000,41184,ถ.ราชวิถี หน้ามหาวิทยาลัยสวนดุสิต,16556,0.0,0.0,0.0,0,0,0,0,0,2021,flood
FL.HKG.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.เพชรบุรีตัดใหม่ ช่วงสิงห์คอมเพล็กซ์,105120,0.0,19.6,0.0089278919,81,12,0,115,0,2021,flood
FL.JTG.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.จอมทอง ช่วงแยกจอมทอง,105120,0.0,18.6,0.0050589802,50,7,0,65,0,2021,flood
FL.KSN.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ลาดหญ้า วงเวียนใหญ่,105120,0.0,9.6,0.0007886225,11,0,0,13,0,2021,flood
FL.KTY.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.พระรามที่ 3 ช่วงตลาดฮ่องกง-ปีนัง,105120,0.0,16.1,0.0019644216,17,2,0,36,0,2021,flood
FL.KTY.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ซ.สุขุมวิท 22 (ด้านถนนพระรามที่ 4),105120,0.0,18.0,0.0037604642,41,1,0,62,0,2021,flood
FL.KTY.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.พระราม 3 ช่วงทางรถไฟ,105120,0.0,101.3,0.0034503425,31,1,1,38,0,2021,flood
FL.KTY.04,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.พระราม 4 ช่วงกล้วยน้ำไท,105120,0.0,17.8,0.0120557458,64,2,0,3330,0,2021,flood
FL.KTY.05,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.สุนทรโกษา แยก ณ ระนอง,105120,0.0,139.4,0.0078928843,73,1,1,90,0,2021,flood
FL.LSI.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ซ.แจ้งวัฒนะ 14,40780,0.0,0.0,0.0,0,0,0,0,0,2021,flood
FL.LSI.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.งามวงศ์วาน แยกพงษ์เพชร,105120,0.0,21.5,0.0458066971,169,15,0,1498,0,2021,flood
FL.LSI.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.แจ้งวัฒนะ หน้าศาลปกครองกลาง,105120,0.0,33.2,0.0592598935,84,28,2,21754,0,2021,flood
FL.LSI.04,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.แจ้งวัฒนะขาเข้า (โลตัส),105120,0.0,23.0,0.0236320396,83,14,0,6276,0,2021,flood
FL.LSI.05,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.แจ้งวัฒนะขาออก (มทบ. 11),105120,0.0,15.5,0.041755137,68,2,0,1081,0,2021,flood
FL.LSI.06,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.งามวงศ์วาน ซอยชินเขต,105120,0.0,12.7,0.0038984018,40,0,0,56,0,2021,flood
